stamp_sec,stamp_nsec,label,total_index,robot_index,obstacle_index,bump_type,key,entity_a,entity_b,avg_contact_x,avg_contact_y,avg_contact_z,source_topic,entity_a_bump_direction,entity_b_bump_direction,pair_detection_summary,depth_snapshot_dir
22,100000000,global,1,0,1,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,2.695488,1.351691,0.147864,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,back,,robot_obstacle_not_detecting,collision_depth_frames/bump_0001_robot_1_box4_link_collision
24,710000000,global,2,0,2,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,2.695488,1.351691,0.147852,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,back,,robot_obstacle_not_detecting,collision_depth_frames/bump_0002_robot_1_box4_link_collision
69,20000000,global,3,0,3,obstacle,"('robot_0', 'box1::link::collision')",robot_0,box1::link::collision,-1.935212,1.617979,0.147905,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact,back,,robot_obstacle_detecting_RIGHT,collision_depth_frames/bump_0003_robot_0_box1_link_collision
94,980000000,global,4,0,4,obstacle,"('robot_2', 'box2::link::collision')",robot_2,box2::link::collision,0.660410,-3.829701,0.147655,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact,front,,robot_obstacle_not_detecting,collision_depth_frames/bump_0004_robot_2_box2_link_collision
270,100000000,global,5,0,5,obstacle,"('robot_0', 'cylinder0::link::collision')",robot_0,cylinder0::link::collision,-4.407263,3.905752,0.117101,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact,right,,robot_obstacle_detecting_CORNER,collision_depth_frames/bump_0005_robot_0_cylinder0_link_collision
