bump_total,stamp_sec,stamp_nsec,bump_type,key,entity_a,entity_b,robot,frame_index_oldest_first,frame_wall_time,frame_stamp_sec,frame_stamp_nsec,encoding,height,width,npy_path,pgm_path
1,196,250000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,0,1783679030.513480,194,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_0_east_wall_link_collision/robot_0/frame_00_194_0.npy,collision_depth_frames/bump_0001_robot_0_east_wall_link_collision/robot_0/frame_00_194_0.pgm
1,196,250000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,1,1783679031.010297,194,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_0_east_wall_link_collision/robot_0/frame_01_194_500000000.npy,collision_depth_frames/bump_0001_robot_0_east_wall_link_collision/robot_0/frame_01_194_500000000.pgm
1,196,250000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,2,1783679031.513628,195,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_0_east_wall_link_collision/robot_0/frame_02_195_0.npy,collision_depth_frames/bump_0001_robot_0_east_wall_link_collision/robot_0/frame_02_195_0.pgm
1,196,250000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,3,1783679032.003272,195,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_0_east_wall_link_collision/robot_0/frame_03_195_500000000.npy,collision_depth_frames/bump_0001_robot_0_east_wall_link_collision/robot_0/frame_03_195_500000000.pgm
1,196,250000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,4,1783679032.515062,196,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_0_east_wall_link_collision/robot_0/frame_04_196_0.npy,collision_depth_frames/bump_0001_robot_0_east_wall_link_collision/robot_0/frame_04_196_0.pgm
2,198,270000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,0,1783679032.515062,196,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_0_east_wall_link_collision/robot_0/frame_00_196_0.npy,collision_depth_frames/bump_0002_robot_0_east_wall_link_collision/robot_0/frame_00_196_0.pgm
2,198,270000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,1,1783679033.014853,196,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_0_east_wall_link_collision/robot_0/frame_01_196_500000000.npy,collision_depth_frames/bump_0002_robot_0_east_wall_link_collision/robot_0/frame_01_196_500000000.pgm
2,198,270000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,2,1783679033.513667,197,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_0_east_wall_link_collision/robot_0/frame_02_197_0.npy,collision_depth_frames/bump_0002_robot_0_east_wall_link_collision/robot_0/frame_02_197_0.pgm
2,198,270000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,3,1783679034.003402,197,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_0_east_wall_link_collision/robot_0/frame_03_197_500000000.npy,collision_depth_frames/bump_0002_robot_0_east_wall_link_collision/robot_0/frame_03_197_500000000.pgm
2,198,270000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,4,1783679034.506958,198,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_0_east_wall_link_collision/robot_0/frame_04_198_0.npy,collision_depth_frames/bump_0002_robot_0_east_wall_link_collision/robot_0/frame_04_198_0.pgm
3,200,310000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,0,1783679034.506958,198,0,32FC1,360,640,collision_depth_frames/bump_0003_robot_0_east_wall_link_collision/robot_0/frame_00_198_0.npy,collision_depth_frames/bump_0003_robot_0_east_wall_link_collision/robot_0/frame_00_198_0.pgm
3,200,310000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,1,1783679035.003527,198,500000000,32FC1,360,640,collision_depth_frames/bump_0003_robot_0_east_wall_link_collision/robot_0/frame_01_198_500000000.npy,collision_depth_frames/bump_0003_robot_0_east_wall_link_collision/robot_0/frame_01_198_500000000.pgm
3,200,310000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,2,1783679035.504466,199,0,32FC1,360,640,collision_depth_frames/bump_0003_robot_0_east_wall_link_collision/robot_0/frame_02_199_0.npy,collision_depth_frames/bump_0003_robot_0_east_wall_link_collision/robot_0/frame_02_199_0.pgm
3,200,310000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,3,1783679036.003345,199,500000000,32FC1,360,640,collision_depth_frames/bump_0003_robot_0_east_wall_link_collision/robot_0/frame_03_199_500000000.npy,collision_depth_frames/bump_0003_robot_0_east_wall_link_collision/robot_0/frame_03_199_500000000.pgm
3,200,310000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,4,1783679036.505285,200,0,32FC1,360,640,collision_depth_frames/bump_0003_robot_0_east_wall_link_collision/robot_0/frame_04_200_0.npy,collision_depth_frames/bump_0003_robot_0_east_wall_link_collision/robot_0/frame_04_200_0.pgm
4,202,340000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,0,1783679036.505285,200,0,32FC1,360,640,collision_depth_frames/bump_0004_robot_0_east_wall_link_collision/robot_0/frame_00_200_0.npy,collision_depth_frames/bump_0004_robot_0_east_wall_link_collision/robot_0/frame_00_200_0.pgm
4,202,340000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,1,1783679037.003540,200,500000000,32FC1,360,640,collision_depth_frames/bump_0004_robot_0_east_wall_link_collision/robot_0/frame_01_200_500000000.npy,collision_depth_frames/bump_0004_robot_0_east_wall_link_collision/robot_0/frame_01_200_500000000.pgm
4,202,340000000,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,robot_0,2,1783679037.606771,201,0,32FC1,360,640,collision_depth_frames/bump_0004_robot_0_east_wall_link_collision/robot_0/frame_02_201_0.npy,collision_depth_frames/bump_0004_robot_0_east_wall_link_collision/robot_0/frame_02_201_0.pgm
