group,prompt,run,layout,trial,yaml_path,prompt_path,results_parent,run_output_dir,status
long,prompt_1,run_2,middle_circle,1,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_2/explore_sup_gpt_long_1_run_2_67.yaml,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_2/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_2/middle_circle/trial_1,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_2/middle_circle/trial_1/run_20260417_161950,ok
long,prompt_1,run_3,middle_circle,1,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_3/explore_sup_gpt_long_1_run_3_68.yaml,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_3/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_3/middle_circle/trial_1,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_3/middle_circle/trial_1/run_20260417_162514,ok
long,prompt_2,run_1,middle_circle,1,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_2/run_1/explore_sup_gpt_long_2_run_1_69.yaml,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_2/run_1/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_1/middle_circle/trial_1,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_1/middle_circle/trial_1/run_20260417_163347,ok
long,prompt_1,run_1,,,,,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_1,,skipped_missing
long,prompt_1,run_2,spread,1,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_2/explore_sup_gpt_long_1_run_2_67.yaml,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_2/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_2/spread/trial_1,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_2/spread/trial_1/run_20260417_163825,ok
long,prompt_1,run_2,spread,2,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_2/explore_sup_gpt_long_1_run_2_67.yaml,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_2/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_2/spread/trial_2,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_2/spread/trial_2/run_20260417_164151,ok
long,prompt_1,run_2,spread,3,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_2/explore_sup_gpt_long_1_run_2_67.yaml,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_2/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_2/spread/trial_3,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_2/spread/trial_3/run_20260417_164517,ok
long,prompt_1,run_2,middle_circle,1,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_2/explore_sup_gpt_long_1_run_2_67.yaml,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_2/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_2/middle_circle/trial_1,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_2/middle_circle/trial_1/run_20260417_161950,skipped_existing
long,prompt_1,run_2,middle_circle,2,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_2/explore_sup_gpt_long_1_run_2_67.yaml,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_2/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_2/middle_circle/trial_2,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_2/middle_circle/trial_2/run_20260417_164842,ok
long,prompt_1,run_2,middle_circle,3,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_2/explore_sup_gpt_long_1_run_2_67.yaml,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_2/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_2/middle_circle/trial_3,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_2/middle_circle/trial_3/run_20260417_165208,ok
long,prompt_1,run_3,spread,1,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_3/explore_sup_gpt_long_1_run_3_68.yaml,/home/ecem/ros2_ws/src/Leo_sct/results_llm/explore/long/prompt_1/run_3/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_3/spread/trial_1,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_3/spread/trial_1/run_20260417_165534,ok
