category,prompt,run,scenario,trial,run_folder,coverage_pct,collisions_total,coverage_csv,paths_csv,bump_csv
long,prompt_1,run_9,spread,trial_3,run_20260420_181419,46.0,58,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_9/spread/trial_3/run_20260420_181419/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_9/spread/trial_3/run_20260420_181419/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_1/run_9/spread/trial_3/run_20260420_181419/bumps_global_181419.csv
long,prompt_2,run_1,spread,trial_1,run_20260417_171243,45.0,22,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_1/spread/trial_1/run_20260417_171243/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_1/spread/trial_1/run_20260417_171243/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_1/spread/trial_1/run_20260417_171243/bumps_global_171243.csv
long,prompt_2,run_1,spread,trial_2,run_20260417_171608,54.0,9,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_1/spread/trial_2/run_20260417_171608/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_1/spread/trial_2/run_20260417_171608/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_1/spread/trial_2/run_20260417_171608/bumps_global_171609.csv
long,prompt_2,run_1,spread,trial_3,run_20260417_171933,50.0,20,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_1/spread/trial_3/run_20260417_171933/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_1/spread/trial_3/run_20260417_171933/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_1/spread/trial_3/run_20260417_171933/bumps_global_171934.csv
long,prompt_2,run_10,spread,trial_1,run_20260420_182753,54.0,33,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_10/spread/trial_1/run_20260420_182753/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_10/spread/trial_1/run_20260420_182753/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_10/spread/trial_1/run_20260420_182753/bumps_global_182754.csv
long,prompt_2,run_10,spread,trial_2,run_20260420_183117,47.0,36,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_10/spread/trial_2/run_20260420_183117/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_10/spread/trial_2/run_20260420_183117/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_10/spread/trial_2/run_20260420_183117/bumps_global_183118.csv
long,prompt_2,run_10,spread,trial_3,run_20260420_183441,37.0,46,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_10/spread/trial_3/run_20260420_183441/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_10/spread/trial_3/run_20260420_183441/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_10/spread/trial_3/run_20260420_183441/bumps_global_183441.csv
long,prompt_2,run_2,spread,trial_1,run_20260417_172947,38.0,54,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_2/spread/trial_1/run_20260417_172947/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_2/spread/trial_1/run_20260417_172947/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_2/spread/trial_1/run_20260417_172947/bumps_global_172948.csv
long,prompt_2,run_2,spread,trial_2,run_20260417_173312,43.0,39,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_2/spread/trial_2/run_20260417_173312/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_2/spread/trial_2/run_20260417_173312/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_2/spread/trial_2/run_20260417_173312/bumps_global_173313.csv
long,prompt_2,run_2,spread,trial_3,run_20260417_173637,47.0,32,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_2/spread/trial_3/run_20260417_173637/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_2/spread/trial_3/run_20260417_173637/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_2/spread/trial_3/run_20260417_173637/bumps_global_173637.csv
long,prompt_2,run_3,spread,trial_1,run_20260420_184815,45.0,40,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_3/spread/trial_1/run_20260420_184815/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_3/spread/trial_1/run_20260420_184815/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_3/spread/trial_1/run_20260420_184815/bumps_global_184815.csv
long,prompt_2,run_3,spread,trial_2,run_20260420_185138,52.0,31,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_3/spread/trial_2/run_20260420_185138/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_3/spread/trial_2/run_20260420_185138/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_3/spread/trial_2/run_20260420_185138/bumps_global_185139.csv
long,prompt_2,run_3,spread,trial_3,run_20260420_185502,49.0,30,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_3/spread/trial_3/run_20260420_185502/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_3/spread/trial_3/run_20260420_185502/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_3/spread/trial_3/run_20260420_185502/bumps_global_185503.csv
long,prompt_2,run_4,spread,trial_1,run_20260420_190837,48.0,54,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_4/spread/trial_1/run_20260420_190837/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_4/spread/trial_1/run_20260420_190837/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_4/spread/trial_1/run_20260420_190837/bumps_global_190838.csv
long,prompt_2,run_4,spread,trial_2,run_20260420_191201,64.0,38,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_4/spread/trial_2/run_20260420_191201/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_4/spread/trial_2/run_20260420_191201/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_4/spread/trial_2/run_20260420_191201/bumps_global_191201.csv
long,prompt_2,run_4,spread,trial_3,run_20260420_191524,45.0,68,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_4/spread/trial_3/run_20260420_191524/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_4/spread/trial_3/run_20260420_191524/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_4/spread/trial_3/run_20260420_191524/bumps_global_191525.csv
long,prompt_2,run_5,spread,trial_1,run_20260420_192859,57.0,19,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_5/spread/trial_1/run_20260420_192859/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_5/spread/trial_1/run_20260420_192859/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_5/spread/trial_1/run_20260420_192859/bumps_global_192859.csv
long,prompt_2,run_5,spread,trial_2,run_20260420_193222,60.0,74,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_5/spread/trial_2/run_20260420_193222/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_5/spread/trial_2/run_20260420_193222/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_5/spread/trial_2/run_20260420_193222/bumps_global_193223.csv
long,prompt_2,run_5,spread,trial_3,run_20260420_193546,60.0,44,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_5/spread/trial_3/run_20260420_193546/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_5/spread/trial_3/run_20260420_193546/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_5/spread/trial_3/run_20260420_193546/bumps_global_193546.csv
long,prompt_2,run_6,spread,trial_1,run_20260420_194920,60.0,49,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_6/spread/trial_1/run_20260420_194920/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_6/spread/trial_1/run_20260420_194920/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_6/spread/trial_1/run_20260420_194920/bumps_global_194921.csv
long,prompt_2,run_6,spread,trial_2,run_20260420_195244,47.0,63,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_6/spread/trial_2/run_20260420_195244/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_6/spread/trial_2/run_20260420_195244/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_6/spread/trial_2/run_20260420_195244/bumps_global_195244.csv
long,prompt_2,run_6,spread,trial_3,run_20260420_195607,55.0,39,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_6/spread/trial_3/run_20260420_195607/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_6/spread/trial_3/run_20260420_195607/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_6/spread/trial_3/run_20260420_195607/bumps_global_195608.csv
long,prompt_2,run_7,spread,trial_1,run_20260420_203858,46.0,63,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_7/spread/trial_1/run_20260420_203858/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_7/spread/trial_1/run_20260420_203858/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_7/spread/trial_1/run_20260420_203858/bumps_global_203859.csv
long,prompt_2,run_7,spread,trial_2,run_20260420_204222,53.0,48,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_7/spread/trial_2/run_20260420_204222/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_7/spread/trial_2/run_20260420_204222/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_7/spread/trial_2/run_20260420_204222/bumps_global_204222.csv
long,prompt_2,run_7,spread,trial_3,run_20260420_204545,49.0,41,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_7/spread/trial_3/run_20260420_204545/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_7/spread/trial_3/run_20260420_204545/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_7/spread/trial_3/run_20260420_204545/bumps_global_204546.csv
long,prompt_2,run_8,spread,trial_1,run_20260420_205919,40.0,67,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_8/spread/trial_1/run_20260420_205919/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_8/spread/trial_1/run_20260420_205919/coverage_paths.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/long/prompt_2/run_8/spread/trial_1/run_20260420_205919/bumps_global_205920.csv
