category,prompt,run,scenario,trial,run_folder,coverage_pct,collisions_total,coverage_csv,bump_csv
medium,prompt_4,run_2,middle_circle,trial_2,run_20260418_001559,51.0,28,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_4/run_2/middle_circle/trial_2/run_20260418_001559/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_4/run_2/middle_circle/trial_2/run_20260418_001559/bumps_global_001559.csv
medium,prompt_4,run_2,middle_circle,trial_3,run_20260418_001924,43.0,36,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_4/run_2/middle_circle/trial_3/run_20260418_001924/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_4/run_2/middle_circle/trial_3/run_20260418_001924/bumps_global_001924.csv
medium,prompt_5,run_1,middle_circle,trial_1,run_20260418_003304,55.0,50,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_5/run_1/middle_circle/trial_1/run_20260418_003304/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_5/run_1/middle_circle/trial_1/run_20260418_003304/bumps_global_003304.csv
medium,prompt_5,run_1,middle_circle,trial_2,run_20260418_003629,52.0,33,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_5/run_1/middle_circle/trial_2/run_20260418_003629/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_5/run_1/middle_circle/trial_2/run_20260418_003629/bumps_global_003629.csv
medium,prompt_5,run_1,middle_circle,trial_3,run_20260418_003954,50.0,32,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_5/run_1/middle_circle/trial_3/run_20260418_003954/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_5/run_1/middle_circle/trial_3/run_20260418_003954/bumps_global_003954.csv
medium,prompt_5,run_3,middle_circle,trial_1,run_20260418_005334,48.0,19,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_5/run_3/middle_circle/trial_1/run_20260418_005334/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_5/run_3/middle_circle/trial_1/run_20260418_005334/bumps_global_005334.csv
medium,prompt_5,run_3,middle_circle,trial_2,run_20260418_005659,48.0,48,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_5/run_3/middle_circle/trial_2/run_20260418_005659/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_5/run_3/middle_circle/trial_2/run_20260418_005659/bumps_global_005659.csv
medium,prompt_5,run_3,middle_circle,trial_3,run_20260418_010024,54.0,38,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_5/run_3/middle_circle/trial_3/run_20260418_010024/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/medium/prompt_5/run_3/middle_circle/trial_3/run_20260418_010024/bumps_global_010024.csv
vague,prompt_1,run_1,middle_circle,trial_1,run_20260418_011404,45.0,44,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_1/middle_circle/trial_1/run_20260418_011404/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_1/middle_circle/trial_1/run_20260418_011404/bumps_global_011405.csv
vague,prompt_1,run_1,middle_circle,trial_2,run_20260418_011729,48.0,37,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_1/middle_circle/trial_2/run_20260418_011729/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_1/middle_circle/trial_2/run_20260418_011729/bumps_global_011729.csv
vague,prompt_1,run_1,middle_circle,trial_3,run_20260418_012054,53.0,20,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_1/middle_circle/trial_3/run_20260418_012054/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_1/middle_circle/trial_3/run_20260418_012054/bumps_global_012055.csv
vague,prompt_1,run_2,middle_circle,trial_1,run_20260418_013434,54.0,49,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_2/middle_circle/trial_1/run_20260418_013434/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_2/middle_circle/trial_1/run_20260418_013434/bumps_global_013435.csv
vague,prompt_1,run_2,middle_circle,trial_2,run_20260418_013759,55.0,41,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_2/middle_circle/trial_2/run_20260418_013759/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_2/middle_circle/trial_2/run_20260418_013759/bumps_global_013800.csv
vague,prompt_1,run_2,middle_circle,trial_3,run_20260418_014124,51.0,31,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_2/middle_circle/trial_3/run_20260418_014124/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_2/middle_circle/trial_3/run_20260418_014124/bumps_global_014125.csv
vague,prompt_1,run_3,middle_circle,trial_1,run_20260418_015504,43.0,12,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_3/middle_circle/trial_1/run_20260418_015504/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_3/middle_circle/trial_1/run_20260418_015504/bumps_global_015505.csv
vague,prompt_1,run_3,middle_circle,trial_2,run_20260418_015830,47.0,24,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_3/middle_circle/trial_2/run_20260418_015830/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_3/middle_circle/trial_2/run_20260418_015830/bumps_global_015830.csv
vague,prompt_1,run_3,middle_circle,trial_3,run_20260418_020155,44.0,25,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_3/middle_circle/trial_3/run_20260418_020155/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_1/run_3/middle_circle/trial_3/run_20260418_020155/bumps_global_020155.csv
vague,prompt_2,run_2,middle_circle,trial_1,run_20260418_021535,7.0,0,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_2/run_2/middle_circle/trial_1/run_20260418_021535/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_2/run_2/middle_circle/trial_1/run_20260418_021535/bumps_global_021535.csv
vague,prompt_2,run_2,middle_circle,trial_2,run_20260418_021900,6.0,0,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_2/run_2/middle_circle/trial_2/run_20260418_021900/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_2/run_2/middle_circle/trial_2/run_20260418_021900/bumps_global_021900.csv
vague,prompt_2,run_2,middle_circle,trial_3,run_20260418_022225,7.0,0,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_2/run_2/middle_circle/trial_3/run_20260418_022225/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_2/run_2/middle_circle/trial_3/run_20260418_022225/bumps_global_022225.csv
vague,prompt_3,run_1,middle_circle,trial_1,run_20260418_023605,54.0,23,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_1/middle_circle/trial_1/run_20260418_023605/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_1/middle_circle/trial_1/run_20260418_023605/bumps_global_023606.csv
vague,prompt_3,run_1,middle_circle,trial_2,run_20260418_023930,56.0,11,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_1/middle_circle/trial_2/run_20260418_023930/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_1/middle_circle/trial_2/run_20260418_023930/bumps_global_023931.csv
vague,prompt_3,run_1,middle_circle,trial_3,run_20260418_024255,54.0,44,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_1/middle_circle/trial_3/run_20260418_024255/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_1/middle_circle/trial_3/run_20260418_024255/bumps_global_024256.csv
vague,prompt_3,run_2,middle_circle,trial_1,run_20260418_025636,50.0,34,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_2/middle_circle/trial_1/run_20260418_025636/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_2/middle_circle/trial_1/run_20260418_025636/bumps_global_025636.csv
vague,prompt_3,run_2,middle_circle,trial_2,run_20260418_030001,45.0,37,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_2/middle_circle/trial_2/run_20260418_030001/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_2/middle_circle/trial_2/run_20260418_030001/bumps_global_030001.csv
vague,prompt_3,run_2,middle_circle,trial_3,run_20260418_030326,41.0,34,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_2/middle_circle/trial_3/run_20260418_030326/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_2/middle_circle/trial_3/run_20260418_030326/bumps_global_030326.csv
vague,prompt_3,run_3,middle_circle,trial_1,run_20260418_031706,53.0,25,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_3/middle_circle/trial_1/run_20260418_031706/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_3/middle_circle/trial_1/run_20260418_031706/bumps_global_031707.csv
vague,prompt_3,run_3,middle_circle,trial_2,run_20260418_032032,51.0,27,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_3/middle_circle/trial_2/run_20260418_032032/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_3/middle_circle/trial_2/run_20260418_032032/bumps_global_032032.csv
vague,prompt_3,run_3,middle_circle,trial_3,run_20260418_032357,56.0,39,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_3/middle_circle/trial_3/run_20260418_032357/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_3/run_3/middle_circle/trial_3/run_20260418_032357/bumps_global_032357.csv
vague,prompt_4,run_1,middle_circle,trial_1,run_20260418_033737,46.0,65,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_1/middle_circle/trial_1/run_20260418_033737/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_1/middle_circle/trial_1/run_20260418_033737/bumps_global_033738.csv
vague,prompt_4,run_1,middle_circle,trial_2,run_20260418_034102,42.0,46,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_1/middle_circle/trial_2/run_20260418_034102/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_1/middle_circle/trial_2/run_20260418_034102/bumps_global_034103.csv
vague,prompt_4,run_1,middle_circle,trial_3,run_20260418_034427,52.0,48,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_1/middle_circle/trial_3/run_20260418_034427/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_1/middle_circle/trial_3/run_20260418_034427/bumps_global_034428.csv
vague,prompt_4,run_2,middle_circle,trial_1,run_20260418_035808,6.0,0,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_2/middle_circle/trial_1/run_20260418_035808/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_2/middle_circle/trial_1/run_20260418_035808/bumps_global_035808.csv
vague,prompt_4,run_2,middle_circle,trial_2,run_20260418_040133,6.0,0,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_2/middle_circle/trial_2/run_20260418_040133/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_2/middle_circle/trial_2/run_20260418_040133/bumps_global_040134.csv
vague,prompt_4,run_2,middle_circle,trial_3,run_20260418_040458,6.0,0,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_2/middle_circle/trial_3/run_20260418_040458/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_2/middle_circle/trial_3/run_20260418_040458/bumps_global_040459.csv
vague,prompt_4,run_3,middle_circle,trial_1,run_20260418_041839,53.0,63,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_3/middle_circle/trial_1/run_20260418_041839/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_3/middle_circle/trial_1/run_20260418_041839/bumps_global_041839.csv
vague,prompt_4,run_3,middle_circle,trial_2,run_20260418_042204,56.0,51,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_3/middle_circle/trial_2/run_20260418_042204/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_3/middle_circle/trial_2/run_20260418_042204/bumps_global_042204.csv
vague,prompt_4,run_3,middle_circle,trial_3,run_20260418_042529,57.0,47,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_3/middle_circle/trial_3/run_20260418_042529/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_4/run_3/middle_circle/trial_3/run_20260418_042529/bumps_global_042530.csv
vague,prompt_5,run_1,middle_circle,trial_1,run_20260418_043910,55.0,35,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_5/run_1/middle_circle/trial_1/run_20260418_043910/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_5/run_1/middle_circle/trial_1/run_20260418_043910/bumps_global_043910.csv
vague,prompt_5,run_1,middle_circle,trial_2,run_20260418_044235,54.0,23,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_5/run_1/middle_circle/trial_2/run_20260418_044235/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_5/run_1/middle_circle/trial_2/run_20260418_044235/bumps_global_044235.csv
vague,prompt_5,run_1,middle_circle,trial_3,run_20260418_044600,54.0,30,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_5/run_1/middle_circle/trial_3/run_20260418_044600/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_5/run_1/middle_circle/trial_3/run_20260418_044600/bumps_global_044601.csv
vague,prompt_5,run_3,middle_circle,trial_1,run_20260418_045941,48.0,12,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_5/run_3/middle_circle/trial_1/run_20260418_045941/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_5/run_3/middle_circle/trial_1/run_20260418_045941/bumps_global_045941.csv
vague,prompt_5,run_3,middle_circle,trial_2,run_20260418_050306,47.0,43,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_5/run_3/middle_circle/trial_2/run_20260418_050306/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_5/run_3/middle_circle/trial_2/run_20260418_050306/bumps_global_050307.csv
vague,prompt_5,run_3,middle_circle,trial_3,run_20260418_050631,46.0,30,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_5/run_3/middle_circle/trial_3/run_20260418_050631/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/results_exp/explore/vague/prompt_5/run_3/middle_circle/trial_3/run_20260418_050631/bumps_global_050632.csv
