wall_time,robot,reasons,raw_zone,effective_zone,peer_warning_zone,peer_warning_age_s,front_distance_m,distance_age_s,cbf_safety_distance_m,cbf_alpha,requested_linear_x,requested_angular_z,filtered_linear_x,filtered_angular_z
1783693486.808016,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.685140,0.004624,0.600000,1.200000,0.343646,-0.571658,0.000000,-0.571658
1783693486.908007,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.685140,0.104664,0.600000,1.200000,0.343646,-0.571658,0.000000,-0.571658
1783693487.007955,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.685140,0.204624,0.600000,1.200000,0.343646,-0.571658,0.000000,-0.571658
1783693487.108004,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.685140,0.304661,0.600000,1.200000,0.343646,-0.571658,0.000000,-0.571658
1783693487.208034,robot_2,zone_stop_forward|corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.685140,0.404681,0.600000,1.200000,0.343646,-0.571658,0.000000,0.000000
1783693487.308046,robot_2,zone_stop_forward|corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.685140,0.504693,0.600000,1.200000,0.343646,-0.571658,0.000000,0.000000
1783693487.408006,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.732967,0.068304,0.600000,1.200000,0.343646,-0.571658,0.000000,-0.571658
1783693487.507982,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.732967,0.168286,0.600000,1.200000,0.343646,-0.571658,0.000000,-0.571658
1783693487.607988,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.732967,0.268293,0.600000,1.200000,0.260609,0.000000,0.000000,0.000000
1783693487.707993,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.732967,0.368298,0.600000,1.200000,0.260609,0.000000,0.000000,0.000000
1783693487.808064,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.732967,0.468349,0.600000,1.200000,0.260609,0.000000,0.000000,0.000000
1783693487.907990,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.786255,0.073813,0.600000,1.200000,0.260609,0.000000,0.000000,0.000000
1783693488.008011,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.786255,0.173833,0.600000,1.200000,0.260609,0.000000,0.000000,0.000000
1783693488.107970,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.786255,0.273802,0.600000,1.200000,0.260609,0.000000,0.000000,0.000000
1783693488.208017,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.786255,0.373839,0.600000,1.200000,0.176982,0.000000,0.000000,0.000000
