controller_set,trial,sim_run,reason,sim_dir
prompt_1_run_5,trial_11,run_20260429_114148,missing coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/prompt_1_run_5/trial_11/run_20260429_114148
