model,controller_set,prompt,run,trial,sim_run,coverage_pct,final_coverage_pct,last_time_s,collisions_total,coverage_source,coverage_rows,pareto_optimal,sim_dir,coverage_timeseries_csv,coverage_visited_cells_csv,bump_csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_7,run_20260429_112134,54.000,54.000,300.115,39,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_7/run_20260429_112134,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_7/run_20260429_112134/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_7/run_20260429_112134/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_7/run_20260429_112134/bumps_global_112135.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_8,run_20260429_112638,55.000,55.000,300.131,7,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_8/run_20260429_112638,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_8/run_20260429_112638/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_8/run_20260429_112638/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_8/run_20260429_112638/bumps_global_112638.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_9,run_20260429_113141,51.000,51.000,300.112,26,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_9/run_20260429_113141,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_9/run_20260429_113141/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_9/run_20260429_113141/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_9/run_20260429_113141/bumps_global_113142.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_10,run_20260429_113645,61.000,61.000,300.126,52,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_10/run_20260429_113645,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_10/run_20260429_113645/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_10/run_20260429_113645/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_10/run_20260429_113645/bumps_global_113645.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_11,run_20260429_114148,63.000,63.000,300.118,17,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_11/run_20260429_114148,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_11/run_20260429_114148/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_11/run_20260429_114148/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_11/run_20260429_114148/bumps_global_114149.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_12,run_20260429_114652,60.000,60.000,300.126,11,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_12/run_20260429_114652,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_12/run_20260429_114652/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_12/run_20260429_114652/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_12/run_20260429_114652/bumps_global_114652.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_13,run_20260429_115156,48.000,48.000,300.112,20,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_13/run_20260429_115156,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_13/run_20260429_115156/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_13/run_20260429_115156/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_13/run_20260429_115156/bumps_global_115156.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_14,run_20260429_115659,69.000,69.000,300.122,22,coverage_timeseries,601,True,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_14/run_20260429_115659,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_14/run_20260429_115659/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_14/run_20260429_115659/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_14/run_20260429_115659/bumps_global_115700.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_15,run_20260429_120203,69.000,69.000,300.124,29,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_15/run_20260429_120203,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_15/run_20260429_120203/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_15/run_20260429_120203/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_15/run_20260429_120203/bumps_global_120203.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_16,run_20260429_120706,46.000,46.000,300.106,14,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_16/run_20260429_120706,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_16/run_20260429_120706/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_16/run_20260429_120706/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_16/run_20260429_120706/bumps_global_120707.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_17,run_20260429_121210,66.000,66.000,300.112,22,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_17/run_20260429_121210,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_17/run_20260429_121210/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_17/run_20260429_121210/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_17/run_20260429_121210/bumps_global_121210.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_18,run_20260429_121714,65.000,65.000,300.126,7,coverage_timeseries,601,True,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_18/run_20260429_121714,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_18/run_20260429_121714/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_18/run_20260429_121714/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_18/run_20260429_121714/bumps_global_121714.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_19,run_20260429_122217,56.000,56.000,300.128,43,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_19/run_20260429_122217,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_19/run_20260429_122217/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_19/run_20260429_122217/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_19/run_20260429_122217/bumps_global_122218.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_20,run_20260429_122721,55.000,55.000,300.118,31,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_20/run_20260429_122721,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_20/run_20260429_122721/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_20/run_20260429_122721/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_20/run_20260429_122721/bumps_global_122721.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_21,run_20260429_123225,55.000,55.000,300.222,8,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_21/run_20260429_123225,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_21/run_20260429_123225/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_21/run_20260429_123225/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_21/run_20260429_123225/bumps_global_123225.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_22,run_20260429_123728,61.000,61.000,300.130,21,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_22/run_20260429_123728,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_22/run_20260429_123728/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_22/run_20260429_123728/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_22/run_20260429_123728/bumps_global_123729.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_23,run_20260429_124232,63.000,63.000,300.129,44,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_23/run_20260429_124232,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_23/run_20260429_124232/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_23/run_20260429_124232/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_23/run_20260429_124232/bumps_global_124232.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_24,run_20260429_124736,58.000,58.000,300.103,26,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_24/run_20260429_124736,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_24/run_20260429_124736/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_24/run_20260429_124736/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_24/run_20260429_124736/bumps_global_124736.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_25,run_20260429_125239,55.000,55.000,300.121,38,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_25/run_20260429_125239,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_25/run_20260429_125239/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_25/run_20260429_125239/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_25/run_20260429_125239/bumps_global_125240.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_26,run_20260429_125743,60.000,60.000,300.134,45,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_26/run_20260429_125743,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_26/run_20260429_125743/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_26/run_20260429_125743/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_26/run_20260429_125743/bumps_global_125743.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_27,run_20260429_130246,55.000,55.000,300.131,9,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_27/run_20260429_130246,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_27/run_20260429_130246/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_27/run_20260429_130246/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_27/run_20260429_130246/bumps_global_130247.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_28,run_20260429_130750,63.000,63.000,300.113,36,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_28/run_20260429_130750,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_28/run_20260429_130750/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_28/run_20260429_130750/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_28/run_20260429_130750/bumps_global_130750.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_29,run_20260429_131253,61.000,61.000,300.114,36,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_29/run_20260429_131253,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_29/run_20260429_131253/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_29/run_20260429_131253/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_29/run_20260429_131253/bumps_global_131254.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_30,run_20260429_131757,61.000,61.000,300.119,14,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_30/run_20260429_131757,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_30/run_20260429_131757/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_30/run_20260429_131757/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_30/run_20260429_131757/bumps_global_131757.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_1,run_20260429_132301,52.000,52.000,300.121,75,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_1/run_20260429_132301,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_1/run_20260429_132301/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_1/run_20260429_132301/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_1/run_20260429_132301/bumps_global_132301.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_2,run_20260429_132804,52.000,52.000,300.112,49,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_2/run_20260429_132804,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_2/run_20260429_132804/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_2/run_20260429_132804/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_2/run_20260429_132804/bumps_global_132805.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_3,run_20260429_133308,57.000,57.000,300.125,42,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_3/run_20260429_133308,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_3/run_20260429_133308/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_3/run_20260429_133308/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_3/run_20260429_133308/bumps_global_133308.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_4,run_20260429_133812,58.000,58.000,300.094,50,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_4/run_20260429_133812,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_4/run_20260429_133812/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_4/run_20260429_133812/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_4/run_20260429_133812/bumps_global_133812.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_5,run_20260429_134315,62.000,62.000,300.125,25,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_5/run_20260429_134315,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_5/run_20260429_134315/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_5/run_20260429_134315/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_5/run_20260429_134315/bumps_global_134316.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_6,run_20260429_134819,56.000,56.000,300.090,31,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_6/run_20260429_134819,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_6/run_20260429_134819/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_6/run_20260429_134819/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_6/run_20260429_134819/bumps_global_134819.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_7,run_20260429_135322,54.000,54.000,300.119,47,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_7/run_20260429_135322,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_7/run_20260429_135322/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_7/run_20260429_135322/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_7/run_20260429_135322/bumps_global_135323.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_8,run_20260429_135826,55.000,55.000,300.145,43,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_8/run_20260429_135826,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_8/run_20260429_135826/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_8/run_20260429_135826/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_8/run_20260429_135826/bumps_global_135826.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_9,run_20260429_140330,52.000,52.000,300.101,48,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_9/run_20260429_140330,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_9/run_20260429_140330/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_9/run_20260429_140330/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_9/run_20260429_140330/bumps_global_140330.csv
