model,controller_set,prompt,run,trial,sim_run,coverage_pct,final_coverage_pct,last_time_s,collisions_total,coverage_source,coverage_rows,pareto_optimal,sim_dir,coverage_timeseries_csv,coverage_visited_cells_csv,bump_csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_1,run_20260429_191156,19.000,19.000,300.106,6,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_1/run_20260429_191156,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_1/run_20260429_191156/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_1/run_20260429_191156/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_1/run_20260429_191156/bumps_global_191157.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_2,run_20260429_191700,26.000,26.000,300.125,10,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_2/run_20260429_191700,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_2/run_20260429_191700/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_2/run_20260429_191700/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_2/run_20260429_191700/bumps_global_191700.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_3,run_20260429_192204,20.000,20.000,300.116,5,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_3/run_20260429_192204,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_3/run_20260429_192204/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_3/run_20260429_192204/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_3/run_20260429_192204/bumps_global_192204.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_4,run_20260429_192707,19.000,19.000,300.116,6,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_4/run_20260429_192707,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_4/run_20260429_192707/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_4/run_20260429_192707/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_4/run_20260429_192707/bumps_global_192708.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_5,run_20260429_193211,41.000,41.000,300.126,7,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_5/run_20260429_193211,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_5/run_20260429_193211/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_5/run_20260429_193211/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_5/run_20260429_193211/bumps_global_193211.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_6,run_20260429_193714,30.000,30.000,300.145,13,coverage_timeseries,600,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_6/run_20260429_193714,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_6/run_20260429_193714/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_6/run_20260429_193714/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_6/run_20260429_193714/bumps_global_193715.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_7,run_20260429_194219,26.000,26.000,300.103,10,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_7/run_20260429_194219,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_7/run_20260429_194219/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_7/run_20260429_194219/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_7/run_20260429_194219/bumps_global_194219.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_8,run_20260429_194722,39.000,39.000,300.127,9,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_8/run_20260429_194722,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_8/run_20260429_194722/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_8/run_20260429_194722/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_8/run_20260429_194722/bumps_global_194723.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_9,run_20260429_195226,26.000,26.000,300.109,8,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_9/run_20260429_195226,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_9/run_20260429_195226/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_9/run_20260429_195226/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_9/run_20260429_195226/bumps_global_195226.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_10,run_20260429_195730,47.000,47.000,300.124,12,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_10/run_20260429_195730,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_10/run_20260429_195730/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_10/run_20260429_195730/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_10/run_20260429_195730/bumps_global_195730.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_11,run_20260429_205309,28.000,28.000,300.110,8,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_11/run_20260429_205309,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_11/run_20260429_205309/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_11/run_20260429_205309/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_11/run_20260429_205309/bumps_global_205310.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_12,run_20260429_205813,30.000,30.000,300.136,10,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_12/run_20260429_205813,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_12/run_20260429_205813/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_12/run_20260429_205813/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_12/run_20260429_205813/bumps_global_205813.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_13,run_20260429_210316,31.000,31.000,300.117,10,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_13/run_20260429_210316,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_13/run_20260429_210316/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_13/run_20260429_210316/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_13/run_20260429_210316/bumps_global_210317.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_14,run_20260429_210820,34.000,34.000,300.113,9,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_14/run_20260429_210820,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_14/run_20260429_210820/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_14/run_20260429_210820/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_14/run_20260429_210820/bumps_global_210820.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_15,run_20260429_211323,26.000,26.000,300.122,10,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_15/run_20260429_211323,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_15/run_20260429_211323/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_15/run_20260429_211323/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_15/run_20260429_211323/bumps_global_211324.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_16,run_20260429_211827,32.000,32.000,300.108,8,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_16/run_20260429_211827,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_16/run_20260429_211827/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_16/run_20260429_211827/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_16/run_20260429_211827/bumps_global_211827.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_17,run_20260429_212331,36.000,36.000,300.123,13,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_17/run_20260429_212331,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_17/run_20260429_212331/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_17/run_20260429_212331/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_17/run_20260429_212331/bumps_global_212331.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_18,run_20260429_212834,26.000,26.000,300.117,10,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_18/run_20260429_212834,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_18/run_20260429_212834/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_18/run_20260429_212834/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_18/run_20260429_212834/bumps_global_212835.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_19,run_20260429_213338,17.000,17.000,300.106,5,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_19/run_20260429_213338,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_19/run_20260429_213338/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_19/run_20260429_213338/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_19/run_20260429_213338/bumps_global_213338.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_20,run_20260429_213841,24.000,24.000,300.125,7,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_20/run_20260429_213841,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_20/run_20260429_213841/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_20/run_20260429_213841/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_20/run_20260429_213841/bumps_global_213842.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_21,run_20260429_223421,26.000,26.000,300.134,6,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_21/run_20260429_223421,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_21/run_20260429_223421/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_21/run_20260429_223421/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_21/run_20260429_223421/bumps_global_223421.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_22,run_20260429_223925,23.000,23.000,300.125,5,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_22/run_20260429_223925,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_22/run_20260429_223925/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_22/run_20260429_223925/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_22/run_20260429_223925/bumps_global_223925.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_23,run_20260429_224428,29.000,29.000,300.146,6,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_23/run_20260429_224428,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_23/run_20260429_224428/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_23/run_20260429_224428/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_23/run_20260429_224428/bumps_global_224429.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_24,run_20260429_224932,32.000,32.000,300.104,7,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_24/run_20260429_224932,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_24/run_20260429_224932/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_24/run_20260429_224932/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_24/run_20260429_224932/bumps_global_224932.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_25,run_20260429_225435,24.000,24.000,300.156,6,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_25/run_20260429_225435,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_25/run_20260429_225435/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_25/run_20260429_225435/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_25/run_20260429_225435/bumps_global_225436.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_26,run_20260429_225939,30.000,30.000,300.106,6,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_26/run_20260429_225939,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_26/run_20260429_225939/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_26/run_20260429_225939/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_26/run_20260429_225939/bumps_global_225939.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_27,run_20260429_230442,36.000,36.000,300.116,9,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_27/run_20260429_230442,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_27/run_20260429_230442/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_27/run_20260429_230442/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_27/run_20260429_230442/bumps_global_230443.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_28,run_20260429_230946,30.000,30.000,300.135,7,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_28/run_20260429_230946,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_28/run_20260429_230946/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_28/run_20260429_230946/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_28/run_20260429_230946/bumps_global_230947.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_29,run_20260429_231450,19.000,19.000,300.124,6,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_29/run_20260429_231450,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_29/run_20260429_231450/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_29/run_20260429_231450/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_29/run_20260429_231450/bumps_global_231450.csv
gpt-4.1,prompt_2_run_4,prompt_2,run_4,trial_30,run_20260429_231953,25.000,25.000,300.130,8,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_30/run_20260429_231953,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_30/run_20260429_231953/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_30/run_20260429_231953/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_30/run_20260429_231953/bumps_global_231954.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_1,run_20260429_200233,33.000,33.000,300.120,8,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_1/run_20260429_200233,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_1/run_20260429_200233/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_1/run_20260429_200233/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_1/run_20260429_200233/bumps_global_200234.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_2,run_20260429_200737,30.000,30.000,300.156,1,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_2/run_20260429_200737,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_2/run_20260429_200737/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_2/run_20260429_200737/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_2/run_20260429_200737/bumps_global_200737.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_3,run_20260429_201240,17.000,17.000,300.143,2,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_3/run_20260429_201240,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_3/run_20260429_201240/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_3/run_20260429_201240/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_3/run_20260429_201240/bumps_global_201241.csv
