bump_total,stamp_sec,stamp_nsec,bump_type,key,entity_a,entity_b,robot,frame_index_oldest_first,frame_wall_time,frame_stamp_sec,frame_stamp_nsec,encoding,height,width,npy_path,pgm_path
1,47,800000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,0,1783690868.803744,45,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_00_45_500000000.npy,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_00_45_500000000.pgm
1,47,800000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,1,1783690869.303107,46,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_01_46_0.npy,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_01_46_0.pgm
1,47,800000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,2,1783690869.799561,46,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_02_46_500000000.npy,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_02_46_500000000.pgm
1,47,800000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,3,1783690870.299749,47,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_03_47_0.npy,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_03_47_0.pgm
1,47,800000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,4,1783690870.800917,47,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_04_47_500000000.npy,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_04_47_500000000.pgm
2,210,360000000,robot,"('robot_0', 'robot_1')",robot_0,robot_1,robot_0,0,1783691031.326405,208,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_0_robot_1/robot_0/frame_00_208_0.npy,collision_depth_frames/bump_0002_robot_0_robot_1/robot_0/frame_00_208_0.pgm
2,210,360000000,robot,"('robot_0', 'robot_1')",robot_0,robot_1,robot_0,1,1783691031.825380,208,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_0_robot_1/robot_0/frame_01_208_500000000.npy,collision_depth_frames/bump_0002_robot_0_robot_1/robot_0/frame_01_208_500000000.pgm
2,210,360000000,robot,"('robot_0', 'robot_1')",robot_0,robot_1,robot_0,2,1783691032.325856,209,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_0_robot_1/robot_0/frame_02_209_0.npy,collision_depth_frames/bump_0002_robot_0_robot_1/robot_0/frame_02_209_0.pgm
2,210,360000000,robot,"('robot_0', 'robot_1')",robot_0,robot_1,robot_0,3,1783691032.828519,209,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_0_robot_1/robot_0/frame_03_209_500000000.npy,collision_depth_frames/bump_0002_robot_0_robot_1/robot_0/frame_03_209_500000000.pgm
2,210,360000000,robot,"('robot_0', 'robot_1')",robot_0,robot_1,robot_0,4,1783691033.322532,210,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_0_robot_1/robot_0/frame_04_210_0.npy,collision_depth_frames/bump_0002_robot_0_robot_1/robot_0/frame_04_210_0.pgm
2,210,360000000,robot,"('robot_0', 'robot_1')",robot_0,robot_1,robot_1,0,1783691031.301702,208,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_0_robot_1/robot_1/frame_00_208_0.npy,collision_depth_frames/bump_0002_robot_0_robot_1/robot_1/frame_00_208_0.pgm
2,210,360000000,robot,"('robot_0', 'robot_1')",robot_0,robot_1,robot_1,1,1783691031.801863,208,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_0_robot_1/robot_1/frame_01_208_500000000.npy,collision_depth_frames/bump_0002_robot_0_robot_1/robot_1/frame_01_208_500000000.pgm
2,210,360000000,robot,"('robot_0', 'robot_1')",robot_0,robot_1,robot_1,2,1783691032.299864,209,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_0_robot_1/robot_1/frame_02_209_0.npy,collision_depth_frames/bump_0002_robot_0_robot_1/robot_1/frame_02_209_0.pgm
2,210,360000000,robot,"('robot_0', 'robot_1')",robot_0,robot_1,robot_1,3,1783691032.802970,209,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_0_robot_1/robot_1/frame_03_209_500000000.npy,collision_depth_frames/bump_0002_robot_0_robot_1/robot_1/frame_03_209_500000000.pgm
2,210,360000000,robot,"('robot_0', 'robot_1')",robot_0,robot_1,robot_1,4,1783691033.299621,210,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_0_robot_1/robot_1/frame_04_210_0.npy,collision_depth_frames/bump_0002_robot_0_robot_1/robot_1/frame_04_210_0.pgm
3,211,180000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,0,1783691032.299864,209,0,32FC1,360,640,collision_depth_frames/bump_0003_robot_1_box4_link_collision/robot_1/frame_00_209_0.npy,collision_depth_frames/bump_0003_robot_1_box4_link_collision/robot_1/frame_00_209_0.pgm
3,211,180000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,1,1783691032.802970,209,500000000,32FC1,360,640,collision_depth_frames/bump_0003_robot_1_box4_link_collision/robot_1/frame_01_209_500000000.npy,collision_depth_frames/bump_0003_robot_1_box4_link_collision/robot_1/frame_01_209_500000000.pgm
3,211,180000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,2,1783691033.299621,210,0,32FC1,360,640,collision_depth_frames/bump_0003_robot_1_box4_link_collision/robot_1/frame_02_210_0.npy,collision_depth_frames/bump_0003_robot_1_box4_link_collision/robot_1/frame_02_210_0.pgm
3,211,180000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,3,1783691033.801323,210,500000000,32FC1,360,640,collision_depth_frames/bump_0003_robot_1_box4_link_collision/robot_1/frame_03_210_500000000.npy,collision_depth_frames/bump_0003_robot_1_box4_link_collision/robot_1/frame_03_210_500000000.pgm
3,211,180000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,4,1783691034.301701,211,0,32FC1,360,640,collision_depth_frames/bump_0003_robot_1_box4_link_collision/robot_1/frame_04_211_0.npy,collision_depth_frames/bump_0003_robot_1_box4_link_collision/robot_1/frame_04_211_0.pgm
4,225,60000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,0,1783691046.300955,223,0,32FC1,360,640,collision_depth_frames/bump_0004_robot_1_box4_link_collision/robot_1/frame_00_223_0.npy,collision_depth_frames/bump_0004_robot_1_box4_link_collision/robot_1/frame_00_223_0.pgm
4,225,60000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,1,1783691046.800778,223,500000000,32FC1,360,640,collision_depth_frames/bump_0004_robot_1_box4_link_collision/robot_1/frame_01_223_500000000.npy,collision_depth_frames/bump_0004_robot_1_box4_link_collision/robot_1/frame_01_223_500000000.pgm
4,225,60000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,2,1783691047.299555,224,0,32FC1,360,640,collision_depth_frames/bump_0004_robot_1_box4_link_collision/robot_1/frame_02_224_0.npy,collision_depth_frames/bump_0004_robot_1_box4_link_collision/robot_1/frame_02_224_0.pgm
