bump_total,stamp_sec,stamp_nsec,bump_type,key,entity_a,entity_b,robot,frame_index_oldest_first,frame_wall_time,frame_stamp_sec,frame_stamp_nsec,encoding,height,width,npy_path,pgm_path
1,81,630000000,obstacle,"('robot_0', 'box4::link::collision')",robot_0,box4::link::collision,robot_0,0,1783688244.285927,79,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_0_box4_link_collision/robot_0/frame_00_79_500000000.npy,collision_depth_frames/bump_0001_robot_0_box4_link_collision/robot_0/frame_00_79_500000000.pgm
1,81,630000000,obstacle,"('robot_0', 'box4::link::collision')",robot_0,box4::link::collision,robot_0,1,1783688244.783675,80,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_0_box4_link_collision/robot_0/frame_01_80_0.npy,collision_depth_frames/bump_0001_robot_0_box4_link_collision/robot_0/frame_01_80_0.pgm
1,81,630000000,obstacle,"('robot_0', 'box4::link::collision')",robot_0,box4::link::collision,robot_0,2,1783688245.287872,80,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_0_box4_link_collision/robot_0/frame_02_80_500000000.npy,collision_depth_frames/bump_0001_robot_0_box4_link_collision/robot_0/frame_02_80_500000000.pgm
1,81,630000000,obstacle,"('robot_0', 'box4::link::collision')",robot_0,box4::link::collision,robot_0,3,1783688245.785495,81,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_0_box4_link_collision/robot_0/frame_03_81_0.npy,collision_depth_frames/bump_0001_robot_0_box4_link_collision/robot_0/frame_03_81_0.pgm
1,81,630000000,obstacle,"('robot_0', 'box4::link::collision')",robot_0,box4::link::collision,robot_0,4,1783688246.285003,81,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_0_box4_link_collision/robot_0/frame_04_81_500000000.npy,collision_depth_frames/bump_0001_robot_0_box4_link_collision/robot_0/frame_04_81_500000000.pgm
2,126,780000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,0,1783688289.290732,124,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_00_124_500000000.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_00_124_500000000.pgm
2,126,780000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,1,1783688289.789024,125,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_01_125_0.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_01_125_0.pgm
2,126,780000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,2,1783688290.306681,125,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_02_125_500000000.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_02_125_500000000.pgm
2,126,780000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,3,1783688290.791553,126,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_03_126_0.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_03_126_0.pgm
2,126,780000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,4,1783688291.328208,126,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_04_126_500000000.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_04_126_500000000.pgm
2,126,780000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,0,1783688289.300962,124,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_00_124_500000000.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_00_124_500000000.pgm
2,126,780000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,1,1783688289.800360,125,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_01_125_0.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_01_125_0.pgm
2,126,780000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,2,1783688290.327154,125,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_02_125_500000000.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_02_125_500000000.pgm
2,126,780000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,3,1783688290.803087,126,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_03_126_0.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_03_126_0.pgm
2,126,780000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,4,1783688291.345800,126,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_04_126_500000000.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_04_126_500000000.pgm
