time_s,collisions_total,collisions_robot,collisions_obstacle
0.000,0,0,0
34.522,1,1,0
34.523,2,2,0
39.526,3,3,0
39.526,4,4,0
60.492,5,5,0
60.493,6,6,0
62.148,7,7,0
62.148,8,8,0
63.669,9,9,0
63.669,10,10,0
67.143,11,11,0
67.144,12,12,0
69.092,13,13,0
69.092,14,14,0
72.005,15,15,0
72.005,16,16,0
73.157,17,17,0
73.159,18,18,0
75.934,19,19,0
75.934,20,20,0
76.534,21,21,0
76.535,22,22,0
77.498,23,23,0
77.498,24,24,0
78.190,25,25,0
78.191,26,26,0
80.452,27,27,0
85.041,28,28,0
85.041,29,29,0
91.634,30,30,0
91.635,31,31,0
100.733,32,31,1
119.552,33,32,1
119.552,34,33,1
120.639,35,34,1
120.640,36,35,1
124.065,37,36,1
124.065,38,37,1
129.219,39,38,1
129.219,40,39,1
131.515,41,40,1
131.515,42,41,1
134.523,43,42,1
134.524,44,43,1
135.454,45,44,1
135.455,46,45,1
138.965,47,45,2
139.938,48,46,2
139.939,49,47,2
140.531,50,47,3
142.452,51,47,4
150.077,52,48,4
150.078,53,49,4
153.026,54,50,4
153.026,55,51,4
158.085,56,52,4
158.085,57,53,4
174.029,58,53,5
176.601,59,54,5
176.601,60,55,5
178.561,61,56,5
178.562,62,57,5
179.024,63,57,6
180.009,64,57,7
182.056,65,57,8
182.537,66,58,8
182.538,67,59,8
184.044,68,59,9
185.037,69,59,10
185.555,70,60,10
185.555,71,61,10
187.093,72,61,11
190.967,73,61,12
193.040,74,61,13
203.215,75,61,14
207.060,76,61,15
207.710,77,61,16
223.693,78,62,16
223.700,79,63,16
224.693,80,64,16
231.602,81,64,17
231.619,82,64,18
233.553,83,64,19
234.571,84,64,20
235.030,85,64,21
238.030,86,64,22
239.014,87,65,22
239.014,88,66,22
240.001,89,66,23
249.051,90,66,24
249.627,91,66,25
251.585,92,66,26
252.134,93,66,27
252.562,94,66,28
254.075,95,66,29
255.116,96,67,29
255.116,97,68,29
256.570,98,68,30
258.591,99,68,31
261.617,100,68,32
263.591,101,68,33
264.130,102,68,34
266.566,103,68,35
266.572,104,68,36
267.518,105,68,37
267.523,106,68,38
269.053,107,68,39
269.205,108,68,40
271.089,109,68,41
272.036,110,68,42
274.686,111,68,43
274.732,112,68,44
279.073,113,68,45
282.042,114,69,45
282.042,115,70,45
287.100,116,70,46
287.100,117,70,47
288.556,118,70,48
294.548,119,70,49
294.554,120,70,50
296.102,121,70,51
296.102,122,70,52
303.116,123,70,53
304.075,124,71,53
304.075,125,72,53
307.133,126,72,54
307.519,127,72,55
309.547,128,72,56
313.053,129,72,57
315.522,130,72,58
316.020,131,72,59
317.520,132,72,60
317.526,133,72,61
319.708,134,72,62
329.063,135,72,63
331.576,136,72,64
333.557,137,72,65
339.049,138,72,66
340.051,139,72,67
346.112,140,72,68
347.200,141,72,69
348.155,142,72,70
350.595,143,72,71
351.060,144,72,72
351.529,145,72,73
353.029,146,72,74
355.025,147,72,75
355.709,148,72,76
356.029,149,72,77
358.213,150,72,78
358.502,151,72,79
361.684,152,72,80
362.010,153,72,81
363.051,154,72,82
363.051,155,72,83
365.007,156,72,84
366.654,157,72,85
370.049,158,72,86
371.566,159,72,87
373.162,160,72,88
373.709,161,72,89
378.086,162,72,90
380.610,163,72,91
387.071,164,73,91
387.072,165,74,91
418.526,166,75,91
418.526,167,76,91
422.200,168,77,91
422.201,169,78,91
422.547,170,78,92
426.055,171,79,92
426.056,172,80,92
429.502,173,81,92
429.502,174,82,92
431.045,175,82,93
431.727,176,82,94
432.166,177,83,94
432.166,178,84,94
437.655,179,84,95
438.066,180,84,96
439.077,181,84,97
441.600,182,84,98
445.138,183,84,99
446.226,184,84,100
446.608,185,84,101
447.693,186,84,102
450.588,187,84,103
452.559,188,84,104
453.588,189,84,105
458.080,190,84,106
460.035,191,84,107
460.229,192,84,108
462.538,193,84,109
469.042,194,84,110
469.531,195,84,111
471.053,196,84,112
472.080,197,84,113
474.650,198,84,114
482.160,199,84,115
483.106,200,84,116
487.718,201,84,117
489.603,202,84,118
491.106,203,84,119
491.556,204,84,120
491.556,205,84,121
492.188,206,84,122
495.203,207,84,123
496.611,208,85,123
496.611,209,86,123
497.221,210,86,124
497.227,211,86,125
