controller,prompt,run,trial,sim_run,coverage_pct,collisions_total,pareto_optimal,sim_dir,coverage_csv,bump_csv
gpt-5.4 prompt_3 run_1,prompt_3,run_1,trial_20,run_20260429_050126,52.0,47,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_20/run_20260429_050126,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_20/run_20260429_050126/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_20/run_20260429_050126/bumps_global_050127.csv
gpt-5.4 prompt_3 run_1,prompt_3,run_1,trial_21,run_20260429_050630,56.0,36,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_21/run_20260429_050630,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_21/run_20260429_050630/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_21/run_20260429_050630/bumps_global_050631.csv
gpt-5.4 prompt_3 run_1,prompt_3,run_1,trial_22,run_20260429_051134,51.0,65,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_22/run_20260429_051134,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_22/run_20260429_051134/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_22/run_20260429_051134/bumps_global_051134.csv
gpt-5.4 prompt_3 run_1,prompt_3,run_1,trial_23,run_20260429_051637,55.0,43,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_23/run_20260429_051637,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_23/run_20260429_051637/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_23/run_20260429_051637/bumps_global_051638.csv
gpt-5.4 prompt_3 run_1,prompt_3,run_1,trial_24,run_20260429_052141,50.0,35,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_24/run_20260429_052141,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_24/run_20260429_052141/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_24/run_20260429_052141/bumps_global_052141.csv
gpt-5.4 prompt_3 run_1,prompt_3,run_1,trial_25,run_20260429_052644,55.0,62,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_25/run_20260429_052644,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_25/run_20260429_052644/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_25/run_20260429_052644/bumps_global_052645.csv
gpt-5.4 prompt_3 run_1,prompt_3,run_1,trial_26,run_20260429_053148,49.0,57,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_26/run_20260429_053148,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_26/run_20260429_053148/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_26/run_20260429_053148/bumps_global_053148.csv
gpt-5.4 prompt_3 run_1,prompt_3,run_1,trial_27,run_20260429_053652,48.0,75,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_27/run_20260429_053652,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_27/run_20260429_053652/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_27/run_20260429_053652/bumps_global_053652.csv
gpt-5.4 prompt_3 run_1,prompt_3,run_1,trial_28,run_20260429_054155,41.0,35,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_28/run_20260429_054155,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_28/run_20260429_054155/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_28/run_20260429_054155/bumps_global_054156.csv
gpt-5.4 prompt_3 run_1,prompt_3,run_1,trial_29,run_20260429_054659,60.0,61,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_29/run_20260429_054659,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_29/run_20260429_054659/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_29/run_20260429_054659/bumps_global_054659.csv
gpt-5.4 prompt_3 run_1,prompt_3,run_1,trial_30,run_20260429_055202,64.0,70,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_30/run_20260429_055202,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_30/run_20260429_055202/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_30/run_20260429_055202/bumps_global_055203.csv
gpt-5.4 prompt_3 run_1,prompt_3,run_1,trial_31,run_20260429_055706,50.0,58,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_31/run_20260429_055706,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_31/run_20260429_055706/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_3/run_1/trial_31/run_20260429_055706/bumps_global_055706.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_1,run_20260428_220351,64.0,61,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_1/run_20260428_220351,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_1/run_20260428_220351/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_1/run_20260428_220351/bumps_global_220352.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_2,run_20260429_060210,67.0,77,True,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_2/run_20260429_060210,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_2/run_20260429_060210/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_2/run_20260429_060210/bumps_global_060210.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_3,run_20260429_060713,57.0,70,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_3/run_20260429_060713,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_3/run_20260429_060713/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_3/run_20260429_060713/bumps_global_060713.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_4,run_20260429_061217,54.0,79,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_4/run_20260429_061217,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_4/run_20260429_061217/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_4/run_20260429_061217/bumps_global_061217.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_5,run_20260429_061720,55.0,51,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_5/run_20260429_061720,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_5/run_20260429_061720/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_5/run_20260429_061720/bumps_global_061721.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_6,run_20260429_062224,59.0,48,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_6/run_20260429_062224,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_6/run_20260429_062224/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_6/run_20260429_062224/bumps_global_062224.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_7,run_20260429_062727,60.0,51,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_7/run_20260429_062727,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_7/run_20260429_062727/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_7/run_20260429_062727/bumps_global_062728.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_8,run_20260429_063231,57.0,69,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_8/run_20260429_063231,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_8/run_20260429_063231/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_8/run_20260429_063231/bumps_global_063231.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_9,run_20260429_063735,62.0,75,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_9/run_20260429_063735,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_9/run_20260429_063735/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_9/run_20260429_063735/bumps_global_063735.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_10,run_20260429_064238,62.0,62,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_10/run_20260429_064238,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_10/run_20260429_064238/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_10/run_20260429_064238/bumps_global_064239.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_11,run_20260429_064742,60.0,64,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_11/run_20260429_064742,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_11/run_20260429_064742/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_11/run_20260429_064742/bumps_global_064742.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_12,run_20260429_065245,59.0,78,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_12/run_20260429_065245,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_12/run_20260429_065245/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_12/run_20260429_065245/bumps_global_065246.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_13,run_20260429_065749,62.0,75,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_13/run_20260429_065749,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_13/run_20260429_065749/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_13/run_20260429_065749/bumps_global_065749.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_14,run_20260429_070253,58.0,86,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_14/run_20260429_070253,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_14/run_20260429_070253/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_14/run_20260429_070253/bumps_global_070253.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_15,run_20260429_070756,53.0,64,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_15/run_20260429_070756,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_15/run_20260429_070756/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_15/run_20260429_070756/bumps_global_070757.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_16,run_20260429_071300,62.0,38,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_16/run_20260429_071300,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_16/run_20260429_071300/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_16/run_20260429_071300/bumps_global_071300.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_17,run_20260429_071803,65.0,65,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_17/run_20260429_071803,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_17/run_20260429_071803/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_17/run_20260429_071803/bumps_global_071804.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_18,run_20260429_072307,52.0,77,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_18/run_20260429_072307,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_18/run_20260429_072307/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_18/run_20260429_072307/bumps_global_072307.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_19,run_20260429_072811,50.0,91,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_19/run_20260429_072811,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_19/run_20260429_072811/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_19/run_20260429_072811/bumps_global_072811.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_20,run_20260429_073314,59.0,70,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_20/run_20260429_073314,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_20/run_20260429_073314/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_20/run_20260429_073314/bumps_global_073315.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_21,run_20260429_073818,56.0,80,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_21/run_20260429_073818,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_21/run_20260429_073818/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_21/run_20260429_073818/bumps_global_073818.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_22,run_20260429_074321,58.0,59,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_22/run_20260429_074321,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_22/run_20260429_074321/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_22/run_20260429_074321/bumps_global_074322.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_23,run_20260429_074825,61.0,73,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_23/run_20260429_074825,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_23/run_20260429_074825/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_23/run_20260429_074825/bumps_global_074825.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_24,run_20260429_075329,51.0,65,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_24/run_20260429_075329,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_24/run_20260429_075329/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_24/run_20260429_075329/bumps_global_075329.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_25,run_20260429_075832,63.0,52,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_25/run_20260429_075832,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_25/run_20260429_075832/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_25/run_20260429_075832/bumps_global_075833.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_26,run_20260429_080336,67.0,93,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_26/run_20260429_080336,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_26/run_20260429_080336/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_26/run_20260429_080336/bumps_global_080336.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_27,run_20260429_080839,58.0,70,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_27/run_20260429_080839,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_27/run_20260429_080839/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_27/run_20260429_080839/bumps_global_080840.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_28,run_20260429_081343,62.0,87,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_28/run_20260429_081343,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_28/run_20260429_081343/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_28/run_20260429_081343/bumps_global_081343.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_29,run_20260429_081847,59.0,59,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_29/run_20260429_081847,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_29/run_20260429_081847/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_29/run_20260429_081847/bumps_global_081847.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_30,run_20260429_082350,65.0,60,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_30/run_20260429_082350,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_30/run_20260429_082350/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_30/run_20260429_082350/bumps_global_082351.csv
gpt-5.4 prompt_4 run_3,prompt_4,run_3,trial_31,run_20260429_082854,61.0,70,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_31/run_20260429_082854,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_31/run_20260429_082854/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-5.4/prompt_4/run_3/trial_31/run_20260429_082854/bumps_global_082854.csv
