wall_time,robot,reasons,raw_zone,effective_zone,peer_warning_zone,peer_warning_age_s,front_distance_m,distance_age_s,cbf_safety_distance_m,cbf_alpha,requested_linear_x,requested_angular_z,filtered_linear_x,filtered_angular_z
1783680575.728098,robot_4,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.775762,0.081104,0.600000,1.200000,0.280000,0.000000,0.210914,0.000000
1783680575.828058,robot_4,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.775762,0.181053,0.600000,1.200000,0.280000,0.000000,0.210914,0.000000
1783680575.928129,robot_4,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.775762,0.281117,0.600000,1.200000,0.280000,0.000000,0.210914,0.000000
1783680576.028155,robot_4,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.775762,0.381140,0.600000,1.200000,0.280000,0.000000,0.210914,0.000000
1783680578.628190,robot_4,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.989120,0.479360,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783680579.128070,robot_4,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.194082,0.486502,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783680579.628195,robot_4,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,3.412206,0.486663,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783680580.128184,robot_4,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,3.282960,0.482322,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783680580.628070,robot_4,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,3.133801,0.483241,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783680592.728141,robot_4,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.768057,0.088751,0.600000,1.200000,0.280000,0.000000,0.201668,0.000000
1783680592.828028,robot_4,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.768057,0.188673,0.600000,1.200000,0.280000,0.000000,0.201668,0.000000
1783680592.928063,robot_4,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.768057,0.288709,0.600000,1.200000,0.280000,0.000000,0.201668,0.000000
1783680593.028040,robot_4,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.768057,0.388676,0.600000,1.200000,0.280000,0.000000,0.201668,0.000000
