frame_index,time_s,robot,x,y
444,14.800,robot_0,0.1872,1.7179
444,14.800,robot_1,1.2793,0.7855
444,14.800,robot_2,0.1791,0.3304
446,14.867,robot_0,0.1872,1.7179
446,14.867,robot_1,1.2913,0.7875
446,14.867,robot_2,0.1791,0.3304
448,14.933,robot_0,0.1872,1.7179
448,14.933,robot_1,1.3293,0.7895
448,14.933,robot_2,0.1791,0.3304
450,15.000,robot_0,0.1872,1.7179
450,15.000,robot_1,1.3532,0.7941
450,15.000,robot_2,0.1791,0.3304
452,15.067,robot_0,0.1872,1.7179
452,15.067,robot_1,1.3663,0.7936
452,15.067,robot_2,0.1791,0.3304
454,15.133,robot_0,0.1872,1.7179
454,15.133,robot_2,0.1791,0.3304
456,15.200,robot_0,0.1872,1.7179
456,15.200,robot_1,1.4283,0.7974
456,15.200,robot_2,0.1791,0.3304
458,15.267,robot_0,0.1872,1.7179
458,15.267,robot_1,1.4411,0.8027
458,15.267,robot_2,0.1791,0.3304
460,15.333,robot_0,0.1872,1.7179
460,15.333,robot_1,1.4793,0.8015
460,15.333,robot_2,0.1791,0.3304
462,15.400,robot_0,0.1872,1.7179
462,15.400,robot_1,1.5032,0.8041
462,15.400,robot_2,0.1791,0.3304
464,15.467,robot_0,0.1872,1.7179
464,15.467,robot_2,0.1791,0.3304
466,15.533,robot_0,0.1872,1.7179
466,15.533,robot_1,1.5552,0.8101
466,15.533,robot_2,0.1791,0.3304
468,15.600,robot_0,0.1872,1.7179
468,15.600,robot_1,1.5792,0.8101
468,15.600,robot_2,0.1791,0.3304
470,15.667,robot_0,0.1872,1.7179
470,15.667,robot_1,1.5913,0.8095
470,15.667,robot_2,0.1791,0.3304
472,15.733,robot_0,0.1872,1.7179
472,15.733,robot_1,1.6293,0.8135
472,15.733,robot_2,0.1791,0.3304
474,15.800,robot_0,0.1872,1.7179
474,15.800,robot_2,0.1791,0.3304
476,15.867,robot_0,0.1872,1.7179
476,15.867,robot_1,1.6651,0.8187
476,15.867,robot_2,0.1791,0.3304
478,15.933,robot_0,0.1872,1.7179
478,15.933,robot_1,1.7033,0.8175
478,15.933,robot_2,0.1791,0.3304
480,16.000,robot_0,0.1872,1.7179
480,16.000,robot_1,1.7272,0.8221
480,16.000,robot_2,0.1791,0.3304
482,16.067,robot_0,0.1872,1.7179
482,16.067,robot_1,1.7392,0.8221
482,16.067,robot_2,0.1791,0.3304
484,16.133,robot_0,0.1872,1.7179
484,16.133,robot_1,1.7751,0.8267
484,16.133,robot_2,0.1791,0.3304
486,16.200,robot_0,0.1872,1.7179
486,16.200,robot_1,1.8002,0.8260
486,16.200,robot_2,0.1791,0.3304
488,16.267,robot_0,0.1872,1.7179
488,16.267,robot_1,1.8131,0.8263
488,16.267,robot_2,0.1791,0.3304
490,16.333,robot_0,0.1872,1.7179
490,16.333,robot_1,1.8342,0.8259
490,16.333,robot_2,0.1791,0.3304
492,16.400,robot_0,0.1872,1.7179
492,16.400,robot_1,1.8411,0.8283
492,16.400,robot_2,0.1791,0.3304
494,16.467,robot_0,0.1872,1.7179
494,16.467,robot_1,1.8432,0.8280
494,16.467,robot_2,0.1791,0.3304
496,16.533,robot_0,0.1872,1.7179
496,16.533,robot_1,1.8453,0.8278
496,16.533,robot_2,0.1791,0.3304
498,16.600,robot_0,0.1872,1.7179
498,16.600,robot_1,1.8451,0.8283
498,16.600,robot_2,0.1791,0.3304
500,16.667,robot_0,0.1872,1.7179
500,16.667,robot_1,1.8451,0.8283
500,16.667,robot_2,0.1791,0.3304
502,16.733,robot_0,0.1872,1.7179
502,16.733,robot_1,1.8451,0.8283
502,16.733,robot_2,0.1791,0.3304
504,16.800,robot_0,0.1872,1.7179
504,16.800,robot_1,1.8451,0.8283
504,16.800,robot_2,0.1791,0.3304
506,16.867,robot_0,0.1872,1.7179
506,16.867,robot_1,1.8451,0.8283
506,16.867,robot_2,0.1791,0.3304
508,16.933,robot_0,0.1872,1.7179
508,16.933,robot_1,1.8451,0.8283
508,16.933,robot_2,0.1791,0.3304
510,17.000,robot_0,0.1872,1.7179
510,17.000,robot_1,1.8451,0.8283
510,17.000,robot_2,0.1791,0.3304
512,17.067,robot_0,0.1872,1.7179
512,17.067,robot_1,1.8441,0.8309
512,17.067,robot_2,0.1791,0.3304
514,17.133,robot_0,0.1872,1.7179
514,17.133,robot_1,1.8420,0.8320
514,17.133,robot_2,0.1791,0.3304
516,17.200,robot_0,0.1872,1.7179
516,17.200,robot_1,1.8411,0.8331
516,17.200,robot_2,0.1791,0.3304
518,17.267,robot_0,0.1872,1.7179
518,17.267,robot_1,1.8411,0.8330
518,17.267,robot_2,0.1791,0.3304
520,17.333,robot_0,0.1872,1.7179
520,17.333,robot_1,1.8426,0.8351
520,17.333,robot_2,0.1791,0.3304
522,17.400,robot_0,0.1872,1.7179
522,17.400,robot_1,1.8423,0.8388
522,17.400,robot_2,0.1791,0.3304
524,17.467,robot_0,0.1872,1.7179
524,17.467,robot_1,1.8446,0.8373
524,17.467,robot_2,0.1791,0.3304
526,17.533,robot_0,0.1872,1.7179
526,17.533,robot_1,1.8460,0.8422
526,17.533,robot_2,0.1791,0.3304
528,17.600,robot_0,0.1872,1.7179
528,17.600,robot_1,1.8487,0.8436
528,17.600,robot_2,0.1791,0.3304
530,17.667,robot_0,0.1872,1.7179
530,17.667,robot_1,1.8472,0.8439
530,17.667,robot_2,0.1791,0.3304
532,17.733,robot_0,0.1872,1.7179
532,17.733,robot_1,1.8502,0.8467
532,17.733,robot_2,0.1791,0.3304
534,17.800,robot_0,0.1872,1.7179
534,17.800,robot_1,1.8504,0.8462
534,17.800,robot_2,0.1791,0.3304
536,17.867,robot_0,0.1872,1.7179
536,17.867,robot_1,1.8496,0.8456
536,17.867,robot_2,0.1791,0.3304
538,17.933,robot_0,0.1872,1.7179
538,17.933,robot_1,1.8554,0.8462
538,17.933,robot_2,0.1791,0.3304
540,18.000,robot_0,0.1872,1.7179
540,18.000,robot_1,1.8552,0.8423
540,18.000,robot_2,0.1791,0.3304
542,18.067,robot_0,0.1872,1.7179
542,18.067,robot_1,1.8537,0.8408
542,18.067,robot_2,0.1791,0.3304
544,18.133,robot_0,0.1872,1.7179
544,18.133,robot_1,1.8559,0.8381
544,18.133,robot_2,0.1791,0.3304
546,18.200,robot_0,0.1872,1.7179
546,18.200,robot_1,1.8604,0.8393
546,18.200,robot_2,0.1791,0.3304
548,18.267,robot_0,0.1872,1.7179
548,18.267,robot_1,1.8578,0.8359
548,18.267,robot_2,0.1791,0.3304
550,18.333,robot_0,0.1872,1.7179
550,18.333,robot_1,1.8576,0.8337
550,18.333,robot_2,0.1791,0.3304
552,18.400,robot_0,0.1872,1.7179
552,18.400,robot_1,1.8566,0.8300
552,18.400,robot_2,0.1791,0.3304
554,18.467,robot_0,0.1872,1.7179
554,18.467,robot_1,1.8577,0.8282
554,18.467,robot_2,0.1791,0.3304
556,18.533,robot_0,0.1872,1.7179
556,18.533,robot_1,1.8561,0.8253
556,18.533,robot_2,0.1791,0.3304
558,18.600,robot_0,0.1872,1.7179
558,18.600,robot_1,1.8548,0.8240
558,18.600,robot_2,0.1791,0.3304
560,18.667,robot_0,0.1872,1.7179
560,18.667,robot_1,1.8558,0.8237
560,18.667,robot_2,0.1791,0.3304
562,18.733,robot_0,0.1872,1.7179
562,18.733,robot_1,1.8578,0.8227
562,18.733,robot_2,0.1791,0.3304
564,18.800,robot_0,0.1872,1.7179
564,18.800,robot_1,1.8571,0.8209
564,18.800,robot_2,0.1791,0.3304
566,18.867,robot_0,0.1872,1.7179
566,18.867,robot_1,1.8552,0.8209
566,18.867,robot_2,0.1791,0.3304
568,18.933,robot_0,0.1872,1.7179
568,18.933,robot_1,1.8582,0.8207
568,18.933,robot_2,0.1791,0.3304
570,19.000,robot_0,0.1872,1.7179
570,19.000,robot_1,1.8550,0.8183
570,19.000,robot_2,0.1791,0.3304
572,19.067,robot_0,0.1872,1.7179
572,19.067,robot_1,1.8556,0.8171
572,19.067,robot_2,0.1791,0.3304
574,19.133,robot_0,0.1872,1.7179
574,19.133,robot_1,1.8559,0.8166
574,19.133,robot_2,0.1791,0.3304
576,19.200,robot_0,0.1872,1.7179
576,19.200,robot_1,1.8573,0.8143
576,19.200,robot_2,0.1791,0.3304
578,19.267,robot_0,0.1872,1.7179
578,19.267,robot_1,1.8556,0.8139
578,19.267,robot_2,0.1791,0.3304
580,19.333,robot_0,0.1872,1.7179
580,19.333,robot_1,1.8560,0.8124
580,19.333,robot_2,0.1791,0.3304
582,19.400,robot_0,0.1872,1.7179
582,19.400,robot_1,1.8539,0.8118
582,19.400,robot_2,0.1791,0.3304
584,19.467,robot_0,0.1872,1.7179
584,19.467,robot_1,1.8569,0.8105
584,19.467,robot_2,0.1791,0.3304
586,19.533,robot_0,0.1872,1.7179
586,19.533,robot_1,1.8523,0.8089
586,19.533,robot_2,0.1798,0.3300
588,19.600,robot_0,0.1872,1.7179
588,19.600,robot_1,1.8556,0.8070
588,19.600,robot_2,0.1798,0.3300
590,19.667,robot_0,0.1872,1.7179
590,19.667,robot_1,1.8542,0.8066
590,19.667,robot_2,0.1798,0.3300
592,19.733,robot_0,0.1872,1.7179
592,19.733,robot_1,1.8541,0.8038
592,19.733,robot_2,0.1791,0.3304
594,19.800,robot_0,0.1872,1.7179
594,19.800,robot_1,1.8552,0.7998
594,19.800,robot_2,0.1791,0.3304
596,19.867,robot_0,0.1872,1.7179
596,19.867,robot_1,1.8522,0.8023
596,19.867,robot_2,0.1791,0.3304
598,19.933,robot_0,0.1872,1.7179
598,19.933,robot_1,1.8531,0.8012
598,19.933,robot_2,0.1798,0.3300
600,20.000,robot_0,0.1872,1.7179
600,20.000,robot_1,1.8518,0.8002
600,20.000,robot_2,0.1798,0.3300
602,20.067,robot_0,0.1872,1.7179
602,20.067,robot_1,1.8517,0.8013
602,20.067,robot_2,0.1798,0.3300
604,20.133,robot_0,0.1872,1.7179
604,20.133,robot_1,1.8515,0.8005
604,20.133,robot_2,0.1798,0.3300
606,20.200,robot_0,0.1872,1.7179
606,20.200,robot_1,1.8509,0.8007
606,20.200,robot_2,0.1798,0.3300
608,20.267,robot_0,0.1872,1.7179
608,20.267,robot_1,1.8506,0.7999
608,20.267,robot_2,0.1798,0.3300
610,20.333,robot_0,0.1872,1.7179
610,20.333,robot_1,1.8493,0.7983
610,20.333,robot_2,0.1798,0.3300
612,20.400,robot_0,0.1872,1.7179
612,20.400,robot_1,1.8488,0.7962
612,20.400,robot_2,0.1798,0.3300
614,20.467,robot_0,0.1872,1.7179
614,20.467,robot_1,1.8474,0.7953
614,20.467,robot_2,0.1798,0.3300
616,20.533,robot_0,0.1872,1.7179
616,20.533,robot_1,1.8486,0.7928
616,20.533,robot_2,0.1798,0.3300
618,20.600,robot_0,0.1872,1.7179
618,20.600,robot_1,1.8467,0.7922
618,20.600,robot_2,0.1791,0.3304
620,20.667,robot_0,0.1872,1.7179
620,20.667,robot_1,1.8467,0.7942
620,20.667,robot_2,0.1791,0.3304
622,20.733,robot_0,0.1872,1.7179
622,20.733,robot_1,1.8479,0.7931
622,20.733,robot_2,0.1791,0.3304
624,20.800,robot_0,0.1872,1.7179
624,20.800,robot_1,1.8479,0.7931
624,20.800,robot_2,0.1791,0.3304
626,20.867,robot_0,0.1872,1.7179
626,20.867,robot_1,1.8479,0.7931
626,20.867,robot_2,0.1791,0.3304
628,20.933,robot_0,0.1872,1.7179
628,20.933,robot_1,1.8469,0.7931
628,20.933,robot_2,0.1791,0.3304
630,21.000,robot_0,0.1872,1.7179
630,21.000,robot_1,1.8469,0.7931
630,21.000,robot_2,0.1791,0.3304
632,21.067,robot_0,0.1872,1.7179
632,21.067,robot_1,1.8469,0.7931
632,21.067,robot_2,0.1791,0.3304
634,21.133,robot_0,0.1872,1.7179
634,21.133,robot_1,1.8469,0.7957
634,21.133,robot_2,0.1791,0.3304
636,21.200,robot_0,0.1872,1.7179
636,21.200,robot_1,1.8489,0.7957
636,21.200,robot_2,0.1791,0.3304
638,21.267,robot_0,0.1872,1.7179
638,21.267,robot_1,1.8529,0.7931
638,21.267,robot_2,0.1791,0.3304
640,21.333,robot_0,0.1872,1.7179
640,21.333,robot_1,1.8707,0.7985
640,21.333,robot_2,0.1791,0.3304
642,21.400,robot_0,0.1872,1.7179
642,21.400,robot_1,1.8887,0.7985
642,21.400,robot_2,0.1791,0.3304
644,21.467,robot_0,0.1872,1.7179
644,21.467,robot_1,1.9028,0.7979
644,21.467,robot_2,0.1791,0.3304
646,21.533,robot_0,0.1872,1.7179
646,21.533,robot_1,1.9378,0.7980
646,21.533,robot_2,0.1791,0.3304
648,21.600,robot_0,0.1872,1.7179
648,21.600,robot_1,1.9628,0.7999
648,21.600,robot_2,0.1791,0.3304
650,21.667,robot_0,0.1872,1.7179
650,21.667,robot_1,1.9748,0.7999
650,21.667,robot_2,0.1791,0.3304
652,21.733,robot_0,0.1872,1.7179
652,21.733,robot_1,2.0108,0.8019
652,21.733,robot_2,0.1791,0.3304
654,21.800,robot_0,0.1872,1.7179
654,21.800,robot_1,2.0389,0.8013
654,21.800,robot_2,0.1791,0.3304
656,21.867,robot_0,0.1872,1.7179
656,21.867,robot_1,2.0509,0.8013
656,21.867,robot_2,0.1791,0.3304
658,21.933,robot_0,0.1872,1.7179
658,21.933,robot_1,2.0869,0.8033
658,21.933,robot_2,0.1791,0.3304
660,22.000,robot_0,0.1872,1.7179
660,22.000,robot_2,0.1791,0.3304
662,22.067,robot_0,0.1872,1.7179
662,22.067,robot_1,2.1269,0.8053
662,22.067,robot_2,0.1791,0.3304
664,22.133,robot_0,0.1872,1.7179
664,22.133,robot_1,2.1639,0.8052
664,22.133,robot_2,0.1791,0.3304
666,22.200,robot_0,0.1872,1.7179
666,22.200,robot_1,2.1879,0.8052
666,22.200,robot_2,0.1791,0.3304
668,22.267,robot_0,0.1872,1.7179
668,22.267,robot_1,2.2008,0.8099
668,22.267,robot_2,0.1791,0.3304
670,22.333,robot_0,0.1872,1.7179
670,22.333,robot_1,2.2379,0.8092
670,22.333,robot_2,0.1791,0.3304
672,22.400,robot_0,0.1872,1.7179
672,22.400,robot_1,2.2608,0.8119
672,22.400,robot_2,0.1791,0.3304
674,22.467,robot_0,0.1872,1.7179
674,22.467,robot_1,2.2698,0.8118
674,22.467,robot_2,0.1791,0.3304
676,22.533,robot_0,0.1872,1.7179
676,22.533,robot_1,2.2878,0.8141
676,22.533,robot_2,0.1791,0.3304
678,22.600,robot_0,0.1872,1.7179
678,22.600,robot_1,2.2929,0.8137
678,22.600,robot_2,0.1791,0.3304
680,22.667,robot_0,0.1872,1.7179
680,22.667,robot_1,2.2929,0.8137
680,22.667,robot_2,0.1791,0.3304
682,22.733,robot_0,0.1872,1.7179
682,22.733,robot_1,2.2958,0.8141
682,22.733,robot_2,0.1791,0.3304
684,22.800,robot_0,0.1872,1.7179
684,22.800,robot_1,2.2958,0.8141
684,22.800,robot_2,0.1791,0.3304
686,22.867,robot_0,0.1872,1.7179
686,22.867,robot_1,2.2969,0.8137
686,22.867,robot_2,0.1791,0.3304
688,22.933,robot_0,0.1872,1.7179
688,22.933,robot_1,2.2969,0.8137
688,22.933,robot_2,0.1791,0.3304
690,23.000,robot_0,0.1872,1.7179
690,23.000,robot_1,2.2969,0.8137
690,23.000,robot_2,0.1791,0.3304
692,23.067,robot_0,0.1872,1.7179
692,23.067,robot_1,2.2969,0.8137
692,23.067,robot_2,0.1791,0.3304
694,23.133,robot_0,0.1872,1.7179
694,23.133,robot_1,2.2969,0.8137
694,23.133,robot_2,0.1791,0.3304
696,23.200,robot_0,0.1872,1.7179
696,23.200,robot_1,2.2969,0.8137
696,23.200,robot_2,0.1791,0.3304
698,23.267,robot_0,0.1872,1.7179
698,23.267,robot_1,2.2969,0.8137
698,23.267,robot_2,0.1791,0.3304
700,23.333,robot_0,0.1872,1.7179
700,23.333,robot_1,2.2969,0.8137
700,23.333,robot_2,0.1791,0.3304
702,23.400,robot_0,0.1872,1.7179
702,23.400,robot_1,2.2969,0.8137
702,23.400,robot_2,0.1791,0.3304
704,23.467,robot_0,0.1872,1.7179
704,23.467,robot_1,2.2969,0.8137
704,23.467,robot_2,0.1791,0.3304
706,23.533,robot_0,0.1872,1.7179
706,23.533,robot_1,2.2969,0.8137
706,23.533,robot_2,0.1791,0.3304
708,23.600,robot_0,0.1872,1.7179
708,23.600,robot_1,2.2969,0.8137
708,23.600,robot_2,0.1791,0.3304
710,23.667,robot_0,0.1872,1.7179
710,23.667,robot_1,2.2969,0.8137
710,23.667,robot_2,0.1791,0.3304
712,23.733,robot_0,0.1872,1.7179
712,23.733,robot_1,2.2969,0.8137
712,23.733,robot_2,0.1791,0.3304
714,23.800,robot_0,0.1872,1.7179
714,23.800,robot_1,2.2969,0.8137
714,23.800,robot_2,0.1791,0.3304
716,23.867,robot_0,0.1872,1.7179
716,23.867,robot_1,2.2969,0.8137
716,23.867,robot_2,0.1791,0.3304
718,23.933,robot_0,0.1872,1.7179
718,23.933,robot_1,2.2969,0.8137
718,23.933,robot_2,0.1791,0.3304
720,24.000,robot_0,0.1872,1.7179
720,24.000,robot_1,2.2969,0.8137
720,24.000,robot_2,0.1791,0.3304
722,24.067,robot_0,0.1872,1.7179
722,24.067,robot_1,2.2969,0.8137
722,24.067,robot_2,0.1791,0.3304
724,24.133,robot_0,0.1872,1.7179
724,24.133,robot_1,2.2969,0.8137
724,24.133,robot_2,0.1791,0.3304
726,24.200,robot_0,0.1872,1.7179
726,24.200,robot_1,2.2969,0.8137
726,24.200,robot_2,0.1791,0.3304
728,24.267,robot_0,0.1872,1.7179
728,24.267,robot_1,2.2969,0.8137
728,24.267,robot_2,0.1791,0.3304
730,24.333,robot_0,0.1872,1.7179
730,24.333,robot_1,2.2969,0.8137
730,24.333,robot_2,0.1791,0.3304
732,24.400,robot_0,0.1872,1.7179
732,24.400,robot_1,2.2969,0.8137
732,24.400,robot_2,0.1791,0.3304
734,24.467,robot_0,0.1872,1.7179
734,24.467,robot_1,2.2969,0.8137
734,24.467,robot_2,0.1791,0.3304
736,24.533,robot_0,0.1872,1.7179
736,24.533,robot_1,2.2969,0.8137
736,24.533,robot_2,0.1791,0.3304
738,24.600,robot_0,0.1872,1.7179
738,24.600,robot_1,2.2969,0.8137
738,24.600,robot_2,0.1791,0.3304
740,24.667,robot_0,0.1872,1.7179
740,24.667,robot_1,2.2969,0.8137
740,24.667,robot_2,0.1791,0.3304
742,24.733,robot_0,0.1872,1.7179
742,24.733,robot_1,2.2969,0.8137
742,24.733,robot_2,0.1791,0.3304
744,24.800,robot_0,0.1872,1.7179
744,24.800,robot_1,2.2969,0.8137
744,24.800,robot_2,0.1791,0.3304
746,24.867,robot_0,0.1872,1.7179
746,24.867,robot_1,2.2969,0.8137
746,24.867,robot_2,0.1791,0.3304
748,24.933,robot_0,0.1872,1.7179
748,24.933,robot_1,2.2969,0.8137
748,24.933,robot_2,0.1791,0.3304
750,25.000,robot_0,0.1872,1.7179
750,25.000,robot_1,2.2969,0.8137
750,25.000,robot_2,0.1791,0.3304
752,25.067,robot_0,0.1872,1.7179
752,25.067,robot_1,2.2969,0.8137
752,25.067,robot_2,0.1791,0.3304
754,25.133,robot_0,0.1872,1.7179
754,25.133,robot_1,2.2969,0.8137
754,25.133,robot_2,0.1791,0.3304
756,25.200,robot_0,0.1872,1.7179
756,25.200,robot_1,2.2969,0.8137
756,25.200,robot_2,0.1791,0.3304
758,25.267,robot_0,0.1872,1.7179
758,25.267,robot_1,2.2969,0.8137
758,25.267,robot_2,0.1791,0.3304
760,25.333,robot_0,0.1872,1.7179
760,25.333,robot_1,2.2969,0.8137
760,25.333,robot_2,0.1791,0.3304
762,25.400,robot_0,0.1872,1.7179
762,25.400,robot_1,2.2969,0.8137
762,25.400,robot_2,0.1791,0.3304
764,25.467,robot_0,0.1872,1.7179
764,25.467,robot_1,2.2969,0.8137
764,25.467,robot_2,0.1791,0.3304
766,25.533,robot_0,0.1872,1.7179
766,25.533,robot_1,2.2969,0.8137
766,25.533,robot_2,0.1791,0.3304
768,25.600,robot_0,0.1872,1.7179
768,25.600,robot_1,2.2969,0.8137
768,25.600,robot_2,0.1791,0.3304
770,25.667,robot_0,0.1872,1.7179
770,25.667,robot_1,2.2969,0.8137
770,25.667,robot_2,0.1791,0.3304
772,25.733,robot_0,0.1872,1.7179
772,25.733,robot_1,2.2969,0.8137
772,25.733,robot_2,0.1791,0.3304
774,25.800,robot_0,0.1872,1.7179
774,25.800,robot_1,2.2969,0.8137
774,25.800,robot_2,0.1791,0.3304
776,25.867,robot_0,0.1872,1.7179
776,25.867,robot_1,2.2969,0.8137
776,25.867,robot_2,0.1791,0.3304
778,25.933,robot_0,0.1872,1.7179
778,25.933,robot_1,2.2969,0.8137
778,25.933,robot_2,0.1791,0.3304
780,26.000,robot_0,0.1872,1.7179
780,26.000,robot_1,2.2969,0.8137
780,26.000,robot_2,0.1791,0.3304
782,26.067,robot_0,0.1872,1.7179
782,26.067,robot_1,2.2969,0.8137
782,26.067,robot_2,0.1791,0.3304
784,26.133,robot_0,0.1872,1.7179
784,26.133,robot_1,2.2969,0.8137
784,26.133,robot_2,0.1791,0.3304
786,26.200,robot_0,0.1872,1.7179
786,26.200,robot_1,2.2969,0.8137
786,26.200,robot_2,0.1791,0.3304
788,26.267,robot_0,0.1872,1.7179
788,26.267,robot_1,2.2969,0.8137
788,26.267,robot_2,0.1791,0.3304
790,26.333,robot_0,0.1872,1.7179
790,26.333,robot_1,2.2969,0.8137
790,26.333,robot_2,0.1791,0.3304
792,26.400,robot_0,0.1872,1.7179
792,26.400,robot_1,2.2969,0.8137
792,26.400,robot_2,0.1791,0.3304
794,26.467,robot_0,0.1872,1.7179
794,26.467,robot_1,2.2969,0.8137
794,26.467,robot_2,0.1791,0.3304
796,26.533,robot_0,0.1872,1.7179
796,26.533,robot_1,2.2969,0.8137
796,26.533,robot_2,0.1791,0.3304
798,26.600,robot_0,0.1872,1.7179
798,26.600,robot_1,2.2969,0.8137
798,26.600,robot_2,0.1791,0.3304
800,26.667,robot_0,0.1872,1.7179
800,26.667,robot_1,2.2969,0.8137
800,26.667,robot_2,0.1791,0.3304
802,26.733,robot_0,0.1872,1.7179
802,26.733,robot_1,2.2969,0.8137
802,26.733,robot_2,0.1791,0.3304
804,26.800,robot_0,0.1872,1.7179
804,26.800,robot_1,2.2969,0.8137
804,26.800,robot_2,0.1791,0.3304
806,26.867,robot_0,0.1872,1.7179
806,26.867,robot_1,2.2969,0.8137
806,26.867,robot_2,0.1791,0.3304
808,26.933,robot_0,0.1872,1.7179
808,26.933,robot_1,2.2969,0.8137
808,26.933,robot_2,0.1791,0.3304
810,27.000,robot_0,0.1872,1.7179
810,27.000,robot_1,2.2969,0.8137
810,27.000,robot_2,0.1791,0.3304
812,27.067,robot_0,0.1872,1.7179
812,27.067,robot_1,2.2969,0.8137
812,27.067,robot_2,0.1791,0.3304
814,27.133,robot_0,0.1872,1.7179
814,27.133,robot_1,2.2969,0.8137
814,27.133,robot_2,0.1791,0.3304
816,27.200,robot_0,0.1872,1.7179
816,27.200,robot_1,2.2969,0.8137
816,27.200,robot_2,0.1791,0.3304
