wall_time,source,target,decision,skip_reason,source_zone,source_zone_active,source_zone_age_s,target_zone,target_zone_active,target_zone_age_s,distance_m,warning_distance_m,source_pose_fresh,target_pose_fresh,source_pose_age_s,target_pose_age_s,warning_zone,bearing_deg,zone_reason
1783526867.257731,robot_1,robot_3,skipped,target_zone_active,CORNER,true,0.027591,LEFT,true,0.017522,0.000014,1.000000,true,true,0.022896,0.023487,CORNER,89.880141,critical_distance
1783526867.257731,robot_1,robot_0,skipped,target_zone_active,CORNER,true,0.027591,CORNER,true,0.081255,0.001500,1.000000,true,true,0.022896,0.023083,CORNER,1.340497,critical_distance
1783526867.257731,robot_1,robot_2,skipped,target_zone_active,CORNER,true,0.027591,CORNER,true,0.036540,0.000025,1.000000,true,true,0.022896,0.022705,CORNER,90.140769,critical_distance
1783526867.257731,robot_1,robot_4,skipped,target_zone_active,CORNER,true,0.027591,CORNER,true,0.100426,0.005000,1.000000,true,true,0.022896,0.022494,CORNER,-0.348931,critical_distance
1783526867.357739,robot_1,robot_3,skipped,target_zone_active,CORNER,true,0.127599,LEFT,true,0.117530,0.006255,1.000000,true,true,0.021470,0.021111,CORNER,178.644527,critical_distance
1783526867.357739,robot_1,robot_0,skipped,target_zone_active,CORNER,true,0.127599,CORNER,true,0.181264,0.019200,1.000000,true,true,0.021470,0.022333,CORNER,-0.424420,critical_distance
1783526867.357739,robot_1,robot_2,skipped,target_zone_active,CORNER,true,0.127599,CORNER,true,0.136549,0.003576,1.000000,true,true,0.021470,0.021282,CORNER,6.392068,critical_distance
1783526867.357739,robot_1,robot_4,skipped,target_zone_active,CORNER,true,0.127599,CORNER,true,0.200434,0.024187,1.000000,true,true,0.021470,0.020930,CORNER,-1.776873,critical_distance
1783526867.457780,robot_1,robot_3,skipped,target_zone_active,CORNER,true,0.227640,LEFT,true,0.217571,0.022105,1.000000,true,true,0.021875,0.022831,CORNER,179.380079,critical_distance
1783526867.457780,robot_1,robot_0,skipped,target_zone_active,CORNER,true,0.227640,CORNER,true,0.281304,0.021680,1.000000,true,true,0.021875,0.022080,CORNER,-3.213109,critical_distance
1783526867.457780,robot_1,robot_2,skipped,target_zone_active,CORNER,true,0.227640,CORNER,true,0.236589,0.005803,1.000000,true,true,0.021875,0.021701,CORNER,4.876922,critical_distance
1783526867.457780,robot_1,robot_4,skipped,target_zone_active,CORNER,true,0.227640,CORNER,true,0.300475,0.026666,1.000000,true,true,0.021875,0.021524,CORNER,-4.326981,critical_distance
1783526867.557674,robot_1,robot_3,skipped,target_zone_active,CORNER,true,0.327533,LEFT,true,0.317465,0.040408,1.000000,true,true,0.022062,0.021854,CORNER,179.660876,critical_distance
1783526867.557674,robot_1,robot_0,skipped,target_zone_active,CORNER,true,0.327533,CORNER,true,0.381198,0.021680,1.000000,true,true,0.022062,0.022277,CORNER,-6.180437,critical_distance
1783526867.557674,robot_1,robot_2,skipped,target_zone_active,CORNER,true,0.327533,CORNER,true,0.336483,0.005803,1.000000,true,true,0.022062,0.023112,CORNER,4.876922,critical_distance
1783526867.557674,robot_1,robot_4,skipped,target_zone_active,CORNER,true,0.327533,CORNER,true,0.400368,0.026666,1.000000,true,true,0.022062,0.021685,CORNER,-6.996166,critical_distance
1783526867.657741,robot_1,robot_3,skipped,target_zone_active,CORNER,true,0.427601,LEFT,true,0.417532,0.058711,1.000000,true,true,0.022500,0.022334,CORNER,179.766598,critical_distance
1783526867.657741,robot_1,robot_0,skipped,target_zone_active,CORNER,true,0.427601,CORNER,true,0.481265,0.021680,1.000000,true,true,0.022500,0.022678,CORNER,-9.147765,critical_distance
1783526867.657741,robot_1,robot_2,skipped,target_zone_active,CORNER,true,0.427601,CORNER,true,0.436550,0.005803,1.000000,true,true,0.022500,0.023312,CORNER,4.876922,critical_distance
1783526867.657741,robot_1,robot_4,skipped,target_zone_active,CORNER,true,0.427601,CORNER,true,0.500436,0.026666,1.000000,true,true,0.022500,0.022174,CORNER,-9.665350,critical_distance
1783526867.757857,robot_1,robot_3,skipped,target_zone_active,CORNER,true,0.527717,CORNER,true,0.073705,0.074515,1.000000,true,true,0.021855,0.020070,CORNER,179.647661,critical_distance
1783526867.757857,robot_1,robot_0,skipped,target_zone_active,CORNER,true,0.527717,CORNER,true,0.581382,0.021680,1.000000,true,true,0.021855,0.020620,CORNER,-12.115093,critical_distance
1783526867.757857,robot_1,robot_2,skipped,target_zone_active,CORNER,true,0.527717,CORNER,true,0.098501,0.005803,1.000000,true,true,0.021855,0.020335,CORNER,4.876922,critical_distance
1783526867.757857,robot_1,robot_4,sent,,CORNER,true,0.527717,CLEAR,false,0.049823,0.026666,1.000000,true,true,0.021855,0.019828,CORNER,-12.334535,critical_distance
1783526867.857849,robot_1,robot_3,skipped,source_zone_inactive,CLEAR,false,0.087116,CORNER,true,0.173697,0.075506,1.000000,true,true,0.020829,0.020534,CORNER,178.020553,critical_distance
1783526867.857849,robot_1,robot_0,skipped,source_zone_inactive,CLEAR,false,0.087116,CLEAR,false,0.012215,0.021680,1.000000,true,true,0.020829,0.020998,CORNER,-15.082421,critical_distance
1783526867.857849,robot_1,robot_2,skipped,source_zone_inactive,CLEAR,false,0.087116,CORNER,true,0.198493,0.005803,1.000000,true,true,0.020829,0.020681,CORNER,4.876922,critical_distance
1783526867.857849,robot_1,robot_4,skipped,source_zone_inactive,CLEAR,false,0.087116,CLEAR,false,0.149815,0.026666,1.000000,true,true,0.020829,0.021613,CORNER,-15.003719,critical_distance
1783526867.957673,robot_1,robot_3,skipped,source_zone_inactive,CLEAR,false,0.186940,CORNER,true,0.273521,0.075506,1.000000,true,true,0.021651,0.022898,CORNER,174.917604,critical_distance
1783526867.957673,robot_1,robot_0,skipped,source_zone_inactive,CLEAR,false,0.186940,CLEAR,false,0.112039,0.021680,1.000000,true,true,0.021651,0.021976,CORNER,-18.049749,critical_distance
1783526867.957673,robot_1,robot_2,skipped,source_zone_inactive,CLEAR,false,0.186940,CORNER,true,0.298317,0.005803,1.000000,true,true,0.021651,0.021361,CORNER,4.876922,critical_distance
1783526867.957673,robot_1,robot_4,skipped,source_zone_inactive,CLEAR,false,0.186940,CLEAR,false,0.249639,0.026666,1.000000,true,true,0.021651,0.021069,CORNER,-17.672903,critical_distance
1783526868.057712,robot_1,robot_3,skipped,source_zone_inactive,CLEAR,false,0.286978,CORNER,true,0.373559,0.075506,1.000000,true,true,0.020642,0.020421,CORNER,171.805678,critical_distance
1783526868.057712,robot_1,robot_0,skipped,source_zone_inactive,CLEAR,false,0.286978,CLEAR,false,0.212078,0.021680,1.000000,true,true,0.020642,0.020892,CORNER,-21.017078,critical_distance
1783526868.057712,robot_1,robot_2,skipped,source_zone_inactive,CLEAR,false,0.286978,CORNER,true,0.398356,0.005803,1.000000,true,true,0.020642,0.021950,CORNER,4.876922,critical_distance
1783526868.057712,robot_1,robot_4,skipped,source_zone_inactive,CLEAR,false,0.286978,CLEAR,false,0.349678,0.026666,1.000000,true,true,0.020642,0.020229,CORNER,-20.342088,critical_distance
1783526868.157712,robot_1,robot_3,skipped,source_zone_inactive,CLEAR,false,0.386979,CORNER,true,0.473560,0.075506,1.000000,true,true,0.021347,0.021043,CORNER,170.154794,critical_distance
1783526868.157712,robot_1,robot_0,skipped,source_zone_inactive,CLEAR,false,0.386979,CLEAR,false,0.312078,0.021680,1.000000,true,true,0.021347,0.021684,CORNER,-23.984406,critical_distance
1783526868.157712,robot_1,robot_2,skipped,source_zone_inactive,CLEAR,false,0.386979,CORNER,true,0.498357,0.005803,1.000000,true,true,0.021347,0.022738,CORNER,4.876922,critical_distance
