wall_time,source,target,decision,skip_reason,source_zone,source_zone_active,source_zone_age_s,target_zone,target_zone_active,target_zone_age_s,distance_m,warning_distance_m,source_pose_fresh,target_pose_fresh,source_pose_age_s,target_pose_age_s,warning_zone,bearing_deg,zone_reason
1783526867.228094,robot_2,robot_3,sent,,CORNER,true,0.006183,CLEAR,false,,0.000001,1.000000,true,true,0.043461,0.044086,CORNER,90.019300,critical_distance
1783526867.228094,robot_2,robot_0,skipped,target_zone_active,CORNER,true,0.006183,CORNER,true,0.051627,0.000002,1.000000,true,true,0.043461,0.043679,CORNER,90.068755,critical_distance
1783526867.228094,robot_2,robot_1,sent,,CORNER,true,0.006183,CLEAR,false,,0.000001,1.000000,true,true,0.043461,0.043568,CORNER,89.983169,critical_distance
1783526867.228094,robot_2,robot_4,skipped,target_zone_active,CORNER,true,0.006183,CORNER,true,0.070745,0.000000,1.000000,true,true,0.043461,0.043346,CORNER,-90.028648,critical_distance
1783526867.328111,robot_2,robot_3,skipped,target_zone_active,CORNER,true,0.106200,LEFT,true,0.087893,0.001771,1.000000,true,true,0.041473,0.042212,CORNER,-176.195919,critical_distance
1783526867.328111,robot_2,robot_0,skipped,target_zone_active,CORNER,true,0.106200,CORNER,true,0.151644,0.010642,1.000000,true,true,0.041473,0.041734,CORNER,-0.565257,critical_distance
1783526867.328111,robot_2,robot_1,skipped,target_zone_active,CORNER,true,0.106200,CORNER,true,0.098354,0.000237,1.000000,true,true,0.041473,0.041598,CORNER,-45.867898,critical_distance
1783526867.328111,robot_2,robot_4,skipped,target_zone_active,CORNER,true,0.106200,CORNER,true,0.170762,0.015629,1.000000,true,true,0.041473,0.041339,CORNER,-1.433576,critical_distance
1783526867.428080,robot_2,robot_3,skipped,target_zone_active,CORNER,true,0.206169,LEFT,true,0.187862,0.018750,1.000000,true,true,0.042412,0.041651,CORNER,-179.846687,critical_distance
1783526867.428080,robot_2,robot_0,skipped,target_zone_active,CORNER,true,0.206169,CORNER,true,0.251613,0.015892,1.000000,true,true,0.042412,0.041924,CORNER,-3.027028,critical_distance
1783526867.428080,robot_2,robot_1,skipped,target_zone_active,CORNER,true,0.206169,CORNER,true,0.198322,0.005803,1.000000,true,true,0.042412,0.041785,CORNER,-177.650543,critical_distance
1783526867.428080,robot_2,robot_4,skipped,target_zone_active,CORNER,true,0.206169,CORNER,true,0.270730,0.020879,1.000000,true,true,0.042412,0.041523,CORNER,-4.058377,critical_distance
1783526867.528094,robot_2,robot_3,skipped,target_zone_active,CORNER,true,0.306183,LEFT,true,0.287876,0.037053,1.000000,true,true,0.043205,0.043066,CORNER,-179.950637,critical_distance
