wall_time,source,target,decision,skip_reason,source_zone,source_zone_active,source_zone_age_s,target_zone,target_zone_active,target_zone_age_s,distance_m,warning_distance_m,source_pose_fresh,target_pose_fresh,source_pose_age_s,target_pose_age_s,warning_zone,bearing_deg,zone_reason
1783526867.279767,robot_4,robot_3,skipped,target_zone_active,CORNER,true,0.122368,LEFT,true,0.039571,0.005000,1.000000,true,true,0.043670,0.045230,CORNER,179.766233,critical_distance
1783526867.279767,robot_4,robot_0,skipped,target_zone_active,CORNER,true,0.122368,CORNER,true,0.103177,0.003500,1.000000,true,true,0.043670,0.044245,CORNER,179.663595,critical_distance
1783526867.279767,robot_4,robot_1,skipped,target_zone_active,CORNER,true,0.122368,CORNER,true,0.049645,0.005000,1.000000,true,true,0.043670,0.044005,CORNER,179.788579,critical_distance
1783526867.279767,robot_4,robot_2,skipped,target_zone_active,CORNER,true,0.122368,CORNER,true,0.058601,0.005000,1.000000,true,true,0.043670,0.043834,CORNER,179.920073,critical_distance
1783526867.379859,robot_4,robot_3,skipped,target_zone_active,CORNER,true,0.222460,LEFT,true,0.139663,0.030441,1.000000,true,true,0.043060,0.043240,CORNER,179.087278,critical_distance
1783526867.379859,robot_4,robot_0,skipped,target_zone_active,CORNER,true,0.222460,CORNER,true,0.203269,0.004988,1.000000,true,true,0.043060,0.044467,CORNER,178.177926,critical_distance
1783526867.379859,robot_4,robot_1,skipped,target_zone_active,CORNER,true,0.222460,CORNER,true,0.149737,0.024187,1.000000,true,true,0.043060,0.043600,CORNER,178.908256,critical_distance
1783526867.379859,robot_4,robot_2,skipped,target_zone_active,CORNER,true,0.222460,CORNER,true,0.158693,0.020629,1.000000,true,true,0.043060,0.043406,CORNER,179.972823,critical_distance
1783526867.479799,robot_4,robot_3,skipped,target_zone_active,CORNER,true,0.322400,LEFT,true,0.239602,0.048771,1.000000,true,true,0.043759,0.044935,CORNER,179.084549,critical_distance
1783526867.479799,robot_4,robot_0,skipped,target_zone_active,CORNER,true,0.322400,CORNER,true,0.303209,0.004988,1.000000,true,true,0.043759,0.044211,CORNER,175.275737,critical_distance
1783526867.479799,robot_4,robot_1,skipped,target_zone_active,CORNER,true,0.322400,CORNER,true,0.249676,0.026666,1.000000,true,true,0.043759,0.044019,CORNER,178.425727,critical_distance
1783526867.479799,robot_4,robot_2,skipped,target_zone_active,CORNER,true,0.322400,CORNER,true,0.258632,0.020879,1.000000,true,true,0.043759,0.043882,CORNER,179.973148,critical_distance
1783526867.579754,robot_4,robot_3,skipped,target_zone_active,CORNER,true,0.422355,LEFT,true,0.339557,0.067073,1.000000,true,true,0.043912,0.044112,CORNER,179.334355,critical_distance
1783526867.579754,robot_4,robot_0,skipped,target_zone_active,CORNER,true,0.422355,CORNER,true,0.403164,0.004988,1.000000,true,true,0.043912,0.044590,CORNER,172.308409,critical_distance
1783526867.579754,robot_4,robot_1,skipped,target_zone_active,CORNER,true,0.422355,CORNER,true,0.349631,0.026666,1.000000,true,true,0.043912,0.044335,CORNER,179.542995,critical_distance
1783526867.579754,robot_4,robot_2,skipped,target_zone_active,CORNER,true,0.422355,CORNER,true,0.358588,0.020879,1.000000,true,true,0.043912,0.045404,CORNER,179.973148,critical_distance
1783526867.679802,robot_4,robot_3,skipped,target_zone_active,CORNER,true,0.522403,LEFT,true,0.439606,0.085375,1.000000,true,true,0.044388,0.044553,CORNER,179.477058,critical_distance
1783526867.679802,robot_4,robot_0,skipped,target_zone_active,CORNER,true,0.522403,CORNER,true,0.503212,0.004988,1.000000,true,true,0.044388,0.044945,CORNER,169.341080,critical_distance
1783526867.679802,robot_4,robot_1,skipped,target_zone_active,CORNER,true,0.522403,CORNER,true,0.449680,0.026666,1.000000,true,true,0.044388,0.044738,CORNER,-177.655631,critical_distance
1783526867.679802,robot_4,robot_2,skipped,target_zone_active,CORNER,true,0.522403,CORNER,true,0.020278,0.020879,1.000000,true,true,0.044388,0.045588,CORNER,179.973148,critical_distance
1783526867.779860,robot_4,robot_3,skipped,source_zone_inactive,CLEAR,false,0.071842,CORNER,true,0.097346,0.101178,1.000000,true,true,0.042304,0.042530,CORNER,179.389391,critical_distance
1783526867.779860,robot_4,robot_0,skipped,source_zone_inactive,CLEAR,false,0.071842,CORNER,true,0.603270,0.004988,1.000000,true,true,0.042304,0.043027,CORNER,166.373752,critical_distance
1783526867.779860,robot_4,robot_1,skipped,source_zone_inactive,CLEAR,false,0.071842,CLEAR,false,0.010241,0.026666,1.000000,true,true,0.042304,0.044013,CORNER,-174.305774,critical_distance
1783526867.779860,robot_4,robot_2,skipped,source_zone_inactive,CLEAR,false,0.071842,CORNER,true,0.120336,0.020879,1.000000,true,true,0.042304,0.042729,CORNER,179.973148,critical_distance
1783526867.879794,robot_4,robot_3,skipped,source_zone_inactive,CLEAR,false,0.171776,CORNER,true,0.197280,0.102169,1.000000,true,true,0.043361,0.041411,CORNER,177.763268,critical_distance
1783526867.879794,robot_4,robot_0,skipped,source_zone_inactive,CLEAR,false,0.171776,CLEAR,false,0.034175,0.004988,1.000000,true,true,0.043361,0.042280,CORNER,163.406424,critical_distance
1783526867.879794,robot_4,robot_1,skipped,source_zone_inactive,CLEAR,false,0.171776,CLEAR,false,0.110174,0.026666,1.000000,true,true,0.043361,0.041909,CORNER,-170.955916,critical_distance
1783526867.879794,robot_4,robot_2,skipped,source_zone_inactive,CLEAR,false,0.171776,CORNER,true,0.220270,0.020879,1.000000,true,true,0.043361,0.041651,CORNER,179.973148,critical_distance
1783526867.979819,robot_4,robot_3,skipped,source_zone_inactive,CLEAR,false,0.271801,CORNER,true,0.297305,0.102169,1.000000,true,true,0.043406,0.044876,CORNER,174.660319,critical_distance
1783526867.979819,robot_4,robot_0,skipped,source_zone_inactive,CLEAR,false,0.271801,CLEAR,false,0.134200,0.004988,1.000000,true,true,0.043406,0.044024,CORNER,160.439096,critical_distance
1783526867.979819,robot_4,robot_1,skipped,source_zone_inactive,CLEAR,false,0.271801,CLEAR,false,0.210199,0.026666,1.000000,true,true,0.043406,0.043796,CORNER,-167.606059,critical_distance
1783526867.979819,robot_4,robot_2,skipped,source_zone_inactive,CLEAR,false,0.271801,CORNER,true,0.320295,0.020879,1.000000,true,true,0.043406,0.043599,CORNER,179.973148,critical_distance
1783526868.079786,robot_4,robot_3,skipped,source_zone_inactive,CLEAR,false,0.371768,CORNER,true,0.397272,0.102169,1.000000,true,true,0.041918,0.042255,CORNER,171.548393,critical_distance
1783526868.079786,robot_4,robot_0,skipped,source_zone_inactive,CLEAR,false,0.371768,CLEAR,false,0.234167,0.004988,1.000000,true,true,0.041918,0.042980,CORNER,157.471768,critical_distance
1783526868.079786,robot_4,robot_1,skipped,source_zone_inactive,CLEAR,false,0.371768,CLEAR,false,0.310166,0.026666,1.000000,true,true,0.041918,0.042551,CORNER,-164.256202,critical_distance
1783526868.079786,robot_4,robot_2,skipped,source_zone_inactive,CLEAR,false,0.371768,CORNER,true,0.420261,0.020879,1.000000,true,true,0.041918,0.044302,CORNER,179.973148,critical_distance
1783526868.179775,robot_4,robot_3,skipped,source_zone_inactive,CLEAR,false,0.471758,CORNER,true,0.497261,0.102169,1.000000,true,true,0.043094,0.043289,CORNER,169.897509,critical_distance
1783526868.179775,robot_4,robot_0,skipped,source_zone_inactive,CLEAR,false,0.471758,CLEAR,false,0.334156,0.004988,1.000000,true,true,0.043094,0.043735,CORNER,154.504439,critical_distance
1783526868.179775,robot_4,robot_1,skipped,source_zone_inactive,CLEAR,false,0.471758,CLEAR,false,0.008014,0.026666,1.000000,true,true,0.043094,0.043499,CORNER,-160.906345,critical_distance
1783526868.179775,robot_4,robot_2,skipped,source_zone_inactive,CLEAR,false,0.471758,CORNER,true,0.020133,0.020879,1.000000,true,true,0.043094,0.044662,CORNER,179.973148,critical_distance
1783526868.279865,robot_4,robot_3,skipped,source_zone_inactive,CLEAR,false,0.079998,CORNER,true,0.093827,0.102169,1.000000,true,true,0.044625,0.043203,CORNER,169.716645,critical_distance
