stamp_sec,stamp_nsec,label,total_index,robot_index,obstacle_index,bump_type,key,entity_a,entity_b,avg_contact_x,avg_contact_y,avg_contact_z,source_topic
17,80000000,global,1,0,1,obstacle,"('robot_4', 'box3::link::collision')",robot_4,box3::link::collision,2.366412,0.789031,0.023647,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact
18,750000000,global,2,0,2,obstacle,"('robot_4', 'box3::link::collision')",robot_4,box3::link::collision,2.369231,0.787426,0.023647,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact
29,350000000,global,3,0,3,obstacle,"('robot_2', 'west_wall::link::collision')",robot_2,west_wall::link::collision,-5.000416,-1.369289,0.023884,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact
31,270000000,global,4,0,4,obstacle,"('robot_2', 'west_wall::link::collision')",robot_2,west_wall::link::collision,-5.000189,-1.471211,0.147928,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact
34,320000000,global,5,0,5,obstacle,"('robot_3', 'east_wall::link::collision')",robot_3,east_wall::link::collision,5.000649,-0.083396,0.148414,/world/random_world/model/robot_3/link/robot_3/base_footprint/sensor/contact_sensor/contact
39,140000000,global,6,0,6,obstacle,"('robot_3', 'east_wall::link::collision')",robot_3,east_wall::link::collision,5.000055,-0.298661,0.272620,/world/random_world/model/robot_3/link/robot_3/base_footprint/sensor/contact_sensor/contact
86,190000000,global,7,1,6,robot,"('robot_0', 'robot_4')",robot_0,robot_4,1.243635,-1.531658,0.148890,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact
114,850000000,global,8,2,6,robot,"('robot_1', 'robot_4')",robot_1,robot_4,-0.790079,4.006569,0.147951,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
119,110000000,global,9,3,6,robot,"('robot_1', 'robot_4')",robot_1,robot_4,-0.725226,4.531355,0.147786,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
127,50000000,global,10,3,7,obstacle,"('robot_0', 'north_wall::link::collision')",robot_0,north_wall::link::collision,0.765115,5.001020,0.147866,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
131,440000000,global,11,3,8,obstacle,"('robot_0', 'north_wall::link::collision')",robot_0,north_wall::link::collision,0.965533,5.000239,0.147839,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
149,110000000,global,12,4,8,robot,"('robot_2', 'robot_4')",robot_2,robot_4,0.750988,-1.650893,0.147937,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact
161,70000000,global,13,4,9,obstacle,"('robot_1', 'cylinder0::link::collision')",robot_1,cylinder0::link::collision,3.029614,3.210649,0.218382,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
168,440000000,global,14,4,10,obstacle,"('robot_1', 'cylinder0::link::collision')",robot_1,cylinder0::link::collision,3.070859,3.132047,0.031982,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
171,320000000,global,15,4,11,obstacle,"('robot_1', 'cylinder0::link::collision')",robot_1,cylinder0::link::collision,3.064736,3.140976,0.188002,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
183,230000000,global,16,5,11,robot,"('robot_0', 'robot_1')",robot_0,robot_1,0.291339,2.575433,0.147964,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
206,480000000,global,17,6,11,robot,"('robot_0', 'robot_1')",robot_0,robot_1,0.126285,3.882776,0.147616,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
211,600000000,global,18,7,11,robot,"('robot_1', 'robot_4')",robot_1,robot_4,1.635841,4.290201,0.148039,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
214,270000000,global,19,8,11,robot,"('robot_1', 'robot_4')",robot_1,robot_4,1.788180,4.212688,0.147694,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
216,680000000,global,20,9,11,robot,"('robot_1', 'robot_4')",robot_1,robot_4,1.855484,4.178045,0.147656,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
252,160000000,global,21,10,11,robot,"('robot_1', 'robot_4')",robot_1,robot_4,2.455210,3.486494,0.147782,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
266,580000000,global,22,11,11,robot,"('robot_1', 'robot_4')",robot_1,robot_4,2.394705,3.517903,0.147861,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
268,940000000,global,23,12,11,robot,"('robot_1', 'robot_4')",robot_1,robot_4,2.116810,3.412616,0.147747,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
