time_s,collisions_total,collisions_robot,collisions_obstacle
145.278,12,12,0
145.778,12,12,0
146.278,12,12,0
146.778,12,12,0
147.278,12,12,0
147.780,12,12,0
148.286,12,12,0
148.778,13,13,0
149.278,13,13,0
149.778,13,13,0
150.282,13,13,0
150.778,13,13,0
151.278,13,13,0
151.782,13,13,0
152.278,13,13,0
152.778,13,13,0
153.283,13,13,0
153.778,13,13,0
154.278,13,13,0
154.778,13,13,0
155.278,13,13,0
155.778,13,13,0
156.278,13,13,0
156.778,13,13,0
157.280,13,13,0
157.782,13,13,0
158.278,13,13,0
158.783,13,13,0
159.279,13,13,0
159.784,13,13,0
160.278,13,13,0
160.778,13,13,0
161.278,13,13,0
161.778,13,13,0
162.278,13,13,0
162.781,13,13,0
163.285,13,13,0
163.780,13,13,0
164.278,13,13,0
164.783,13,13,0
165.280,13,13,0
165.778,13,13,0
166.278,13,13,0
166.779,13,13,0
167.278,13,13,0
167.782,13,13,0
168.280,13,13,0
168.782,13,13,0
169.278,13,13,0
169.778,13,13,0
170.278,13,13,0
170.778,13,13,0
171.283,13,13,0
171.778,13,13,0
172.279,13,13,0
172.778,13,13,0
173.278,13,13,0
173.778,13,13,0
174.278,13,13,0
174.778,13,13,0
175.283,13,13,0
175.778,13,13,0
176.278,13,13,0
176.778,13,13,0
177.278,13,13,0
177.780,13,13,0
178.278,13,13,0
178.782,13,13,0
179.278,13,13,0
179.778,13,13,0
180.278,13,13,0
180.778,13,13,0
181.278,13,13,0
181.778,13,13,0
182.278,13,13,0
182.781,13,13,0
183.280,13,13,0
183.783,13,13,0
184.278,13,13,0
184.778,13,13,0
185.278,13,13,0
185.778,13,13,0
186.278,13,13,0
186.778,13,13,0
187.278,13,13,0
187.778,13,13,0
188.278,13,13,0
188.778,13,13,0
189.282,13,13,0
189.778,13,13,0
190.278,13,13,0
190.778,13,13,0
191.278,13,13,0
191.778,13,13,0
192.278,13,13,0
192.778,13,13,0
193.278,13,13,0
193.778,13,13,0
194.278,13,13,0
194.779,13,13,0
195.278,13,13,0
195.778,13,13,0
196.278,13,13,0
196.778,13,13,0
197.280,13,13,0
197.783,13,13,0
198.278,13,13,0
198.778,13,13,0
199.278,13,13,0
199.778,14,14,0
200.282,14,14,0
200.779,14,14,0
201.278,14,14,0
201.778,14,14,0
202.279,14,14,0
202.778,14,14,0
203.278,14,14,0
203.778,14,14,0
204.278,14,14,0
204.778,14,14,0
205.278,14,14,0
205.778,14,14,0
206.278,14,14,0
206.778,14,14,0
207.280,14,14,0
207.778,14,14,0
208.281,14,14,0
208.778,14,14,0
209.279,14,14,0
209.780,14,14,0
210.282,14,14,0
210.778,14,14,0
211.285,14,14,0
211.778,14,14,0
212.283,14,14,0
212.778,14,14,0
213.278,14,14,0
213.778,14,14,0
214.278,14,14,0
214.780,14,14,0
215.278,15,15,0
215.778,15,15,0
216.278,15,15,0
216.778,15,15,0
217.278,15,15,0
217.778,15,15,0
218.278,15,15,0
218.782,16,16,0
219.278,16,16,0
219.778,16,16,0
220.283,16,16,0
220.783,16,16,0
221.281,16,16,0
221.782,16,16,0
222.278,16,16,0
222.778,16,16,0
223.279,16,16,0
223.778,16,16,0
224.278,16,16,0
224.778,16,16,0
225.278,16,16,0
225.779,16,16,0
226.281,17,17,0
226.778,17,17,0
227.278,17,17,0
227.780,17,17,0
228.279,17,17,0
228.778,17,17,0
229.278,17,17,0
229.778,17,17,0
230.278,17,17,0
230.778,17,17,0
231.278,17,17,0
231.778,18,18,0
232.282,18,18,0
232.778,18,18,0
233.282,18,18,0
233.778,18,18,0
234.278,18,18,0
234.778,18,18,0
235.279,18,18,0
235.778,18,18,0
236.278,19,19,0
236.778,19,19,0
237.278,19,19,0
237.781,20,20,0
238.278,20,20,0
238.779,21,21,0
239.278,21,21,0
239.778,21,21,0
240.278,21,21,0
240.778,22,22,0
241.278,22,22,0
241.778,22,22,0
242.278,22,22,0
242.782,22,22,0
243.278,23,23,0
243.778,23,23,0
244.278,23,23,0
244.780,23,23,0
245.281,23,23,0
245.778,23,23,0
246.278,23,23,0
246.778,23,23,0
247.285,23,23,0
247.778,23,23,0
248.278,23,23,0
248.778,23,23,0
249.278,23,23,0
249.778,23,23,0
250.278,23,23,0
250.778,23,23,0
251.278,23,23,0
251.778,23,23,0
252.278,23,23,0
252.778,23,23,0
253.282,23,23,0
253.778,23,23,0
254.278,23,23,0
254.781,23,23,0
255.281,23,23,0
255.780,23,23,0
256.282,23,23,0
256.778,23,23,0
257.279,23,23,0
257.781,23,23,0
258.278,23,23,0
258.778,23,23,0
259.278,23,23,0
259.783,23,23,0
260.278,23,23,0
260.778,23,23,0
261.278,24,24,0
261.778,24,24,0
262.278,24,24,0
262.778,24,24,0
263.280,24,24,0
263.782,24,24,0
264.278,24,24,0
264.778,24,24,0
265.278,24,24,0
265.778,24,24,0
266.278,24,24,0
266.778,24,24,0
267.278,24,24,0
267.780,24,24,0
268.278,24,24,0
268.778,24,24,0
269.282,24,24,0
269.778,24,24,0
270.278,24,24,0
270.778,24,24,0
271.282,24,24,0
271.778,24,24,0
272.278,24,24,0
272.778,24,24,0
273.282,24,24,0
273.778,24,24,0
274.278,24,24,0
274.782,24,24,0
275.278,24,24,0
275.778,24,24,0
276.278,24,24,0
276.778,24,24,0
277.278,24,24,0
277.778,24,24,0
278.278,24,24,0
278.778,24,24,0
279.280,24,24,0
279.783,24,24,0
280.282,24,24,0
280.778,24,24,0
281.282,24,24,0
281.780,24,24,0
282.278,24,24,0
282.778,24,24,0
283.282,24,24,0
283.779,24,24,0
284.286,24,24,0
284.778,24,24,0
285.278,24,24,0
285.778,24,24,0
286.278,24,24,0
286.778,24,24,0
287.278,24,24,0
287.778,24,24,0
288.278,24,24,0
288.780,24,24,0
289.278,24,24,0
289.778,24,24,0
290.283,24,24,0
290.778,24,24,0
291.278,24,24,0
291.782,25,25,0
292.278,25,25,0
292.778,25,25,0
293.278,25,25,0
293.780,25,25,0
294.278,26,26,0
294.779,26,26,0
295.280,26,26,0
295.783,26,26,0
296.281,26,26,0
296.778,27,27,0
297.279,27,27,0
297.778,27,27,0
298.278,27,27,0
298.779,27,27,0
299.278,27,27,0
299.778,27,27,0
300.278,27,27,0
300.781,28,28,0
301.278,28,28,0
301.781,28,28,0
302.278,28,28,0
302.783,28,28,0
303.278,28,28,0
303.778,28,28,0
304.278,28,28,0
304.778,28,28,0
305.278,28,28,0
305.778,28,28,0
306.279,28,28,0
306.778,29,29,0
307.283,29,29,0
307.778,29,29,0
308.278,30,30,0
308.778,30,30,0
309.278,30,30,0
309.778,30,30,0
310.278,30,30,0
310.778,30,30,0
311.278,30,30,0
311.782,30,30,0
312.278,30,30,0
312.778,30,30,0
313.278,31,31,0
313.778,31,31,0
314.278,31,31,0
314.783,31,31,0
315.278,31,31,0
315.781,31,31,0
316.278,31,31,0
316.778,31,31,0
317.278,32,32,0
317.778,32,32,0
318.278,32,32,0
318.778,32,32,0
319.278,32,32,0
319.778,32,32,0
320.278,32,32,0
320.778,33,33,0
321.278,33,33,0
321.783,33,33,0
322.278,33,33,0
322.778,33,33,0
323.278,33,33,0
323.778,33,33,0
324.278,33,33,0
324.785,33,33,0
325.278,33,33,0
325.778,33,33,0
326.280,33,33,0
326.778,34,34,0
327.278,34,34,0
327.778,34,34,0
328.278,34,34,0
328.778,34,34,0
329.282,34,34,0
329.778,34,34,0
330.279,34,34,0
330.778,34,34,0
331.278,34,34,0
331.781,34,34,0
332.278,34,34,0
332.778,34,34,0
333.278,34,34,0
333.778,34,34,0
334.278,34,34,0
334.778,34,34,0
335.278,34,34,0
335.778,34,34,0
336.278,34,34,0
336.780,34,34,0
337.278,34,34,0
337.778,34,34,0
338.278,34,34,0
338.778,34,34,0
339.281,34,34,0
339.778,34,34,0
340.282,34,34,0
340.778,34,34,0
341.278,34,34,0
341.778,34,34,0
342.281,34,34,0
342.778,34,34,0
343.278,34,34,0
343.778,34,34,0
344.278,34,34,0
344.778,34,34,0
345.281,34,34,0
345.778,34,34,0
346.279,34,34,0
346.778,34,34,0
347.281,34,34,0
347.780,34,34,0
348.278,34,34,0
348.778,34,34,0
349.278,34,34,0
349.778,34,34,0
350.278,34,34,0
350.778,34,34,0
351.278,34,34,0
351.778,34,34,0
352.278,34,34,0
352.778,34,34,0
353.278,34,34,0
353.778,34,34,0
354.278,34,34,0
354.778,34,34,0
355.280,34,34,0
355.778,34,34,0
356.278,34,34,0
356.778,34,34,0
357.278,34,34,0
357.778,34,34,0
358.278,34,34,0
358.778,34,34,0
359.280,34,34,0
359.783,34,34,0
360.281,34,34,0
360.778,34,34,0
361.278,34,34,0
361.778,34,34,0
362.278,34,34,0
362.778,34,34,0
363.278,34,34,0
363.778,34,34,0
364.278,34,34,0
364.778,34,34,0
365.278,34,34,0
365.778,34,34,0
366.278,34,34,0
366.778,34,34,0
367.278,34,34,0
367.780,34,34,0
368.279,34,34,0
368.778,34,34,0
369.278,34,34,0
369.778,34,34,0
370.282,34,34,0
370.783,34,34,0
371.278,35,35,0
371.778,35,35,0
372.279,35,35,0
372.778,35,35,0
373.278,35,35,0
373.778,35,35,0
374.278,35,35,0
374.783,35,35,0
375.278,35,35,0
375.778,35,35,0
376.278,35,35,0
376.778,35,35,0
377.278,35,35,0
377.778,35,35,0
378.278,35,35,0
378.778,35,35,0
379.278,35,35,0
379.778,35,35,0
380.278,35,35,0
380.781,35,35,0
381.281,35,35,0
381.778,35,35,0
382.283,35,35,0
382.782,35,35,0
383.278,35,35,0
383.778,35,35,0
384.278,35,35,0
384.782,35,35,0
385.279,35,35,0
385.778,35,35,0
386.278,35,35,0
386.778,35,35,0
387.278,35,35,0
387.780,35,35,0
388.280,35,35,0
388.778,35,35,0
389.278,35,35,0
389.778,35,35,0
390.278,35,35,0
390.778,35,35,0
391.278,35,35,0
391.778,35,35,0
392.283,35,35,0
392.778,35,35,0
393.282,35,35,0
393.778,35,35,0
394.278,35,35,0
394.778,35,35,0
395.278,35,35,0
395.778,35,35,0
396.278,35,35,0
396.783,35,35,0
397.278,35,35,0
397.783,35,35,0
398.283,35,35,0
398.778,35,35,0
399.278,35,35,0
399.778,35,35,0
400.282,36,36,0
400.778,36,36,0
401.279,36,36,0
401.778,36,36,0
402.281,36,36,0
402.778,36,36,0
403.278,37,37,0
403.778,37,37,0
404.280,37,37,0
404.778,37,37,0
405.278,37,37,0
405.778,37,37,0
406.278,37,37,0
406.778,37,37,0
407.278,37,37,0
407.778,37,37,0
408.278,37,37,0
408.778,37,37,0
409.278,37,37,0
409.780,37,37,0
410.278,37,37,0
410.778,38,38,0
411.278,38,38,0
411.778,38,38,0
412.282,38,38,0
412.778,38,38,0
413.278,39,39,0
413.778,39,39,0
414.278,39,39,0
414.778,39,39,0
415.278,39,39,0
415.778,39,39,0
416.278,39,39,0
416.778,39,39,0
417.278,39,39,0
417.778,39,39,0
418.278,39,39,0
418.778,39,39,0
419.278,39,39,0
419.780,39,39,0
420.278,39,39,0
420.778,39,39,0
421.281,39,39,0
421.782,39,39,0
422.278,39,39,0
422.778,39,39,0
423.282,39,39,0
423.778,39,39,0
424.279,39,39,0
424.783,39,39,0
425.278,39,39,0
425.779,39,39,0
426.279,39,39,0
426.779,39,39,0
427.278,39,39,0
427.778,39,39,0
428.280,39,39,0
428.778,39,39,0
429.278,39,39,0
429.778,39,39,0
430.278,39,39,0
430.778,39,39,0
431.283,39,39,0
431.778,39,39,0
432.278,39,39,0
432.779,39,39,0
433.281,39,39,0
433.782,39,39,0
434.278,39,39,0
434.778,39,39,0
435.278,39,39,0
435.781,39,39,0
436.283,39,39,0
436.779,39,39,0
437.282,39,39,0
437.778,39,39,0
438.278,39,39,0
438.778,39,39,0
439.278,39,39,0
439.778,39,39,0
440.278,39,39,0
440.778,39,39,0
441.278,39,39,0
441.778,39,39,0
442.278,39,39,0
442.779,39,39,0
443.278,39,39,0
443.778,39,39,0
444.283,39,39,0
444.778,39,39,0
445.278,39,39,0
445.778,39,39,0
446.280,39,39,0
446.778,39,39,0
447.278,39,39,0
447.778,39,39,0
448.278,39,39,0
448.778,39,39,0
449.281,39,39,0
449.778,39,39,0
450.278,39,39,0
450.782,39,39,0
451.278,39,39,0
451.778,39,39,0
452.278,39,39,0
452.778,39,39,0
453.278,39,39,0
453.778,39,39,0
454.278,39,39,0
454.778,39,39,0
455.281,39,39,0
455.782,39,39,0
456.278,39,39,0
456.781,39,39,0
457.281,39,39,0
457.778,39,39,0
458.278,39,39,0
458.782,39,39,0
459.278,39,39,0
459.778,39,39,0
460.278,39,39,0
460.778,39,39,0
461.278,39,39,0
461.778,39,39,0
462.278,39,39,0
462.778,39,39,0
463.278,39,39,0
463.778,39,39,0
464.278,39,39,0
464.778,39,39,0
465.280,39,39,0
465.778,39,39,0
466.278,39,39,0
466.785,39,39,0
467.278,39,39,0
467.778,39,39,0
468.279,39,39,0
468.778,39,39,0
469.278,39,39,0
469.778,39,39,0
470.278,39,39,0
470.781,39,39,0
471.278,39,39,0
471.778,39,39,0
472.284,39,39,0
472.778,39,39,0
473.278,39,39,0
473.778,39,39,0
474.278,39,39,0
474.778,39,39,0
475.278,39,39,0
475.778,39,39,0
476.278,39,39,0
476.778,39,39,0
477.278,39,39,0
477.778,39,39,0
478.278,39,39,0
478.778,39,39,0
479.281,39,39,0
479.781,39,39,0
480.278,39,39,0
480.778,39,39,0
481.278,39,39,0
481.778,39,39,0
482.278,39,39,0
482.778,39,39,0
483.278,39,39,0
483.778,39,39,0
484.278,39,39,0
484.778,39,39,0
485.278,39,39,0
485.778,39,39,0
486.278,39,39,0
486.778,39,39,0
487.278,39,39,0
487.778,39,39,0
488.278,39,39,0
488.778,39,39,0
489.278,39,39,0
489.778,39,39,0
490.278,39,39,0
490.778,39,39,0
491.278,39,39,0
491.778,39,39,0
492.283,39,39,0
492.778,39,39,0
493.278,39,39,0
493.778,39,39,0
494.278,39,39,0
494.782,39,39,0
495.278,39,39,0
495.778,39,39,0
496.278,39,39,0
496.778,39,39,0
497.278,39,39,0
497.780,39,39,0
498.278,39,39,0
498.778,39,39,0
499.278,39,39,0
499.809,39,39,0
