wall_time,source,target,decision,skip_reason,source_zone,source_zone_active,source_zone_age_s,target_zone,target_zone_active,target_zone_age_s,distance_m,warning_distance_m,source_pose_fresh,target_pose_fresh,source_pose_age_s,target_pose_age_s,warning_zone,bearing_deg,zone_reason
1783590064.395715,robot_0,robot_2,skipped,target_zone_active,CORNER,true,0.047882,CORNER,true,0.037618,0.000013,1.000000,true,true,0.046088,0.045075,CORNER,-90.180133,critical_distance
1783590064.395715,robot_0,robot_1,skipped,target_zone_active,CORNER,true,0.047882,CORNER,true,0.003861,0.002500,1.000000,true,true,0.046088,0.045330,CORNER,0.232047,critical_distance
1783590064.395715,robot_0,robot_3,skipped,target_zone_active,CORNER,true,0.047882,LEFT,true,0.127419,0.003500,1.000000,true,true,0.046088,0.044855,CORNER,-0.279930,critical_distance
1783590064.395715,robot_0,robot_4,skipped,target_zone_active,CORNER,true,0.047882,CORNER,true,0.013007,0.001892,1.000000,true,true,0.046088,0.044642,CORNER,-1.336049,critical_distance
1783590064.495894,robot_0,robot_2,skipped,target_zone_active,CORNER,true,0.148061,CORNER,true,0.137797,0.002229,1.000000,true,true,0.045314,0.044611,CORNER,-13.936713,critical_distance
1783590064.495894,robot_0,robot_1,skipped,target_zone_active,CORNER,true,0.148061,CORNER,true,0.104039,0.027628,1.000000,true,true,0.045314,0.045181,CORNER,0.089161,critical_distance
1783590064.495894,robot_0,robot_3,skipped,target_zone_active,CORNER,true,0.148061,LEFT,true,0.227598,0.030128,1.000000,true,true,0.045314,0.045023,CORNER,-0.221783,critical_distance
1783590064.495894,robot_0,robot_4,skipped,target_zone_active,CORNER,true,0.148061,CORNER,true,0.113185,0.022056,1.000000,true,true,0.045314,0.045669,CORNER,-3.101384,critical_distance
1783590064.595831,robot_0,robot_2,skipped,target_zone_active,CORNER,true,0.247998,CORNER,true,0.237734,0.005803,1.000000,true,true,0.045009,0.044666,CORNER,-12.537999,critical_distance
1783590064.595831,robot_0,robot_1,skipped,target_zone_active,CORNER,true,0.247998,CORNER,true,0.203976,0.053853,1.000000,true,true,0.045009,0.045722,CORNER,0.060404,critical_distance
1783590064.595831,robot_0,robot_3,skipped,target_zone_active,CORNER,true,0.247998,LEFT,true,0.327535,0.041603,1.000000,true,true,0.045009,0.044298,CORNER,-0.217488,critical_distance
1783590064.595831,robot_0,robot_4,skipped,target_zone_active,CORNER,true,0.247998,CORNER,true,0.213122,0.033530,1.000000,true,true,0.045009,0.044032,CORNER,-6.900059,critical_distance
1783590064.695844,robot_0,robot_2,skipped,target_zone_active,CORNER,true,0.348011,CORNER,true,0.337747,0.005625,1.000000,true,true,0.044132,0.043829,CORNER,-179.885279,critical_distance
1783590064.695844,robot_0,robot_1,skipped,target_zone_active,CORNER,true,0.348011,CORNER,true,0.303989,0.061032,1.000000,true,true,0.044132,0.043977,CORNER,0.038844,critical_distance
1783590064.695844,robot_0,robot_3,skipped,target_zone_active,CORNER,true,0.348011,LEFT,true,0.427548,0.028782,1.000000,true,true,0.044132,0.044634,CORNER,-0.222511,critical_distance
1783590064.695844,robot_0,robot_4,skipped,target_zone_active,CORNER,true,0.348011,CORNER,true,0.313135,0.020709,1.000000,true,true,0.044132,0.043685,CORNER,-11.418492,critical_distance
1783590064.795826,robot_0,robot_2,skipped,source_zone_inactive,CLEAR,false,0.020108,CORNER,true,0.004427,0.008370,1.000000,true,true,0.044133,0.043877,CORNER,161.840940,critical_distance
1783590064.795826,robot_0,robot_1,skipped,source_zone_inactive,CLEAR,false,0.020108,CORNER,true,0.403971,0.061032,1.000000,true,true,0.044133,0.044005,CORNER,0.016295,critical_distance
1783590064.795826,robot_0,robot_3,skipped,source_zone_inactive,CLEAR,false,0.020108,LEFT,true,0.527530,0.008782,1.000000,true,true,0.044133,0.043763,CORNER,-0.259635,critical_distance
1783590064.795826,robot_0,robot_4,skipped,source_zone_inactive,CLEAR,false,0.020108,CORNER,true,0.413117,0.004408,1.000000,true,true,0.044133,0.044678,CORNER,-5.085811,critical_distance
1783590064.895850,robot_0,robot_2,skipped,source_zone_inactive,CLEAR,false,0.120132,CORNER,true,0.104450,0.008053,1.000000,true,true,0.044700,0.044316,CORNER,141.415889,critical_distance
1783590064.895850,robot_0,robot_1,skipped,source_zone_inactive,CLEAR,false,0.120132,CORNER,true,0.503995,0.062282,1.000000,true,true,0.044700,0.044499,CORNER,-0.004471,critical_distance
1783590064.895850,robot_0,robot_3,skipped,source_zone_inactive,CLEAR,false,0.120132,LEFT,true,0.627553,0.009718,1.000000,true,true,0.044700,0.045290,CORNER,179.842068,critical_distance
1783590064.895850,robot_0,robot_4,skipped,source_zone_inactive,CLEAR,false,0.120132,CORNER,true,0.513141,0.007564,1.000000,true,true,0.044700,0.044161,CORNER,37.800620,critical_distance
1783590064.995836,robot_0,robot_2,skipped,source_zone_inactive,CLEAR,false,0.220119,CORNER,true,0.204437,0.012435,1.000000,true,true,0.044415,0.044784,CORNER,25.475987,critical_distance
1783590064.995836,robot_0,robot_1,skipped,source_zone_inactive,CLEAR,false,0.220119,CLEAR,false,0.074111,0.064782,1.000000,true,true,0.044415,0.044319,CORNER,-0.006953,critical_distance
1783590064.995836,robot_0,robot_3,skipped,source_zone_inactive,CLEAR,false,0.220119,CORNER,true,0.094122,0.012218,1.000000,true,true,0.044415,0.044233,CORNER,179.780623,critical_distance
1783590064.995836,robot_0,robot_4,skipped,source_zone_inactive,CLEAR,false,0.220119,CLEAR,false,0.082501,0.024244,1.000000,true,true,0.044415,0.044148,CORNER,12.496902,critical_distance
