wall_time,source,target,decision,skip_reason,source_zone,source_zone_active,source_zone_age_s,target_zone,target_zone_active,target_zone_age_s,distance_m,warning_distance_m,source_pose_fresh,target_pose_fresh,source_pose_age_s,target_pose_age_s,warning_zone,bearing_deg,zone_reason
1783590064.318204,robot_3,robot_2,sent,,LEFT,true,0.050122,CLEAR,false,,0.000750,1.000000,true,true,0.016687,0.017633,CORNER,179.985676,critical_distance
1783590064.318204,robot_3,robot_0,sent,,LEFT,true,0.050122,CLEAR,false,,0.000750,1.000000,true,true,0.016687,0.016994,CORNER,-179.988541,critical_distance
1783590064.318204,robot_3,robot_1,sent,,LEFT,true,0.050122,CLEAR,false,,0.000000,1.000000,true,true,0.016687,0.016843,CORNER,90.005730,critical_distance
1783590064.318204,robot_3,robot_4,sent,,LEFT,true,0.050122,CLEAR,false,,0.000750,1.000000,true,true,0.016687,0.016557,CORNER,179.994270,critical_distance
1783590064.418188,robot_3,robot_2,skipped,target_zone_active,LEFT,true,0.150106,CORNER,true,0.060063,0.015127,1.000000,true,true,0.016940,0.017090,CORNER,179.654849,critical_distance
1783590064.418188,robot_3,robot_0,skipped,target_zone_active,LEFT,true,0.150106,CORNER,true,0.070424,0.015266,1.000000,true,true,0.016940,0.017260,CORNER,179.969267,critical_distance
1783590064.418188,robot_3,robot_1,skipped,target_zone_active,LEFT,true,0.150106,CORNER,true,0.026047,0.002750,1.000000,true,true,0.016940,0.017878,CORNER,179.687484,critical_distance
1783590064.418188,robot_3,robot_4,skipped,target_zone_active,LEFT,true,0.150106,CORNER,true,0.035336,0.005967,1.000000,true,true,0.016940,0.016788,CORNER,179.677998,critical_distance
1783590064.518252,robot_3,robot_2,skipped,target_zone_active,LEFT,true,0.250170,CORNER,true,0.160127,0.034774,1.000000,true,true,0.016047,0.017543,CORNER,178.052043,critical_distance
1783590064.518252,robot_3,robot_0,skipped,target_zone_active,LEFT,true,0.250170,CORNER,true,0.170488,0.038990,1.000000,true,true,0.016047,0.016481,CORNER,179.987967,critical_distance
1783590064.518252,robot_3,robot_1,skipped,target_zone_active,LEFT,true,0.250170,CORNER,true,0.126111,0.002500,1.000000,true,true,0.016047,0.016238,CORNER,0.343773,critical_distance
1783590064.518252,robot_3,robot_4,skipped,target_zone_active,LEFT,true,0.250170,CORNER,true,0.135400,0.008075,1.000000,true,true,0.016047,0.017259,CORNER,176.674369,critical_distance
1783590064.618163,robot_3,robot_2,skipped,target_zone_active,LEFT,true,0.350081,CORNER,true,0.260038,0.035868,1.000000,true,true,0.016141,0.016284,CORNER,175.768881,critical_distance
1783590064.618163,robot_3,robot_0,skipped,target_zone_active,LEFT,true,0.350081,CORNER,true,0.270400,0.037965,1.000000,true,true,0.016141,0.017076,CORNER,179.987642,critical_distance
1783590064.618163,robot_3,robot_1,skipped,target_zone_active,LEFT,true,0.350081,CORNER,true,0.226022,0.022250,1.000000,true,true,0.016141,0.016447,CORNER,0.038626,critical_distance
1783590064.618163,robot_3,robot_4,skipped,target_zone_active,LEFT,true,0.350081,CORNER,true,0.235311,0.008075,1.000000,true,true,0.016141,0.016011,CORNER,172.360433,critical_distance
1783590064.718162,robot_3,robot_2,skipped,target_zone_active,LEFT,true,0.450080,CORNER,true,0.360037,0.026925,1.000000,true,true,0.017247,0.016281,CORNER,172.166434,critical_distance
1783590064.718162,robot_3,robot_0,skipped,target_zone_active,LEFT,true,0.450080,CORNER,true,0.370399,0.018782,1.000000,true,true,0.017247,0.016591,CORNER,179.975020,critical_distance
1783590064.718162,robot_3,robot_1,skipped,target_zone_active,LEFT,true,0.450080,CORNER,true,0.326021,0.042250,1.000000,true,true,0.017247,0.016427,CORNER,0.020342,critical_distance
1783590064.718162,robot_3,robot_4,skipped,target_zone_active,LEFT,true,0.450080,CORNER,true,0.335310,0.008075,1.000000,true,true,0.017247,0.016138,CORNER,168.020823,critical_distance
1783590064.818070,robot_3,robot_2,skipped,target_zone_active,LEFT,true,0.549988,CORNER,true,0.026793,0.007649,1.000000,true,true,0.017481,0.016937,CORNER,150.532115,critical_distance
1783590064.818070,robot_3,robot_0,sent,,LEFT,true,0.549988,CLEAR,false,0.042320,0.001218,1.000000,true,true,0.017481,0.017135,CORNER,0.385164,critical_distance
1783590064.818070,robot_3,robot_1,skipped,target_zone_active,LEFT,true,0.549988,CORNER,true,0.425929,0.062250,1.000000,true,true,0.017481,0.017030,CORNER,0.013806,critical_distance
1783590064.818070,robot_3,robot_4,skipped,target_zone_active,LEFT,true,0.549988,CORNER,true,0.435218,0.005544,1.000000,true,true,0.017481,0.016824,CORNER,19.961686,critical_distance
1783590064.918165,robot_3,robot_2,skipped,target_zone_active,CORNER,true,0.016156,CORNER,true,0.126889,0.013861,1.000000,true,true,0.016623,0.017595,CORNER,15.750693,critical_distance
1783590064.918165,robot_3,robot_0,sent,,CORNER,true,0.016156,CLEAR,false,0.142415,0.012218,1.000000,true,true,0.016623,0.016960,CORNER,0.038400,critical_distance
1783590064.918165,robot_3,robot_1,skipped,target_zone_active,CORNER,true,0.016156,CORNER,true,0.526025,0.077000,1.000000,true,true,0.016623,0.016789,CORNER,0.011161,critical_distance
1783590064.918165,robot_3,robot_4,sent,,CORNER,true,0.016156,CLEAR,false,0.004742,0.025306,1.000000,true,true,0.016623,0.016478,CORNER,3.390294,critical_distance
1783590065.018199,robot_3,robot_2,skipped,target_zone_active,CORNER,true,0.116190,CORNER,true,0.226923,0.033552,1.000000,true,true,0.016531,0.016675,CORNER,6.438859,critical_distance
1783590065.018199,robot_3,robot_0,sent,,CORNER,true,0.116190,CLEAR,false,0.242450,0.012218,1.000000,true,true,0.016531,0.017466,CORNER,0.657194,critical_distance
1783590065.018199,robot_3,robot_1,sent,,CORNER,true,0.116190,CLEAR,false,0.096489,0.072000,1.000000,true,true,0.016531,0.016845,CORNER,0.011937,critical_distance
1783590065.018199,robot_3,robot_4,sent,,CORNER,true,0.116190,CLEAR,false,0.104776,0.045288,1.000000,true,true,0.016531,0.016391,CORNER,1.772135,critical_distance
1783590065.118128,robot_3,robot_2,skipped,target_zone_active,CORNER,true,0.216119,CORNER,true,0.326851,0.037643,1.000000,true,true,0.017256,0.017341,CORNER,6.822261,critical_distance
1783590065.118128,robot_3,robot_0,sent,,CORNER,true,0.216119,CLEAR,false,0.342378,0.005225,1.000000,true,true,0.017256,0.017533,CORNER,0.772168,critical_distance
1783590065.118128,robot_3,robot_1,sent,,CORNER,true,0.216119,CLEAR,false,0.196417,0.052254,1.000000,true,true,0.017256,0.017430,CORNER,-0.218384,critical_distance
1783590065.118128,robot_3,robot_4,sent,,CORNER,true,0.216119,CLEAR,false,0.204705,0.058661,1.000000,true,true,0.017256,0.017941,CORNER,3.334380,critical_distance
1783590065.218096,robot_3,robot_2,skipped,target_zone_active,CORNER,true,0.316087,CORNER,true,0.426819,0.018612,1.000000,true,true,0.017144,0.017282,CORNER,20.781110,critical_distance
1783590065.218096,robot_3,robot_0,sent,,CORNER,true,0.316087,CLEAR,false,0.442346,0.014793,1.000000,true,true,0.017144,0.017457,CORNER,-169.657828,critical_distance
