wall_time,source,target,decision,skip_reason,source_zone,source_zone_active,source_zone_age_s,target_zone,target_zone_active,target_zone_age_s,distance_m,warning_distance_m,source_pose_fresh,target_pose_fresh,source_pose_age_s,target_pose_age_s,warning_zone,bearing_deg,zone_reason
1783590064.308840,robot_1,robot_2,skipped,source_zone_inactive,CLEAR,false,,CLEAR,false,,0.000750,1.000000,true,true,0.007472,0.008287,CORNER,179.991406,critical_distance
1783590064.308840,robot_1,robot_0,skipped,source_zone_inactive,CLEAR,false,,CLEAR,false,,0.000750,1.000000,true,true,0.007472,0.007621,CORNER,-179.982811,critical_distance
1783590064.308840,robot_1,robot_3,skipped,source_zone_inactive,CLEAR,false,,LEFT,true,0.040543,0.000000,1.000000,true,true,0.007472,0.007320,CORNER,-90.011459,critical_distance
1783590064.308840,robot_1,robot_4,skipped,source_zone_inactive,CLEAR,false,,CLEAR,false,,0.000750,1.000000,true,true,0.007472,0.007190,CORNER,180.000000,critical_distance
1783590064.408845,robot_1,robot_2,skipped,target_zone_active,CORNER,true,0.016976,CORNER,true,0.050657,0.012378,1.000000,true,true,0.008599,0.007890,CORNER,179.857649,critical_distance
1783590064.408845,robot_1,robot_0,skipped,target_zone_active,CORNER,true,0.016976,CORNER,true,0.061102,0.012516,1.000000,true,true,0.008599,0.008058,CORNER,-179.953701,critical_distance
1783590064.408845,robot_1,robot_3,skipped,target_zone_active,CORNER,true,0.016976,LEFT,true,0.140547,0.002750,1.000000,true,true,0.008599,0.007738,CORNER,-0.587535,critical_distance
1783590064.408845,robot_1,robot_4,skipped,target_zone_active,CORNER,true,0.016976,CORNER,true,0.026136,0.003218,1.000000,true,true,0.008599,0.007592,CORNER,-179.171493,critical_distance
1783590064.508791,robot_1,robot_2,skipped,target_zone_active,CORNER,true,0.116922,CORNER,true,0.150603,0.037273,1.000000,true,true,0.007913,0.007833,CORNER,177.987420,critical_distance
1783590064.508791,robot_1,robot_0,skipped,target_zone_active,CORNER,true,0.116922,CORNER,true,0.161048,0.041490,1.000000,true,true,0.007913,0.007999,CORNER,-179.994740,critical_distance
1783590064.508791,robot_1,robot_3,skipped,target_zone_active,CORNER,true,0.116922,LEFT,true,0.240493,0.002500,1.000000,true,true,0.007913,0.007740,CORNER,-179.931246,critical_distance
1783590064.508791,robot_1,robot_4,skipped,target_zone_active,CORNER,true,0.116922,CORNER,true,0.126082,0.010575,1.000000,true,true,0.007913,0.008388,CORNER,176.469525,critical_distance
1783590064.608828,robot_1,robot_2,skipped,target_zone_active,CORNER,true,0.216959,CORNER,true,0.250640,0.058114,1.000000,true,true,0.007467,0.007383,CORNER,175.257565,critical_distance
1783590064.608828,robot_1,robot_0,skipped,target_zone_active,CORNER,true,0.216959,CORNER,true,0.261085,0.060215,1.000000,true,true,0.007467,0.007850,CORNER,179.981055,critical_distance
1783590064.608828,robot_1,robot_3,skipped,target_zone_active,CORNER,true,0.216959,LEFT,true,0.340530,0.022250,1.000000,true,true,0.007467,0.007740,CORNER,179.763607,critical_distance
1783590064.608828,robot_1,robot_4,skipped,target_zone_active,CORNER,true,0.216959,CORNER,true,0.226119,0.030323,1.000000,true,true,0.007467,0.007306,CORNER,171.500778,critical_distance
1783590064.708905,robot_1,robot_2,skipped,target_zone_active,CORNER,true,0.317036,CORNER,true,0.350717,0.069175,1.000000,true,true,0.007224,0.007075,CORNER,172.482366,critical_distance
1783590064.708905,robot_1,robot_0,skipped,target_zone_active,CORNER,true,0.317036,CORNER,true,0.361161,0.061032,1.000000,true,true,0.007224,0.007398,CORNER,179.958760,critical_distance
