time_s,collisions_total,collisions_robot,collisions_obstacle
0.000,0,0,0
14.666,1,1,0
14.667,2,2,0
20.450,3,3,0
20.451,4,4,0
21.819,5,4,1
23.398,6,5,1
23.399,7,6,1
23.945,8,6,2
23.961,9,6,3
25.404,10,7,3
25.404,11,8,3
34.451,12,8,4
62.957,13,9,4
62.957,14,10,4
80.598,15,11,4
80.598,16,12,4
93.450,17,13,4
93.451,18,14,4
100.460,19,15,4
100.460,20,16,4
101.085,21,17,4
101.085,22,18,4
104.510,23,19,4
104.511,24,20,4
105.045,25,21,4
105.045,26,22,4
105.091,27,23,4
105.092,28,24,4
106.512,29,25,4
106.512,30,26,4
111.112,31,26,5
111.713,32,27,5
111.713,33,28,5
113.490,34,29,5
113.491,35,30,5
116.477,36,30,6
117.518,37,30,7
121.510,38,31,7
121.511,39,32,7
124.197,40,33,7
124.197,41,34,7
126.442,42,35,7
126.442,43,36,7
133.115,44,36,8
148.511,45,36,9
160.487,46,37,9
160.487,47,38,9
169.982,48,39,9
169.982,49,40,9
170.511,50,41,9
170.511,51,42,9
185.121,52,42,10
194.544,53,42,11
218.025,54,43,11
218.026,55,44,11
219.034,56,45,11
219.034,57,46,11
240.558,58,47,11
240.558,59,48,11
244.461,60,49,11
244.461,61,50,11
249.528,62,51,11
249.528,63,52,11
250.582,64,53,11
250.583,65,54,11
269.080,66,55,11
269.080,67,56,11
274.623,68,57,11
274.623,69,58,11
276.058,70,59,11
276.058,71,60,11
279.055,72,61,11
279.055,73,62,11
280.530,74,63,11
280.530,75,64,11
281.043,76,64,12
295.064,77,65,12
295.064,78,66,12
326.182,79,66,13
329.064,80,66,14
329.064,81,66,15
331.051,82,66,16
334.186,83,66,17
343.095,84,67,17
343.095,85,68,17
353.029,86,69,17
353.029,87,70,17
354.519,88,71,17
354.519,89,72,17
358.055,90,73,17
358.055,91,74,17
359.563,92,75,17
359.563,93,76,17
363.131,94,77,17
363.131,95,78,17
375.118,96,79,17
375.118,97,80,17
376.059,98,81,17
376.059,99,82,17
379.550,100,83,17
379.550,101,84,17
380.616,102,85,17
380.617,103,86,17
382.178,104,87,17
382.178,105,88,17
395.107,106,89,17
395.107,107,90,17
395.564,108,91,17
395.564,109,92,17
395.565,110,93,17
395.566,111,94,17
396.538,112,95,17
396.538,113,95,18
396.538,114,96,18
399.571,115,96,19
401.057,116,97,19
401.057,117,98,19
401.058,118,98,20
404.061,119,99,20
404.061,120,100,20
404.582,121,100,21
408.165,122,101,21
408.166,123,102,21
412.036,124,102,22
413.635,125,103,22
413.635,126,104,22
419.697,127,105,22
419.698,128,106,22
424.616,129,107,22
424.616,130,108,22
431.110,131,109,22
431.110,132,110,22
434.717,133,111,22
434.718,134,112,22
439.126,135,113,22
439.126,136,114,22
440.515,137,115,22
440.515,138,116,22
442.061,139,116,23
445.063,140,116,24
449.167,141,117,24
449.179,142,118,24
451.177,143,118,25
454.554,144,118,26
455.144,145,118,27
457.545,146,118,28
496.074,147,119,28
496.075,148,120,28
