bump_total,stamp_sec,stamp_nsec,bump_type,key,entity_a,entity_b,robot,frame_index_oldest_first,frame_wall_time,frame_stamp_sec,frame_stamp_nsec,encoding,height,width,npy_path,pgm_path
1,161,830000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,0,1783679946.753714,159,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_robot_4/robot_3/frame_00_159_500000000.npy,collision_depth_frames/bump_0001_robot_3_robot_4/robot_3/frame_00_159_500000000.pgm
1,161,830000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,1,1783679947.270788,160,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_robot_4/robot_3/frame_01_160_0.npy,collision_depth_frames/bump_0001_robot_3_robot_4/robot_3/frame_01_160_0.pgm
1,161,830000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,2,1783679947.762095,160,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_robot_4/robot_3/frame_02_160_500000000.npy,collision_depth_frames/bump_0001_robot_3_robot_4/robot_3/frame_02_160_500000000.pgm
1,161,830000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,3,1783679948.275916,161,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_robot_4/robot_3/frame_03_161_0.npy,collision_depth_frames/bump_0001_robot_3_robot_4/robot_3/frame_03_161_0.pgm
1,161,830000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,4,1783679948.755747,161,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_robot_4/robot_3/frame_04_161_500000000.npy,collision_depth_frames/bump_0001_robot_3_robot_4/robot_3/frame_04_161_500000000.pgm
1,161,830000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,0,1783679946.721325,159,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_robot_4/robot_4/frame_00_159_500000000.npy,collision_depth_frames/bump_0001_robot_3_robot_4/robot_4/frame_00_159_500000000.pgm
1,161,830000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,1,1783679947.228284,160,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_robot_4/robot_4/frame_01_160_0.npy,collision_depth_frames/bump_0001_robot_3_robot_4/robot_4/frame_01_160_0.pgm
1,161,830000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,2,1783679947.723452,160,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_robot_4/robot_4/frame_02_160_500000000.npy,collision_depth_frames/bump_0001_robot_3_robot_4/robot_4/frame_02_160_500000000.pgm
1,161,830000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,3,1783679948.232043,161,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_robot_4/robot_4/frame_03_161_0.npy,collision_depth_frames/bump_0001_robot_3_robot_4/robot_4/frame_03_161_0.pgm
1,161,830000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,4,1783679948.723100,161,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_robot_4/robot_4/frame_04_161_500000000.npy,collision_depth_frames/bump_0001_robot_3_robot_4/robot_4/frame_04_161_500000000.pgm
2,164,270000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,0,1783679949.268061,162,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_00_162_0.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_00_162_0.pgm
2,164,270000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,1,1783679949.765943,162,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_01_162_500000000.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_01_162_500000000.pgm
2,164,270000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,2,1783679950.260278,163,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_02_163_0.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_02_163_0.pgm
2,164,270000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,3,1783679950.790946,163,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_03_163_500000000.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_03_163_500000000.pgm
2,164,270000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,4,1783679951.277781,164,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_04_164_0.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_3/frame_04_164_0.pgm
2,164,270000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,0,1783679949.230837,162,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_00_162_0.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_00_162_0.pgm
2,164,270000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,1,1783679949.732323,162,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_01_162_500000000.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_01_162_500000000.pgm
2,164,270000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,2,1783679950.224856,163,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_02_163_0.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_02_163_0.pgm
2,164,270000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,3,1783679950.729188,163,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_03_163_500000000.npy,collision_depth_frames/bump_0002_robot_3_robot_4/robot_4/frame_03_163_500000000.pgm
