time_s,collisions_total,collisions_robot,collisions_obstacle
0.000,0,0,0
39.418,1,0,1
41.372,2,1,1
41.373,3,2,1
43.382,4,2,2
47.914,5,3,2
47.914,6,4,2
84.349,7,4,3
86.504,8,4,4
90.022,9,4,5
92.418,10,5,5
92.418,11,6,5
97.408,12,7,5
97.408,13,8,5
98.471,14,9,5
98.471,15,10,5
102.392,16,10,6
106.366,17,10,7
122.981,18,10,8
131.902,19,10,9
146.409,20,10,10
153.026,21,10,11
154.984,22,10,12
159.395,23,10,13
160.409,24,10,14
162.403,25,10,15
163.441,26,10,16
164.088,27,10,17
165.929,28,10,18
166.022,29,11,18
166.453,30,11,19
169.533,31,11,20
169.584,32,11,21
171.921,33,11,22
172.462,34,12,22
172.462,35,13,22
172.470,36,13,23
172.893,37,13,24
173.402,38,13,25
175.949,39,13,26
180.942,40,14,26
180.942,41,14,27
180.942,42,15,27
188.423,43,15,28
189.980,44,15,29
194.482,45,15,30
196.009,46,15,31
197.410,47,15,32
201.409,48,15,33
204.456,49,15,34
206.907,50,15,35
207.427,51,16,35
207.428,52,17,35
217.891,53,17,36
219.432,54,17,37
219.936,55,17,38
222.987,56,17,39
223.558,57,17,40
224.955,58,17,41
224.975,59,17,42
229.956,60,17,43
231.952,61,17,44
234.028,62,17,45
245.050,63,17,46
246.095,64,17,47
247.452,65,17,48
249.492,66,17,49
251.938,67,17,50
258.076,68,17,51
259.925,69,17,52
261.933,70,17,53
262.468,71,17,54
264.436,72,17,55
267.518,73,17,56
271.411,74,17,57
272.551,75,18,57
272.552,76,19,57
273.428,77,19,58
273.963,78,19,59
277.901,79,19,60
281.515,80,19,61
290.437,81,19,62
294.859,82,19,63
298.946,83,19,64
300.079,84,19,65
300.427,85,19,66
309.572,86,19,67
314.922,87,20,67
314.922,88,21,67
315.938,89,21,68
316.955,90,22,68
316.955,91,23,68
320.984,92,24,68
320.984,93,25,68
323.591,94,26,68
323.592,95,27,68
323.937,96,27,69
324.422,97,28,69
324.422,98,29,69
329.464,99,30,69
332.923,100,31,69
332.923,101,32,69
333.574,102,33,69
333.574,103,34,69
333.935,104,35,69
333.935,105,36,69
335.974,106,37,69
335.974,107,38,69
337.932,108,39,69
337.933,109,40,69
338.911,110,41,69
338.912,111,42,69
339.058,112,43,69
339.059,113,44,69
340.945,114,45,69
340.946,115,46,69
341.474,116,46,70
341.475,117,46,71
343.001,118,47,71
343.001,119,48,71
344.459,120,48,72
353.916,121,48,73
355.998,122,48,74
355.999,123,48,75
357.466,124,48,76
357.474,125,48,77
358.954,126,48,78
360.429,127,48,79
364.494,128,48,80
383.427,129,49,80
383.427,130,50,80
390.982,131,51,80
390.982,132,52,80
391.958,133,53,80
394.498,134,54,80
394.498,135,55,80
402.986,136,55,81
405.981,137,55,82
409.424,138,56,82
417.012,139,56,83
422.988,140,57,83
422.988,141,58,83
428.006,142,58,84
429.915,143,58,85
430.435,144,58,86
430.572,145,58,87
433.424,146,58,88
433.929,147,58,89
435.531,148,58,90
436.513,149,58,91
439.517,150,59,91
439.517,151,60,91
443.465,152,60,92
445.090,153,60,93
453.933,154,61,93
453.933,155,62,93
455.095,156,63,93
455.095,157,64,93
455.418,158,64,94
456.044,159,65,94
456.044,160,66,94
457.077,161,67,94
457.077,162,68,94
457.903,163,68,95
462.486,164,69,95
462.487,165,70,95
462.933,166,70,96
464.430,167,70,97
464.493,168,71,97
464.494,169,72,97
464.921,170,73,97
464.922,171,74,97
467.035,172,75,97
468.427,173,75,98
469.948,174,76,98
469.948,175,77,98
470.447,176,77,99
474.424,177,78,99
474.424,178,79,99
475.453,179,80,99
475.453,180,81,99
479.062,181,82,99
486.470,182,83,99
486.471,183,84,99
487.449,184,85,99
489.994,185,86,99
489.995,186,87,99
491.472,187,88,99
491.472,188,89,99
491.473,189,90,99
491.473,190,91,99
492.452,191,92,99
492.452,192,93,99
494.443,193,93,100
