wall_time,source,target,decision,skip_reason,source_zone,source_zone_active,source_zone_age_s,target_zone,target_zone_active,target_zone_age_s,distance_m,warning_distance_m,source_pose_fresh,target_pose_fresh,source_pose_age_s,target_pose_age_s,warning_zone,bearing_deg,zone_reason
1783590422.798696,robot_2,robot_3,skipped,target_zone_active,CORNER,true,0.105652,LEFT,true,0.114802,0.001554,1.000000,true,true,0.021979,0.021827,CORNER,179.532789,critical_distance
1783590422.798696,robot_2,robot_0,skipped,target_zone_active,CORNER,true,0.105652,CORNER,true,0.126117,0.004500,1.000000,true,true,0.021979,0.022151,CORNER,-0.200058,critical_distance
1783590422.798696,robot_2,robot_1,skipped,target_zone_active,CORNER,true,0.105652,CORNER,true,0.096641,0.003250,1.000000,true,true,0.021979,0.022838,CORNER,0.291547,critical_distance
1783590422.798696,robot_2,robot_4,skipped,target_zone_active,CORNER,true,0.105652,CORNER,true,0.081267,0.001135,1.000000,true,true,0.021979,0.021672,CORNER,179.360298,critical_distance
1783590422.898537,robot_2,robot_3,skipped,target_zone_active,CORNER,true,0.205493,LEFT,true,0.214643,0.003877,1.000000,true,true,0.021683,0.022992,CORNER,179.691548,critical_distance
1783590422.898537,robot_2,robot_0,skipped,target_zone_active,CORNER,true,0.205493,CORNER,true,0.225957,0.005250,1.000000,true,true,0.021683,0.022200,CORNER,-2.069190,critical_distance
1783590422.898537,robot_2,robot_1,skipped,target_zone_active,CORNER,true,0.205493,CORNER,true,0.196482,0.004018,1.000000,true,true,0.021683,0.021930,CORNER,1.988103,critical_distance
1783590422.898537,robot_2,robot_4,skipped,target_zone_active,CORNER,true,0.205493,CORNER,true,0.181108,0.009498,1.000000,true,true,0.021683,0.021463,CORNER,179.874101,critical_distance
1783590422.998500,robot_2,robot_3,skipped,target_zone_active,CORNER,true,0.305456,LEFT,true,0.314606,0.003877,1.000000,true,true,0.021958,0.020459,CORNER,-179.534959,critical_distance
1783590422.998500,robot_2,robot_0,skipped,target_zone_active,CORNER,true,0.305456,CORNER,true,0.325921,0.005250,1.000000,true,true,0.021958,0.021034,CORNER,-5.278596,critical_distance
1783590422.998500,robot_2,robot_1,skipped,target_zone_active,CORNER,true,0.305456,CORNER,true,0.296445,0.004018,1.000000,true,true,0.021958,0.020737,CORNER,4.617952,critical_distance
1783590422.998500,robot_2,robot_4,skipped,target_zone_active,CORNER,true,0.305456,CORNER,true,0.281071,0.004248,1.000000,true,true,0.021958,0.020190,CORNER,179.718506,critical_distance
1783590423.098535,robot_2,robot_3,skipped,target_zone_active,CORNER,true,0.405490,LEFT,true,0.414641,0.003877,1.000000,true,true,0.021844,0.021595,CORNER,-177.042593,critical_distance
1783590423.098535,robot_2,robot_0,skipped,target_zone_active,CORNER,true,0.405490,CORNER,true,0.425955,0.005250,1.000000,true,true,0.021844,0.020916,CORNER,-8.538346,critical_distance
1783590423.098535,robot_2,robot_1,skipped,target_zone_active,CORNER,true,0.405490,CORNER,true,0.396480,0.004018,1.000000,true,true,0.021844,0.022827,CORNER,7.253526,critical_distance
1783590423.098535,robot_2,robot_4,skipped,target_zone_active,CORNER,true,0.405490,CORNER,true,0.381106,0.015502,1.000000,true,true,0.021844,0.021413,CORNER,0.077138,critical_distance
1783590423.198514,robot_2,robot_3,skipped,target_zone_active,CORNER,true,0.505470,LEFT,true,0.514620,0.003877,1.000000,true,true,0.021171,0.020997,CORNER,-172.831353,critical_distance
1783590423.198514,robot_2,robot_0,sent,,CORNER,true,0.505470,CLEAR,false,0.003482,0.005250,1.000000,true,true,0.021171,0.021970,CORNER,-11.798096,critical_distance
1783590423.198514,robot_2,robot_1,skipped,target_zone_active,CORNER,true,0.505470,CORNER,true,0.496459,0.004018,1.000000,true,true,0.021171,0.022890,CORNER,9.889101,critical_distance
