wall_time,source,target,decision,skip_reason,source_zone,source_zone_active,source_zone_age_s,target_zone,target_zone_active,target_zone_age_s,distance_m,warning_distance_m,source_pose_fresh,target_pose_fresh,source_pose_age_s,target_pose_age_s,warning_zone,bearing_deg,zone_reason
1783590422.786038,robot_3,robot_0,skipped,target_zone_active,LEFT,true,0.102186,CORNER,true,0.113485,0.006054,1.000000,true,true,0.009172,0.009487,CORNER,-0.361318,critical_distance
1783590422.786038,robot_3,robot_1,skipped,target_zone_active,LEFT,true,0.102186,CORNER,true,0.083961,0.004804,1.000000,true,true,0.009172,0.010218,CORNER,0.079430,critical_distance
1783590422.786038,robot_3,robot_2,skipped,target_zone_active,LEFT,true,0.102186,CORNER,true,0.092996,0.001554,1.000000,true,true,0.009172,0.009321,CORNER,-0.828174,critical_distance
1783590422.786038,robot_3,robot_4,skipped,target_zone_active,LEFT,true,0.102186,CORNER,true,0.068580,0.000419,1.000000,true,true,0.009172,0.009013,CORNER,-0.000000,critical_distance
1783590422.886053,robot_3,robot_0,skipped,target_zone_active,LEFT,true,0.202201,CORNER,true,0.213500,0.009127,1.000000,true,true,0.010435,0.009665,CORNER,-2.286955,critical_distance
1783590422.886053,robot_3,robot_1,skipped,target_zone_active,LEFT,true,0.202201,CORNER,true,0.183976,0.007895,1.000000,true,true,0.010435,0.009405,CORNER,1.696759,critical_distance
1783590422.886053,robot_3,robot_2,skipped,target_zone_active,LEFT,true,0.202201,CORNER,true,0.193012,0.003877,1.000000,true,true,0.010435,0.009169,CORNER,-2.581883,critical_distance
1783590422.886053,robot_3,robot_4,skipped,target_zone_active,LEFT,true,0.202201,CORNER,true,0.168595,0.005621,1.000000,true,true,0.010435,0.008959,CORNER,180.000000,critical_distance
1783590422.986062,robot_3,robot_0,skipped,target_zone_active,LEFT,true,0.302210,CORNER,true,0.313508,0.009127,1.000000,true,true,0.008610,0.008932,CORNER,-5.496360,critical_distance
1783590422.986062,robot_3,robot_1,skipped,target_zone_active,LEFT,true,0.302210,CORNER,true,0.283985,0.007895,1.000000,true,true,0.008610,0.008766,CORNER,4.326608,critical_distance
1783590422.986062,robot_3,robot_2,skipped,target_zone_active,LEFT,true,0.302210,CORNER,true,0.293020,0.003877,1.000000,true,true,0.008610,0.009597,CORNER,-5.749727,critical_distance
1783590422.986062,robot_3,robot_4,skipped,target_zone_active,LEFT,true,0.302210,CORNER,true,0.268604,0.000371,1.000000,true,true,0.008610,0.008466,CORNER,180.000000,critical_distance
1783590423.085964,robot_3,robot_0,skipped,target_zone_active,LEFT,true,0.402112,CORNER,true,0.413411,0.009127,1.000000,true,true,0.009422,0.008588,CORNER,-8.756110,critical_distance
1783590423.085964,robot_3,robot_1,skipped,target_zone_active,LEFT,true,0.402112,CORNER,true,0.383888,0.007895,1.000000,true,true,0.009422,0.010308,CORNER,6.962183,critical_distance
1783590423.085964,robot_3,robot_2,skipped,target_zone_active,LEFT,true,0.402112,CORNER,true,0.392923,0.003877,1.000000,true,true,0.009422,0.009661,CORNER,-8.957525,critical_distance
1783590423.085964,robot_3,robot_4,skipped,target_zone_active,LEFT,true,0.402112,CORNER,true,0.368506,0.019379,1.000000,true,true,0.009422,0.009132,CORNER,0.000000,critical_distance
1783590423.186034,robot_3,robot_0,skipped,target_zone_active,LEFT,true,0.502182,CORNER,true,0.513481,0.009127,1.000000,true,true,0.008954,0.009400,CORNER,-12.015860,critical_distance
1783590423.186034,robot_3,robot_1,skipped,target_zone_active,LEFT,true,0.502182,CORNER,true,0.483958,0.007895,1.000000,true,true,0.008954,0.010331,CORNER,9.597758,critical_distance
1783590423.186034,robot_3,robot_2,skipped,target_zone_active,LEFT,true,0.502182,CORNER,true,0.492993,0.003877,1.000000,true,true,0.008954,0.009161,CORNER,-12.165324,critical_distance
1783590423.186034,robot_3,robot_4,skipped,target_zone_active,LEFT,true,0.502182,CORNER,true,0.468576,0.039379,1.000000,true,true,0.008954,0.008773,CORNER,0.000000,critical_distance
1783590423.286001,robot_3,robot_0,sent,,LEFT,true,0.602149,CLEAR,false,0.091050,0.004247,1.000000,true,true,0.010554,0.009911,CORNER,-32.805126,critical_distance
1783590423.286001,robot_3,robot_1,skipped,target_zone_active,LEFT,true,0.602149,CORNER,true,0.583925,0.007895,1.000000,true,true,0.010554,0.009030,CORNER,12.233332,critical_distance
1783590423.286001,robot_3,robot_2,skipped,target_zone_active,LEFT,true,0.602149,CORNER,true,0.066436,0.003877,1.000000,true,true,0.010554,0.009699,CORNER,-15.373122,critical_distance
1783590423.286001,robot_3,robot_4,skipped,target_zone_active,LEFT,true,0.602149,CORNER,true,0.568543,0.059379,1.000000,true,true,0.010554,0.009526,CORNER,0.000000,critical_distance
1783590423.385976,robot_3,robot_0,sent,,CORNER,true,0.082388,CLEAR,false,0.191024,0.016382,1.000000,true,true,0.009865,0.009100,CORNER,-172.243581,critical_distance
1783590423.385976,robot_3,robot_1,sent,,CORNER,true,0.082388,CLEAR,false,0.056887,0.007895,1.000000,true,true,0.009865,0.008914,CORNER,14.868907,critical_distance
1783590423.385976,robot_3,robot_2,skipped,target_zone_active,CORNER,true,0.082388,CORNER,true,0.166410,0.003877,1.000000,true,true,0.009865,0.008757,CORNER,-18.580920,critical_distance
1783590423.385976,robot_3,robot_4,sent,,CORNER,true,0.082388,CLEAR,false,0.038616,0.074129,1.000000,true,true,0.009865,0.008614,CORNER,0.000000,critical_distance
