wall_time,source,target,decision,skip_reason,warning_zone,distance_m,confidence,raw_detection,raw_message
1783590550.813972,robot_1,robot_4,skipped,distance_above_warning_threshold,LEFT,1.234406,,global_pose,"bearing_deg=54.752,zone_reason=side_sector"
1783590550.914028,robot_1,robot_4,skipped,distance_above_warning_threshold,LEFT,1.196203,,global_pose,"bearing_deg=54.083,zone_reason=side_sector"
1783590551.013916,robot_1,robot_4,skipped,distance_above_warning_threshold,LEFT,1.157669,,global_pose,"bearing_deg=53.454,zone_reason=side_sector"
1783590551.114074,robot_1,robot_4,skipped,distance_above_warning_threshold,LEFT,1.118671,,global_pose,"bearing_deg=52.868,zone_reason=side_sector"
1783590551.214138,robot_1,robot_4,skipped,distance_above_warning_threshold,LEFT,1.079233,,global_pose,"bearing_deg=52.330,zone_reason=side_sector"
1783590551.314133,robot_1,robot_4,skipped,distance_above_warning_threshold,LEFT,1.039393,,global_pose,"bearing_deg=51.845,zone_reason=side_sector"
1783590551.414231,robot_1,robot_4,sent,,LEFT,0.999194,,global_pose,"bearing_deg=51.421,zone_reason=side_sector"
1783590551.514110,robot_1,robot_4,sent,,LEFT,0.958682,,global_pose,"bearing_deg=51.065,zone_reason=side_sector"
1783590551.613974,robot_1,robot_4,sent,,LEFT,0.917909,,global_pose,"bearing_deg=50.787,zone_reason=side_sector"
1783590551.714080,robot_1,robot_4,sent,,LEFT,0.876932,,global_pose,"bearing_deg=50.598,zone_reason=side_sector"
1783590551.813997,robot_1,robot_4,sent,,LEFT,0.835815,,global_pose,"bearing_deg=50.513,zone_reason=side_sector"
1783590551.914034,robot_1,robot_4,sent,,LEFT,0.800930,,global_pose,"bearing_deg=50.272,zone_reason=side_sector"
1783590552.014071,robot_1,robot_4,sent,,CORNER,0.781997,,global_pose,"bearing_deg=49.379,zone_reason=front_sector"
1783590552.114036,robot_1,robot_4,sent,,CORNER,0.766608,,global_pose,"bearing_deg=47.699,zone_reason=front_sector"
1783590552.214221,robot_1,robot_4,sent,,CORNER,0.753488,,global_pose,"bearing_deg=46.836,zone_reason=front_sector"
1783590552.314188,robot_1,robot_4,sent,,CORNER,0.740090,,global_pose,"bearing_deg=47.487,zone_reason=front_sector"
1783590552.414279,robot_1,robot_4,sent,,CORNER,0.726426,,global_pose,"bearing_deg=48.113,zone_reason=front_sector"
1783590552.514115,robot_1,robot_4,sent,,CORNER,0.712725,,global_pose,"bearing_deg=47.252,zone_reason=front_sector"
1783590552.614369,robot_1,robot_4,sent,,CORNER,0.698808,,global_pose,"bearing_deg=45.816,zone_reason=front_sector"
1783590552.714366,robot_1,robot_4,sent,,CORNER,0.684536,,global_pose,"bearing_deg=44.381,zone_reason=front_sector"
1783590552.814195,robot_1,robot_4,sent,,CORNER,0.669886,,global_pose,"bearing_deg=42.944,zone_reason=front_sector"
1783590552.914321,robot_1,robot_4,sent,,CORNER,0.654864,,global_pose,"bearing_deg=41.505,zone_reason=front_sector"
1783590553.014380,robot_1,robot_4,sent,,CORNER,0.639481,,global_pose,"bearing_deg=40.064,zone_reason=front_sector"
1783590553.114143,robot_1,robot_4,sent,,CORNER,0.623750,,global_pose,"bearing_deg=38.620,zone_reason=front_sector"
1783590553.214247,robot_1,robot_4,sent,,CORNER,0.607682,,global_pose,"bearing_deg=37.174,zone_reason=front_sector"
1783590553.314470,robot_1,robot_4,sent,,CORNER,0.591291,,global_pose,"bearing_deg=35.725,zone_reason=front_sector"
1783590553.414206,robot_1,robot_4,sent,,CORNER,0.581463,,global_pose,"bearing_deg=34.179,zone_reason=front_sector"
1783590553.514188,robot_1,robot_4,sent,,CORNER,0.581277,,global_pose,"bearing_deg=33.598,zone_reason=front_sector"
1783590553.614105,robot_1,robot_4,sent,,CORNER,0.581073,,global_pose,"bearing_deg=33.611,zone_reason=front_sector"
1783590553.714502,robot_1,robot_4,sent,,CORNER,0.580857,,global_pose,"bearing_deg=33.623,zone_reason=front_sector"
1783590553.814448,robot_1,robot_4,sent,,CORNER,0.580649,,global_pose,"bearing_deg=33.636,zone_reason=front_sector"
1783590553.914143,robot_1,robot_4,sent,,CORNER,0.588152,,global_pose,"bearing_deg=32.449,zone_reason=front_sector"
1783590554.014122,robot_1,robot_4,sent,,CORNER,0.601083,,global_pose,"bearing_deg=32.746,zone_reason=front_sector"
1783590554.114350,robot_1,robot_4,sent,,CORNER,0.611709,,global_pose,"bearing_deg=34.138,zone_reason=front_sector"
1783590554.214196,robot_1,robot_4,sent,,CORNER,0.623831,,global_pose,"bearing_deg=36.045,zone_reason=front_sector"
1783590554.314470,robot_1,robot_4,sent,,CORNER,0.635712,,global_pose,"bearing_deg=37.601,zone_reason=front_sector"
1783590554.414526,robot_1,robot_4,sent,,CORNER,0.647940,,global_pose,"bearing_deg=39.087,zone_reason=front_sector"
1783590554.514103,robot_1,robot_4,sent,,CORNER,0.660384,,global_pose,"bearing_deg=40.478,zone_reason=front_sector"
1783590554.614253,robot_1,robot_4,sent,,CORNER,0.672656,,global_pose,"bearing_deg=41.673,zone_reason=front_sector"
1783590554.714296,robot_1,robot_4,sent,,CORNER,0.676712,,global_pose,"bearing_deg=43.861,zone_reason=front_sector"
1783590554.814154,robot_1,robot_4,sent,,CORNER,0.676041,,global_pose,"bearing_deg=46.426,zone_reason=front_sector"
1783590554.914517,robot_1,robot_4,sent,,CORNER,0.673923,,global_pose,"bearing_deg=49.043,zone_reason=front_sector"
1783590555.014372,robot_1,robot_4,sent,,LEFT,0.670830,,global_pose,"bearing_deg=51.663,zone_reason=side_sector"
1783590555.114583,robot_1,robot_4,sent,,LEFT,0.666830,,global_pose,"bearing_deg=54.280,zone_reason=side_sector"
1783590555.214581,robot_1,robot_4,sent,,LEFT,0.661937,,global_pose,"bearing_deg=56.893,zone_reason=side_sector"
1783590555.314214,robot_1,robot_4,sent,,LEFT,0.656158,,global_pose,"bearing_deg=59.505,zone_reason=side_sector"
1783590555.414293,robot_1,robot_4,sent,,LEFT,0.649501,,global_pose,"bearing_deg=62.115,zone_reason=side_sector"
1783590555.514221,robot_1,robot_4,sent,,LEFT,0.641973,,global_pose,"bearing_deg=64.724,zone_reason=side_sector"
1783590555.614237,robot_1,robot_4,sent,,LEFT,0.637902,,global_pose,"bearing_deg=67.866,zone_reason=side_sector"
1783590555.714356,robot_1,robot_4,sent,,LEFT,0.646822,,global_pose,"bearing_deg=71.862,zone_reason=side_sector"
1783590555.814458,robot_1,robot_4,sent,,LEFT,0.660245,,global_pose,"bearing_deg=74.491,zone_reason=side_sector"
1783590555.914429,robot_1,robot_4,sent,,LEFT,0.674309,,global_pose,"bearing_deg=77.170,zone_reason=side_sector"
1783590556.014234,robot_1,robot_4,sent,,LEFT,0.688957,,global_pose,"bearing_deg=80.320,zone_reason=side_sector"
1783590556.114457,robot_1,robot_4,sent,,LEFT,0.705607,,global_pose,"bearing_deg=83.329,zone_reason=side_sector"
1783590556.214195,robot_1,robot_4,sent,,LEFT,0.723493,,global_pose,"bearing_deg=85.533,zone_reason=side_sector"
1783590556.314525,robot_1,robot_4,sent,,LEFT,0.742205,,global_pose,"bearing_deg=87.077,zone_reason=side_sector"
1783590556.414371,robot_1,robot_4,sent,,LEFT,0.761429,,global_pose,"bearing_deg=88.543,zone_reason=side_sector"
