stamp_sec,stamp_nsec,label,total_index,robot_index,obstacle_index,bump_type,key,entity_a,entity_b,avg_contact_x,avg_contact_y,avg_contact_z,source_topic
10,580000000,global,1,1,0,robot,"('robot_2', 'robot_3')",robot_2,robot_3,-0.264233,2.209350,0.147992,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact
21,440000000,global,2,2,0,robot,"('robot_3', 'robot_4')",robot_3,robot_4,-1.143226,2.283770,0.148021,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact
25,430000000,global,3,3,0,robot,"('robot_3', 'robot_4')",robot_3,robot_4,-1.077548,2.612958,0.148012,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact
26,860000000,global,4,4,0,robot,"('robot_3', 'robot_4')",robot_3,robot_4,-1.040774,2.531373,0.147867,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact
30,250000000,global,5,5,0,robot,"('robot_3', 'robot_4')",robot_3,robot_4,-0.859798,2.608922,0.023133,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact
31,160000000,global,6,6,0,robot,"('robot_8', 'robot_9')",robot_8,robot_9,0.397840,-0.929222,0.147993,/world/random_world/model/robot_8/link/robot_8/base_footprint/sensor/contact_sensor/contact
31,380000000,global,7,7,0,robot,"('robot_3', 'robot_4')",robot_3,robot_4,-0.791894,2.631464,0.148063,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact
33,310000000,global,8,8,0,robot,"('robot_6', 'robot_7')",robot_6,robot_7,-1.187599,-1.521489,0.147679,/world/random_world/model/robot_6/link/robot_6/base_footprint/sensor/contact_sensor/contact
36,90000000,global,9,9,0,robot,"('robot_6', 'robot_7')",robot_6,robot_7,-1.070619,-1.506702,0.147890,/world/random_world/model/robot_6/link/robot_6/base_footprint/sensor/contact_sensor/contact
38,330000000,global,10,10,0,robot,"('robot_6', 'robot_7')",robot_6,robot_7,-1.025965,-1.397709,0.147871,/world/random_world/model/robot_6/link/robot_6/base_footprint/sensor/contact_sensor/contact
38,380000000,global,11,11,0,robot,"('robot_3', 'robot_4')",robot_3,robot_4,-0.571583,3.063139,0.147927,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact
40,40000000,global,12,12,0,robot,"('robot_6', 'robot_7')",robot_6,robot_7,-0.964054,-1.352250,0.147775,/world/random_world/model/robot_6/link/robot_6/base_footprint/sensor/contact_sensor/contact
40,970000000,global,13,13,0,robot,"('robot_3', 'robot_4')",robot_3,robot_4,-0.602147,3.080267,0.147537,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact
42,120000000,global,14,14,0,robot,"('robot_0', 'robot_9')",robot_0,robot_9,1.255818,-0.550941,0.147891,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
42,140000000,global,15,15,0,robot,"('robot_3', 'robot_4')",robot_3,robot_4,-0.561189,3.107598,0.023201,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact
44,290000000,global,16,16,0,robot,"('robot_6', 'robot_7')",robot_6,robot_7,-1.045490,-1.293599,0.147799,/world/random_world/model/robot_6/link/robot_6/base_footprint/sensor/contact_sensor/contact
48,950000000,global,17,17,0,robot,"('robot_3', 'robot_4')",robot_3,robot_4,-0.685075,3.488444,0.147979,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact
52,440000000,global,18,17,1,obstacle,"('robot_1', 'aruco_box::link::collision')",robot_1,aruco_box::link::collision,0.249242,0.147916,0.250000,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
52,660000000,global,19,17,2,obstacle,"('robot_7', 'aruco_box::link::collision')",robot_7,aruco_box::link::collision,-0.249081,-0.215578,0.261286,/world/random_world/model/robot_7/link/robot_7/base_footprint/sensor/contact_sensor/contact
53,630000000,global,20,17,3,obstacle,"('robot_7', 'aruco_box::link::collision')",robot_7,aruco_box::link::collision,-0.250000,-0.250000,0.261355,/world/random_world/model/robot_7/link/robot_7/base_footprint/sensor/contact_sensor/contact
56,340000000,global,21,18,3,robot,"('robot_8', 'robot_9')",robot_8,robot_9,0.402562,-1.510415,0.147803,/world/random_world/model/robot_8/link/robot_8/base_footprint/sensor/contact_sensor/contact
57,150000000,global,22,19,3,robot,"('robot_8', 'robot_9')",robot_8,robot_9,0.505265,-1.473416,0.147930,/world/random_world/model/robot_8/link/robot_8/base_footprint/sensor/contact_sensor/contact
58,300000000,global,23,20,3,robot,"('robot_8', 'robot_9')",robot_8,robot_9,0.390074,-1.373263,0.147621,/world/random_world/model/robot_8/link/robot_8/base_footprint/sensor/contact_sensor/contact
61,470000000,global,24,21,3,robot,"('robot_2', 'robot_5')",robot_2,robot_5,-1.355930,0.472015,0.024140,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact
62,940000000,global,25,22,3,robot,"('robot_2', 'robot_7')",robot_2,robot_7,-0.961264,-0.057551,0.271433,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact
