group,prompt,run,layout,trial,yaml_path,prompt_path,results_parent,run_output_dir,status
gpt-4.1,prompt_2,run_4,random_safe,1,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/explore_sup_gpt_new_2_run_4_399.yaml,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_1,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_1/run_20260429_191156,ok
gpt-4.1,prompt_2,run_4,random_safe,1,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/explore_sup_gpt_new_2_run_4_399.yaml,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_2,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_2/run_20260429_191700,ok
gpt-4.1,prompt_2,run_4,random_safe,1,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/explore_sup_gpt_new_2_run_4_399.yaml,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_3,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_3/run_20260429_192204,ok
gpt-4.1,prompt_2,run_4,random_safe,1,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/explore_sup_gpt_new_2_run_4_399.yaml,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_4,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_4/run_20260429_192707,ok
gpt-4.1,prompt_2,run_4,random_safe,1,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/explore_sup_gpt_new_2_run_4_399.yaml,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_5,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_5/run_20260429_193211,ok
gpt-4.1,prompt_2,run_4,random_safe,1,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/explore_sup_gpt_new_2_run_4_399.yaml,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_6,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_6/run_20260429_193714,ok
gpt-4.1,prompt_2,run_4,random_safe,1,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/explore_sup_gpt_new_2_run_4_399.yaml,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_7,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_7/run_20260429_194219,ok
gpt-4.1,prompt_2,run_4,random_safe,1,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/explore_sup_gpt_new_2_run_4_399.yaml,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_8,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_8/run_20260429_194722,ok
gpt-4.1,prompt_2,run_4,random_safe,1,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/explore_sup_gpt_new_2_run_4_399.yaml,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_9,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_9/run_20260429_195226,ok
gpt-4.1,prompt_2,run_4,random_safe,1,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/explore_sup_gpt_new_2_run_4_399.yaml,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/gpt-4.1/prompt_2/run_4/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_10,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_4/trial_10/run_20260429_195730,ok
