bump_total,stamp_sec,stamp_nsec,bump_type,key,entity_a,entity_b,robot,frame_index_oldest_first,frame_wall_time,frame_stamp_sec,frame_stamp_nsec,encoding,height,width,npy_path,pgm_path
1,146,960000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,0,1783688924.957255,144,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_2_box4_link_collision/robot_2/frame_00_144_500000000.npy,collision_depth_frames/bump_0001_robot_2_box4_link_collision/robot_2/frame_00_144_500000000.pgm
1,146,960000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,1,1783688925.456038,145,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_2_box4_link_collision/robot_2/frame_01_145_0.npy,collision_depth_frames/bump_0001_robot_2_box4_link_collision/robot_2/frame_01_145_0.pgm
1,146,960000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,2,1783688925.959350,145,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_2_box4_link_collision/robot_2/frame_02_145_500000000.npy,collision_depth_frames/bump_0001_robot_2_box4_link_collision/robot_2/frame_02_145_500000000.pgm
1,146,960000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,3,1783688926.455476,146,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_2_box4_link_collision/robot_2/frame_03_146_0.npy,collision_depth_frames/bump_0001_robot_2_box4_link_collision/robot_2/frame_03_146_0.pgm
1,146,960000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,4,1783688926.958028,146,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_2_box4_link_collision/robot_2/frame_04_146_500000000.npy,collision_depth_frames/bump_0001_robot_2_box4_link_collision/robot_2/frame_04_146_500000000.pgm
2,150,980000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,0,1783688928.941143,148,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_00_148_500000000.npy,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_00_148_500000000.pgm
2,150,980000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,1,1783688929.453685,149,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_01_149_0.npy,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_01_149_0.pgm
2,150,980000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,2,1783688929.947202,149,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_02_149_500000000.npy,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_02_149_500000000.pgm
2,150,980000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,3,1783688930.446621,150,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_03_150_0.npy,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_03_150_0.pgm
2,150,980000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,4,1783688930.945913,150,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_04_150_500000000.npy,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_04_150_500000000.pgm
3,165,50000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,0,1783688942.939890,162,500000000,32FC1,360,640,collision_depth_frames/bump_0003_robot_2_box4_link_collision/robot_2/frame_00_162_500000000.npy,collision_depth_frames/bump_0003_robot_2_box4_link_collision/robot_2/frame_00_162_500000000.pgm
3,165,50000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,1,1783688943.437307,163,0,32FC1,360,640,collision_depth_frames/bump_0003_robot_2_box4_link_collision/robot_2/frame_01_163_0.npy,collision_depth_frames/bump_0003_robot_2_box4_link_collision/robot_2/frame_01_163_0.pgm
3,165,50000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,2,1783688943.934314,163,500000000,32FC1,360,640,collision_depth_frames/bump_0003_robot_2_box4_link_collision/robot_2/frame_02_163_500000000.npy,collision_depth_frames/bump_0003_robot_2_box4_link_collision/robot_2/frame_02_163_500000000.pgm
3,165,50000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,3,1783688944.434081,164,0,32FC1,360,640,collision_depth_frames/bump_0003_robot_2_box4_link_collision/robot_2/frame_03_164_0.npy,collision_depth_frames/bump_0003_robot_2_box4_link_collision/robot_2/frame_03_164_0.pgm
