time_s,collisions_total,collisions_robot,collisions_obstacle
0.000,0,0,0
17.268,1,1,0
17.269,2,2,0
20.508,3,3,0
20.508,4,4,0
24.053,5,5,0
24.054,6,6,0
27.628,7,7,0
27.629,8,8,0
44.218,9,8,1
51.006,10,8,2
55.210,11,8,3
56.160,12,8,4
155.062,13,9,4
155.062,14,10,4
156.241,15,11,4
156.242,16,12,4
159.269,17,13,4
159.270,18,14,4
163.216,19,15,4
163.217,20,16,4
164.143,21,17,4
168.087,22,18,4
168.088,23,19,4
169.126,24,20,4
169.126,25,21,4
171.275,26,22,4
171.275,27,23,4
178.641,28,24,4
178.642,29,25,4
205.142,30,25,5
206.604,31,25,6
209.624,32,25,7
210.645,33,25,8
218.648,34,25,9
231.629,35,26,9
231.629,36,27,9
234.151,37,28,9
234.152,38,29,9
235.278,39,30,9
235.278,40,31,9
239.081,41,32,9
239.081,42,33,9
241.124,43,34,9
241.124,44,35,9
257.653,45,35,10
261.099,46,35,11
262.659,47,35,12
265.626,48,35,13
268.112,49,35,14
275.654,50,36,14
275.654,51,37,14
277.167,52,38,14
277.168,53,39,14
286.672,54,40,14
286.672,55,41,14
288.646,56,42,14
288.646,57,43,14
294.733,58,44,14
294.733,59,45,14
307.683,60,46,14
307.684,61,47,14
310.671,62,48,14
310.671,63,49,14
324.215,64,50,14
324.215,65,51,14
343.207,66,51,15
345.668,67,52,15
346.667,68,53,15
347.288,69,53,16
349.201,70,54,16
351.253,71,55,16
351.253,72,56,16
362.659,73,56,17
369.175,74,57,17
369.175,75,58,17
371.638,76,59,17
375.153,77,60,17
384.191,78,61,17
384.191,79,62,17
388.686,80,63,17
388.686,81,64,17
392.155,82,65,17
392.156,83,66,17
396.792,84,67,17
397.118,85,68,17
399.184,86,69,17
413.730,87,70,17
413.731,88,71,17
423.740,89,72,17
423.740,90,73,17
449.163,91,74,17
449.164,92,75,17
462.736,93,76,17
462.736,94,77,17
483.719,95,78,17
483.719,96,79,17
