wall_time,robot,reasons,raw_zone,effective_zone,peer_warning_zone,peer_warning_age_s,front_distance_m,distance_age_s,cbf_safety_distance_m,cbf_alpha,requested_linear_x,requested_angular_z,filtered_linear_x,filtered_angular_z
1783687007.668779,robot_1,zone_stop_forward,CORNER,CORNER,CLEAR,inf,1.356317,0.084827,0.600000,1.200000,0.280000,0.000000,0.000000,0.000000
1783687010.668791,robot_1,distance_cbf_cap,RIGHT,RIGHT,CLEAR,inf,0.806792,0.059078,0.600000,1.200000,0.280000,0.000000,0.248150,0.000000
1783687011.068809,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.806792,0.459095,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687012.568831,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.916972,0.438665,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687013.068787,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.999101,0.459529,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687013.568786,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.079340,0.456052,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687013.668778,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.079340,0.556064,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687013.768738,robot_1,turn_left_blocked,LEFT,LEFT,CLEAR,inf,1.211010,0.045940,0.600000,1.200000,0.160000,0.250000,0.160000,0.000000
1783687014.568741,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.220002,0.449351,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687015.069143,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.031107,0.444935,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687015.568806,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.019925,0.418247,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687016.068897,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.158332,0.429268,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687016.568945,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.102742,0.451013,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687017.068922,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.106087,0.450534,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687017.168905,robot_1,turn_left_blocked,LEFT,LEFT,CLEAR,inf,1.052701,0.057541,0.600000,1.200000,0.160000,0.250000,0.160000,0.000000
1783687017.568922,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.052701,0.457563,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687018.068804,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.064527,0.457126,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687018.568950,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.019635,0.462324,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687019.068944,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.021333,0.458946,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687019.168812,robot_1,turn_left_blocked,LEFT,LEFT,CLEAR,inf,0.994188,0.059303,0.600000,1.200000,0.160000,0.250000,0.160000,0.000000
1783687019.568785,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.994188,0.459260,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687020.068795,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.004623,0.449608,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687020.168766,robot_1,turn_right_blocked,RIGHT,RIGHT,CLEAR,inf,0.929784,0.063376,0.600000,1.200000,0.160000,-0.250000,0.160000,0.000000
1783687020.568764,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.929784,0.463371,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687021.068775,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.922824,0.458394,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687021.568768,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.948631,0.463889,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687022.068957,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.932213,0.460004,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687022.168819,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.932213,0.559894,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687025.068915,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.964304,0.462257,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687025.168798,robot_1,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.842747,0.065285,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687245.768863,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030882,0.735230,0.156802,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687245.868637,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030835,0.735230,0.256651,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687245.968855,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030896,0.735230,0.356817,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687246.068692,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030746,0.735230,0.456699,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687246.168699,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030735,0.735230,0.053823,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687246.268685,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030674,0.735230,0.153819,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687246.368805,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030803,0.735230,0.253893,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687246.468710,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030590,0.735230,0.353817,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687246.569331,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.031259,0.735230,0.454415,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687246.669046,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.031022,0.735230,0.045940,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687246.768639,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030285,0.735230,0.145576,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687246.868793,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030780,0.735230,0.245687,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687246.969176,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.031071,0.735230,0.346055,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687247.068787,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030863,0.735230,0.445695,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687247.168727,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030806,0.735230,0.058030,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687247.268710,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030753,0.735230,0.157973,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687247.368989,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.031159,0.735230,0.258254,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687247.468931,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030995,0.735230,0.358228,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687247.568836,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030889,0.735230,0.458134,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687247.668655,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030691,0.735230,0.062201,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687247.768603,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030659,0.735230,0.162164,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687247.868823,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030837,0.735230,0.262386,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687247.968815,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030908,0.735230,0.362331,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687248.068813,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030699,0.735230,0.462342,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687248.168729,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030685,0.735230,0.034703,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687248.268713,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030559,0.735230,0.134730,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687248.368796,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030816,0.735230,0.234775,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687248.468732,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030546,0.735230,0.334725,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687248.568738,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.030762,0.735230,0.434747,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687248.668636,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.130674,0.735230,0.039443,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687248.768877,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.230875,0.735230,0.139610,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687248.868755,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.330760,0.735230,0.239503,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687248.968940,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.430946,0.735230,0.339686,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687249.068954,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.530957,0.735230,0.439693,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687292.468683,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021387,0.735230,0.364130,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687292.568781,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021333,0.735230,0.464180,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687292.668667,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021483,0.735230,0.062539,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687292.768738,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021371,0.735230,0.162609,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687292.868742,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021493,0.735230,0.262555,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687292.968701,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021388,0.735230,0.362572,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687293.068640,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021368,0.735230,0.462500,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687293.168665,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021357,0.735230,0.062887,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687293.268675,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021377,0.735230,0.162892,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687293.368719,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021477,0.735230,0.262934,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687293.468749,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021478,0.735230,0.362941,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687293.568818,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021489,0.735230,0.462976,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687293.668656,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021220,0.735230,0.062078,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687293.768687,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021470,0.735230,0.162105,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687293.868710,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021420,0.735230,0.262107,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687293.968708,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021428,0.735230,0.362098,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687294.068895,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021549,0.735230,0.462290,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687294.168709,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021393,0.735230,0.067437,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687294.268667,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021457,0.735230,0.167436,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687294.368851,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021556,0.735230,0.267564,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687294.468705,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021436,0.735230,0.367468,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687294.568878,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021628,0.735230,0.467579,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687294.668815,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021447,0.735230,0.068533,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687294.768683,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021452,0.735230,0.168427,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687294.868657,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021393,0.735230,0.268407,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687294.968742,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021363,0.735230,0.368494,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687295.068652,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021168,0.735230,0.468406,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687295.168720,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021231,0.735230,0.067920,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687295.269256,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021639,0.735230,0.168403,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
1783687295.368729,robot_1,peer_warning_turn_away_right|peer_warning_pass_slow_side,CORNER,CORNER,RIGHT,0.021299,0.735230,0.267931,0.600000,1.200000,-0.160000,-0.800000,-0.160000,0.650000
