wall_time,source,target,decision,skip_reason,warning_zone,distance_m,confidence,raw_detection,raw_message
1783687071.741031,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.236107,,global_pose,"bearing_deg=157.812,zone_reason=rear_sector"
1783687071.841013,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.229340,,global_pose,"bearing_deg=157.610,zone_reason=rear_sector"
1783687071.940981,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.222962,,global_pose,"bearing_deg=157.450,zone_reason=rear_sector"
1783687072.040977,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.216937,,global_pose,"bearing_deg=157.316,zone_reason=rear_sector"
1783687072.140983,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.206706,,global_pose,"bearing_deg=157.034,zone_reason=rear_sector"
1783687072.241320,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.191177,,global_pose,"bearing_deg=156.664,zone_reason=rear_sector"
1783687072.340978,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.186129,,global_pose,"bearing_deg=156.614,zone_reason=rear_sector"
1783687072.441052,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.181579,,global_pose,"bearing_deg=156.603,zone_reason=rear_sector"
1783687072.540981,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.177491,,global_pose,"bearing_deg=156.618,zone_reason=rear_sector"
1783687072.641014,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.169327,,global_pose,"bearing_deg=156.477,zone_reason=rear_sector"
1783687072.741136,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.155981,,global_pose,"bearing_deg=156.242,zone_reason=rear_sector"
1783687072.841047,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.157543,,global_pose,"bearing_deg=156.700,zone_reason=rear_sector"
1783687072.941053,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.166594,,global_pose,"bearing_deg=158.297,zone_reason=rear_sector"
1783687073.041078,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.176542,,global_pose,"bearing_deg=159.901,zone_reason=rear_sector"
1783687073.141026,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.187390,,global_pose,"bearing_deg=161.477,zone_reason=rear_sector"
1783687073.241033,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.199121,,global_pose,"bearing_deg=163.024,zone_reason=rear_sector"
1783687073.341469,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.211708,,global_pose,"bearing_deg=164.540,zone_reason=rear_sector"
1783687073.441576,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.225126,,global_pose,"bearing_deg=166.024,zone_reason=rear_sector"
1783687073.541026,robot_3,robot_0,skipped,distance_above_warning_threshold,BACK,1.239347,,global_pose,"bearing_deg=167.475,zone_reason=rear_sector"
1783687078.241041,robot_3,robot_2,skipped,distance_above_warning_threshold,RIGHT,1.248634,,global_pose,"bearing_deg=-87.904,zone_reason=side_sector"
1783687078.341046,robot_3,robot_2,skipped,distance_above_warning_threshold,RIGHT,1.246059,,global_pose,"bearing_deg=-89.919,zone_reason=side_sector"
