wall_time,robot,reasons,raw_zone,effective_zone,peer_warning_zone,peer_warning_age_s,front_distance_m,distance_age_s,cbf_safety_distance_m,cbf_alpha,requested_linear_x,requested_angular_z,filtered_linear_x,filtered_angular_z
1783687007.552061,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.685140,0.002505,0.600000,1.200000,0.280000,0.000000,0.000000,0.000000
1783687009.052097,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.973850,0.474244,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687009.551996,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.105410,0.478182,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687010.051980,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.263921,0.478888,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687010.552120,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.509383,0.479435,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687011.051952,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.508757,0.480169,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687011.551977,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.411833,0.479818,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687014.551956,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.741838,0.479446,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687016.052002,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.915471,0.475626,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687016.552040,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.007100,0.476532,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687017.051984,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.966759,0.476785,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687018.052000,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.924024,0.478765,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687018.151980,robot_2,turn_right_blocked,RIGHT,RIGHT,CLEAR,inf,0.901225,0.080565,0.600000,1.200000,0.160000,-0.250000,0.160000,0.000000
1783687018.552010,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.901225,0.480611,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687021.051953,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.946328,0.478830,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687025.051954,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.056138,0.479423,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687025.551990,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.053543,0.480561,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687026.052022,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.970832,0.480592,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687026.552007,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.943443,0.481129,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687027.052037,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.971226,0.482159,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687027.552125,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.925179,0.477803,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687027.652075,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.805344,0.080535,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687030.551988,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.922213,0.479102,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687031.052220,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.942647,0.478375,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687031.152006,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.835726,0.078624,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687035.052014,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.006058,0.481333,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687037.151989,robot_2,turn_left_blocked,LEFT,LEFT,CLEAR,inf,0.929075,0.078840,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783687037.552026,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.929075,0.478870,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687038.052132,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.913240,0.479856,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687038.152102,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.874282,0.080515,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687039.052206,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.948413,0.481964,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687039.552070,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.012878,0.479412,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687040.052063,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.060889,0.479712,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687040.552029,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.143180,0.479517,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687041.052090,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.274507,0.478299,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687041.551988,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.441479,0.477442,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687042.052056,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.451666,0.475196,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687042.552018,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.421405,0.470133,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687045.152054,robot_2,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.715871,0.081351,0.600000,1.200000,0.280000,0.000000,0.139045,0.000000
1783687045.251962,robot_2,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.715871,0.181291,0.600000,1.200000,0.280000,0.000000,0.139045,0.000000
1783687045.352014,robot_2,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.715871,0.281330,0.600000,1.200000,0.280000,0.000000,0.139045,0.000000
1783687045.452050,robot_2,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.715871,0.381352,0.600000,1.200000,0.280000,0.000000,0.139045,0.000000
1783687048.052165,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.950753,0.479485,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687048.151996,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.864635,0.079752,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
