stamp_sec,stamp_nsec,label,total_index,robot_index,obstacle_index,bump_type,key,entity_a,entity_b,avg_contact_x,avg_contact_y,avg_contact_z,source_topic
23,0,global,1,1,0,robot,"('robot_1', 'robot_2')",robot_1,robot_2,3.089057,-0.308139,0.148809,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
24,460000000,global,2,2,0,robot,"('robot_1', 'robot_2')",robot_1,robot_2,2.993295,-0.318547,0.146891,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
35,100000000,global,3,3,0,robot,"('robot_1', 'robot_2')",robot_1,robot_2,5.651838,-0.123628,0.024002,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
37,650000000,global,4,4,0,robot,"('robot_1', 'robot_2')",robot_1,robot_2,6.270991,-0.063271,0.148837,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
41,340000000,global,5,4,1,obstacle,"('robot_2', 'east_wall::link::collision')",robot_2,east_wall::link::collision,7.000922,0.162361,0.148521,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact
85,80000000,global,6,4,2,obstacle,"('robot_0', 'cylinder0::link::collision')",robot_0,cylinder0::link::collision,4.375282,4.517646,0.149003,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
86,310000000,global,7,4,3,obstacle,"('robot_0', 'cylinder0::link::collision')",robot_0,cylinder0::link::collision,4.346513,4.670009,0.131798,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
87,730000000,global,8,4,4,obstacle,"('robot_0', 'cylinder0::link::collision')",robot_0,cylinder0::link::collision,4.346226,4.644845,0.226666,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
99,350000000,global,9,5,4,robot,"('robot_1', 'robot_2')",robot_1,robot_2,6.000228,0.418070,0.147357,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
102,760000000,global,10,6,4,robot,"('robot_1', 'robot_2')",robot_1,robot_2,6.205198,0.323960,0.148229,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
115,570000000,global,11,7,4,robot,"('robot_1', 'robot_2')",robot_1,robot_2,6.415269,1.667689,0.148072,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
