time_s,collisions_total,collisions_robot,collisions_obstacle
0.000,0,0,0
12.602,1,1,0
12.602,2,2,0
37.871,3,3,0
37.871,4,4,0
42.402,5,4,1
49.333,6,5,1
49.334,7,6,1
53.883,8,7,1
53.917,9,8,1
53.917,10,9,1
54.461,11,9,2
60.080,12,9,3
61.011,13,10,3
61.012,14,11,3
62.830,15,11,4
62.830,16,12,4
62.830,17,13,4
63.447,18,13,5
66.375,19,13,6
67.481,20,13,7
67.514,21,14,7
67.515,22,15,7
68.338,23,15,8
72.366,24,16,8
72.366,25,17,8
75.433,26,18,8
75.434,27,19,8
82.096,28,20,8
82.097,29,21,8
90.385,30,22,8
90.385,31,23,8
96.553,32,24,8
96.554,33,25,8
126.482,34,26,8
126.482,35,27,8
136.903,36,28,8
136.904,37,29,8
140.970,38,30,8
140.970,39,31,8
141.494,40,31,9
146.500,41,32,9
146.502,42,33,9
147.905,43,34,9
147.905,44,35,9
150.478,45,36,9
150.479,46,37,9
156.002,47,37,10
156.892,48,38,10
156.892,49,39,10
157.609,50,40,10
157.610,51,41,10
159.444,52,41,11
163.512,53,42,11
163.513,54,43,11
164.404,55,44,11
164.404,56,45,11
167.585,57,46,11
167.586,58,47,11
177.471,59,48,11
177.471,60,49,11
182.406,61,50,11
182.406,62,51,11
204.952,63,52,11
204.952,64,53,11
215.977,65,54,11
215.977,66,55,11
256.581,67,56,11
256.581,68,57,11
262.982,69,58,11
262.982,70,59,11
265.502,71,59,12
276.446,72,60,12
276.446,73,61,12
290.521,74,61,13
316.472,75,61,14
318.958,76,61,15
343.486,77,61,16
345.582,78,61,17
356.954,79,61,18
358.036,80,61,19
374.481,81,61,20
416.057,82,62,20
416.058,83,63,20
418.090,84,64,20
418.091,85,65,20
438.519,86,66,20
438.519,87,67,20
444.016,88,67,21
448.589,89,68,21
448.589,90,69,21
449.540,91,70,21
449.541,92,71,21
453.059,93,72,21
453.059,94,73,21
458.964,95,74,21
458.964,96,75,21
458.964,97,76,21
458.965,98,77,21
458.965,99,78,21
458.965,100,79,21
458.966,101,80,21
458.966,102,81,21
465.078,103,81,22
467.980,104,82,22
467.980,105,83,22
469.044,106,83,23
469.970,107,84,23
469.971,108,85,23
472.540,109,86,23
472.540,110,87,23
472.540,111,88,23
472.540,112,89,23
472.540,113,90,23
472.541,114,91,23
472.547,115,92,23
472.547,116,93,23
472.975,117,93,24
473.574,118,94,24
473.574,119,95,24
473.574,120,96,24
473.574,121,96,25
473.574,122,97,25
473.575,123,98,25
473.576,124,99,25
473.576,125,100,25
473.576,126,101,25
475.563,127,102,25
475.564,128,103,25
475.564,129,104,25
475.564,130,104,26
475.564,131,105,26
475.565,132,106,26
475.565,133,107,26
475.565,134,108,26
475.565,135,109,26
476.526,136,110,26
476.526,137,110,27
476.527,138,111,27
476.528,139,112,27
476.529,140,113,27
477.590,141,114,27
477.590,142,115,27
477.591,143,116,27
477.591,144,116,28
477.591,145,117,28
477.591,146,118,28
477.591,147,119,28
477.592,148,120,28
477.592,149,121,28
478.573,150,122,28
478.580,151,123,28
478.580,152,124,28
478.581,153,125,28
479.591,154,126,28
479.591,155,127,28
479.591,156,128,28
479.593,157,129,28
480.609,158,130,28
480.609,159,131,28
480.609,160,132,28
480.610,161,132,29
480.610,162,133,29
480.610,163,134,29
480.611,164,135,29
480.981,165,136,29
480.981,166,137,29
481.570,167,138,29
481.581,168,139,29
481.581,169,140,29
481.974,170,140,30
482.905,171,141,30
482.905,172,142,30
482.905,173,143,30
482.905,174,143,31
482.906,175,144,31
482.906,176,145,31
482.906,177,146,31
482.906,178,147,31
482.907,179,148,31
484.062,180,149,31
484.063,181,150,31
484.063,182,151,31
484.063,183,151,32
484.063,184,152,32
484.065,185,153,32
484.065,186,154,32
484.065,187,155,32
484.066,188,156,32
485.110,189,157,32
485.110,190,158,32
485.110,191,159,32
485.110,192,159,33
485.110,193,160,33
485.111,194,161,33
485.111,195,162,33
485.111,196,163,33
485.112,197,164,33
486.431,198,165,33
486.431,199,166,33
486.432,200,167,33
486.432,201,167,34
486.432,202,168,34
486.433,203,169,34
486.433,204,170,34
486.433,205,171,34
486.434,206,172,34
487.500,207,173,34
487.507,208,174,34
487.507,209,175,34
487.507,210,176,34
487.507,211,176,35
487.508,212,177,35
487.508,213,178,35
487.508,214,179,35
487.509,215,180,35
488.920,216,181,35
488.920,217,182,35
488.920,218,183,35
488.920,219,183,36
488.920,220,184,36
488.921,221,185,36
488.921,222,186,36
488.921,223,187,36
488.922,224,188,36
489.946,225,189,36
489.947,226,190,36
489.947,227,191,36
489.947,228,191,37
489.947,229,192,37
489.953,230,193,37
489.953,231,194,37
489.953,232,195,37
489.954,233,196,37
494.505,234,197,37
494.505,235,198,37
496.530,236,198,38
497.598,237,198,39
