group,prompt,run,layout,trial,yaml_path,prompt_path,results_parent,run_output_dir,status
new,prompt_1,run_1,spread,1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_1/run_1/explore_sup_gpt_new_1_run_1_296.yaml,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_1/run_1/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_1/run_1/spread/trial_1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_1/run_1/spread/trial_1/run_20260428_020249,ok
new,prompt_2,run_1,spread,1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_2/run_1/explore_sup_gpt_new_2_run_1_298.yaml,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_2/run_1/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_2/run_1/spread/trial_1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_2/run_1/spread/trial_1/run_20260428_020753,ok
new,prompt_3,run_1,spread,1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_3/run_1/explore_sup_gpt_new_3_run_1_297.yaml,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_3/run_1/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_3/run_1/spread/trial_1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_3/run_1/spread/trial_1/run_20260428_021256,ok
new,prompt_4,run_1,spread,1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_4/run_1/explore_sup_gpt_new_4_run_1_299.yaml,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_4/run_1/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_4/run_1/spread/trial_1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_4/run_1/spread/trial_1/run_20260428_021800,ok
new,prompt_1,run_2,spread,1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_1/run_2/explore_sup_gpt_new_1_run_2_300.yaml,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_1/run_2/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_1/run_2/spread/trial_1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_1/run_2/spread/trial_1/run_20260428_023220,ok
new,prompt_2,run_2,spread,1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_2/run_2/explore_sup_gpt_new_2_run_2_301.yaml,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_2/run_2/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_2/run_2/spread/trial_1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_2/run_2/spread/trial_1/run_20260428_023723,ok
new,prompt_3,run_2,spread,1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_3/run_2/explore_sup_gpt_new_3_run_2_302.yaml,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_3/run_2/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_3/run_2/spread/trial_1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_3/run_2/spread/trial_1/run_20260428_024227,ok
new,prompt_4,run_2,spread,1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_4/run_2/explore_sup_gpt_new_4_run_2_303.yaml,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_4/run_2/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_4/run_2/spread/trial_1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_4/run_2/spread/trial_1/run_20260428_024731,ok
new,prompt_3,run_2,spread,1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_3/run_2/explore_sup_gpt_new_3_run_2_302.yaml,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_3/run_2/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_3/run_2/spread/trial_2,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_3/run_2/spread/trial_2/run_20260428_030106,ok
new,prompt_1,run_1,spread,1,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_1/run_1/explore_sup_gpt_new_1_run_1_296.yaml,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_1/run_1/prompt.txt,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_1/run_1/spread/trial_2,/home/ecem/ros2_ws/src/Leo_sct/new prompt runs/four_prompt_run/explore/new/prompt_1/run_1/spread/trial_2/run_20260428_100842,ok
