time_s,collisions_total,collisions_robot,collisions_obstacle
0.000,0,0,0
16.135,1,1,0
16.135,2,2,0
17.247,3,3,0
17.247,4,4,0
18.327,5,5,0
18.328,6,6,0
19.272,7,7,0
19.272,8,8,0
26.356,9,9,0
26.356,10,10,0
55.327,11,11,0
55.327,12,12,0
102.280,13,13,0
102.281,14,14,0
109.714,15,15,0
109.714,16,16,0
114.261,17,17,0
114.261,18,18,0
124.716,19,19,0
124.717,20,20,0
127.317,21,21,0
128.734,22,22,0
128.734,23,23,0
130.323,24,24,0
130.323,25,25,0
132.700,26,26,0
132.700,27,27,0
134.315,28,27,1
134.370,29,27,2
135.902,30,27,3
139.399,31,28,3
139.400,32,29,3
139.726,33,29,4
139.914,34,29,5
142.774,35,30,5
142.775,36,31,5
144.737,37,31,6
145.691,38,32,6
145.691,39,33,6
149.792,40,34,6
149.793,41,35,6
151.787,42,35,7
155.216,43,36,7
155.216,44,37,7
158.272,45,38,7
158.272,46,39,7
160.705,47,40,7
160.705,48,41,7
163.221,49,42,7
163.222,50,43,7
167.718,51,44,7
167.718,52,45,7
171.230,53,46,7
171.230,54,47,7
174.357,55,48,7
174.357,56,49,7
176.269,57,50,7
176.269,58,51,7
178.168,59,52,7
178.168,60,53,7
189.289,61,54,7
189.290,62,55,7
190.189,63,56,7
190.189,64,57,7
196.287,65,58,7
196.287,66,59,7
198.271,67,60,7
198.272,68,61,7
199.766,69,61,8
204.385,70,61,9
214.153,71,62,9
214.153,72,63,9
216.246,73,64,9
216.246,74,65,9
219.409,75,66,9
219.410,76,67,9
219.730,77,68,9
219.730,78,69,9
224.908,79,70,9
224.909,80,71,9
225.753,81,72,9
225.753,82,72,10
225.753,83,73,10
227.861,84,73,11
235.240,85,74,11
235.240,86,75,11
237.735,87,76,11
237.736,88,77,11
243.322,89,78,11
243.322,90,79,11
244.307,91,79,12
249.701,92,80,12
249.701,93,81,12
253.311,94,82,12
253.311,95,83,12
277.246,96,84,12
277.246,97,85,12
278.283,98,85,13
315.243,99,86,13
315.243,100,87,13
369.271,101,88,13
369.271,102,89,13
374.262,103,90,13
374.262,104,91,13
389.757,105,92,13
389.758,106,93,13
396.779,107,94,13
396.780,108,95,13
397.287,109,96,13
397.288,110,97,13
402.395,111,97,14
406.795,112,98,14
406.795,113,99,14
422.263,114,99,15
437.797,115,100,15
437.797,116,101,15
468.287,117,102,15
468.287,118,103,15
493.351,119,104,15
493.351,120,105,15
496.849,121,105,16
