bump_total,stamp_sec,stamp_nsec,bump_type,key,entity_a,entity_b,robot,frame_index_oldest_first,frame_wall_time,frame_stamp_sec,frame_stamp_nsec,encoding,height,width,npy_path,pgm_path
1,276,810000000,obstacle,"('robot_3', 'cylinder0::link::collision')",robot_3,cylinder0::link::collision,robot_3,0,1783612982.722767,274,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_cylinder0_link_collision/robot_3/frame_00_274_500000000.npy,collision_depth_frames/bump_0001_robot_3_cylinder0_link_collision/robot_3/frame_00_274_500000000.pgm
1,276,810000000,obstacle,"('robot_3', 'cylinder0::link::collision')",robot_3,cylinder0::link::collision,robot_3,1,1783612983.218353,275,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_cylinder0_link_collision/robot_3/frame_01_275_0.npy,collision_depth_frames/bump_0001_robot_3_cylinder0_link_collision/robot_3/frame_01_275_0.pgm
1,276,810000000,obstacle,"('robot_3', 'cylinder0::link::collision')",robot_3,cylinder0::link::collision,robot_3,2,1783612983.720038,275,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_cylinder0_link_collision/robot_3/frame_02_275_500000000.npy,collision_depth_frames/bump_0001_robot_3_cylinder0_link_collision/robot_3/frame_02_275_500000000.pgm
1,276,810000000,obstacle,"('robot_3', 'cylinder0::link::collision')",robot_3,cylinder0::link::collision,robot_3,3,1783612984.219075,276,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_cylinder0_link_collision/robot_3/frame_03_276_0.npy,collision_depth_frames/bump_0001_robot_3_cylinder0_link_collision/robot_3/frame_03_276_0.pgm
1,276,810000000,obstacle,"('robot_3', 'cylinder0::link::collision')",robot_3,cylinder0::link::collision,robot_3,4,1783612984.718427,276,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_cylinder0_link_collision/robot_3/frame_04_276_500000000.npy,collision_depth_frames/bump_0001_robot_3_cylinder0_link_collision/robot_3/frame_04_276_500000000.pgm
2,299,910000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,0,1783613005.758997,297,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_00_297_500000000.npy,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_00_297_500000000.pgm
2,299,910000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,1,1783613006.240022,298,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_01_298_0.npy,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_01_298_0.pgm
2,299,910000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,2,1783613006.745499,298,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_02_298_500000000.npy,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_02_298_500000000.pgm
2,299,910000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,3,1783613007.241055,299,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_03_299_0.npy,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_03_299_0.pgm
2,299,910000000,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,robot_2,4,1783613007.742556,299,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_04_299_500000000.npy,collision_depth_frames/bump_0002_robot_2_box4_link_collision/robot_2/frame_04_299_500000000.pgm
3,369,150000000,obstacle,"('robot_4', 'box3::link::collision')",robot_4,box3::link::collision,robot_4,0,1783613075.265378,367,0,32FC1,360,640,collision_depth_frames/bump_0003_robot_4_box3_link_collision/robot_4/frame_00_367_0.npy,collision_depth_frames/bump_0003_robot_4_box3_link_collision/robot_4/frame_00_367_0.pgm
3,369,150000000,obstacle,"('robot_4', 'box3::link::collision')",robot_4,box3::link::collision,robot_4,1,1783613075.761301,367,500000000,32FC1,360,640,collision_depth_frames/bump_0003_robot_4_box3_link_collision/robot_4/frame_01_367_500000000.npy,collision_depth_frames/bump_0003_robot_4_box3_link_collision/robot_4/frame_01_367_500000000.pgm
3,369,150000000,obstacle,"('robot_4', 'box3::link::collision')",robot_4,box3::link::collision,robot_4,2,1783613076.271091,368,0,32FC1,360,640,collision_depth_frames/bump_0003_robot_4_box3_link_collision/robot_4/frame_02_368_0.npy,collision_depth_frames/bump_0003_robot_4_box3_link_collision/robot_4/frame_02_368_0.pgm
3,369,150000000,obstacle,"('robot_4', 'box3::link::collision')",robot_4,box3::link::collision,robot_4,3,1783613076.761729,368,500000000,32FC1,360,640,collision_depth_frames/bump_0003_robot_4_box3_link_collision/robot_4/frame_03_368_500000000.npy,collision_depth_frames/bump_0003_robot_4_box3_link_collision/robot_4/frame_03_368_500000000.pgm
