wall_time,robot,reasons,raw_zone,effective_zone,peer_warning_zone,peer_warning_age_s,front_distance_m,distance_age_s,cbf_safety_distance_m,cbf_alpha,requested_linear_x,requested_angular_z,filtered_linear_x,filtered_angular_z
1783688780.840351,robot_3,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.752528,0.476917,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688780.940013,robot_3,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.722559,0.044245,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688782.340177,robot_3,stale_distance_stop,LEFT,LEFT,CLEAR,inf,2.133572,0.444499,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688782.840214,robot_3,stale_distance_stop,LEFT,LEFT,CLEAR,inf,2.227333,0.437390,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688790.339990,robot_3,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.039913,0.438196,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688790.839978,robot_3,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.947569,0.442452,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688791.340160,robot_3,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.929058,0.442184,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688792.340002,robot_3,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.954492,0.432182,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688792.840142,robot_3,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.946714,0.435372,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688793.440168,robot_3,turn_right_blocked,RIGHT,RIGHT,CLEAR,inf,0.943572,0.043576,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783688793.840170,robot_3,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.943572,0.443596,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
