wall_time,robot,reasons,raw_zone,effective_zone,peer_warning_zone,peer_warning_age_s,front_distance_m,distance_age_s,cbf_safety_distance_m,cbf_alpha,requested_linear_x,requested_angular_z,filtered_linear_x,filtered_angular_z
1783688783.424685,robot_1,distance_cbf_cap,LEFT,LEFT,CLEAR,inf,0.728369,0.006408,0.600000,1.200000,0.160000,-0.250000,0.154042,-0.250000
1783688783.524795,robot_1,distance_cbf_cap,LEFT,LEFT,CLEAR,inf,0.728369,0.106526,0.600000,1.200000,0.160000,-0.250000,0.154042,-0.250000
1783688783.624807,robot_1,distance_cbf_cap,LEFT,LEFT,CLEAR,inf,0.728369,0.206507,0.600000,1.200000,0.160000,-0.250000,0.154042,-0.250000
1783688783.724748,robot_1,distance_cbf_cap,LEFT,LEFT,CLEAR,inf,0.728369,0.306483,0.600000,1.200000,0.160000,-0.250000,0.154042,-0.250000
1783688783.824880,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.728369,0.406580,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688783.924818,robot_1,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.654178,0.016802,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688787.824770,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.911097,0.409516,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688788.824892,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.910512,0.408996,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688790.325012,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.985532,0.414572,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688790.824940,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.021703,0.417095,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688791.324883,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.055430,0.417075,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688791.824967,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.118560,0.406599,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688791.924998,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.118560,0.506637,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688792.424959,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.221994,0.498796,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688793.324884,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.383775,0.418117,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688793.824968,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.240095,0.416106,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688794.324938,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.229445,0.416615,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688794.824782,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.147034,0.409719,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
