stamp_sec,stamp_nsec,label,total_index,robot_index,obstacle_index,bump_type,key,entity_a,entity_b,avg_contact_x,avg_contact_y,avg_contact_z,source_topic,entity_a_bump_direction,entity_b_bump_direction,pair_detection_summary
13,270000000,global,1,1,0,robot,"('robot_1', 'robot_2')",robot_1,robot_2,-0.505925,-0.718243,0.023488,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,back,back,both_detecting|both_warned
47,550000000,global,2,2,0,robot,"('robot_0', 'robot_2')",robot_0,robot_2,2.288943,-4.144293,0.147922,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact,front,left,both_detecting|both_warned
137,890000000,global,3,3,0,robot,"('robot_2', 'robot_4')",robot_2,robot_4,-1.709305,-2.810639,0.148769,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact,left,front,both_detecting|both_warned
161,590000000,global,4,4,0,robot,"('robot_2', 'robot_4')",robot_2,robot_4,-1.819623,-4.200636,0.024414,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact,back,left,both_detecting|both_warned
164,260000000,global,5,5,0,robot,"('robot_2', 'robot_4')",robot_2,robot_4,-1.813543,-4.242624,0.272134,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact,right,left,both_detecting|both_warned
166,730000000,global,6,6,0,robot,"('robot_2', 'robot_4')",robot_2,robot_4,-1.948933,-4.047777,0.147986,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact,right,front,both_detecting|both_warned
237,330000000,global,7,7,0,robot,"('robot_0', 'robot_3')",robot_0,robot_3,-3.438605,3.707607,0.147513,/world/random_world/model/robot_3/link/robot_3/base_footprint/sensor/contact_sensor/contact,right,right,both_detecting|both_warned
