wall_time,source,target,decision,skip_reason,warning_zone,distance_m,confidence,raw_detection,raw_message
1783526596.327210,robot_0,robot_4,skipped,distance_above_warning_threshold,LEFT,1.238102,,global_pose,"bearing_deg=56.003,zone_reason=side_sector"
1783526596.427234,robot_0,robot_4,skipped,distance_above_warning_threshold,LEFT,1.200334,,global_pose,"bearing_deg=59.517,zone_reason=side_sector"
1783526596.527147,robot_0,robot_4,skipped,distance_above_warning_threshold,LEFT,1.164632,,global_pose,"bearing_deg=63.033,zone_reason=side_sector"
1783526596.627147,robot_0,robot_4,skipped,distance_above_warning_threshold,LEFT,1.131097,,global_pose,"bearing_deg=66.548,zone_reason=side_sector"
1783526596.727125,robot_0,robot_4,skipped,distance_above_warning_threshold,LEFT,1.099822,,global_pose,"bearing_deg=70.060,zone_reason=side_sector"
1783526596.827255,robot_0,robot_4,skipped,distance_above_warning_threshold,LEFT,1.070894,,global_pose,"bearing_deg=73.562,zone_reason=side_sector"
1783526596.927199,robot_0,robot_4,skipped,distance_above_warning_threshold,LEFT,1.044389,,global_pose,"bearing_deg=77.053,zone_reason=side_sector"
1783526597.027200,robot_0,robot_4,skipped,distance_above_warning_threshold,LEFT,1.020377,,global_pose,"bearing_deg=80.526,zone_reason=side_sector"
1783526597.127205,robot_0,robot_4,sent,,LEFT,0.998921,,global_pose,"bearing_deg=83.976,zone_reason=side_sector"
1783526597.227214,robot_0,robot_4,sent,,LEFT,0.983469,,global_pose,"bearing_deg=87.680,zone_reason=side_sector"
1783526597.327456,robot_0,robot_4,sent,,LEFT,0.972724,,global_pose,"bearing_deg=91.553,zone_reason=side_sector"
1783526597.427214,robot_0,robot_4,sent,,LEFT,0.963834,,global_pose,"bearing_deg=95.107,zone_reason=side_sector"
1783526597.527242,robot_0,robot_4,sent,,LEFT,0.955993,,global_pose,"bearing_deg=96.910,zone_reason=side_sector"
1783526597.627299,robot_0,robot_4,sent,,LEFT,0.947954,,global_pose,"bearing_deg=97.087,zone_reason=side_sector"
1783526597.727157,robot_0,robot_4,sent,,LEFT,0.939912,,global_pose,"bearing_deg=95.710,zone_reason=side_sector"
1783526597.827343,robot_0,robot_4,sent,,LEFT,0.931520,,global_pose,"bearing_deg=93.606,zone_reason=side_sector"
1783526597.927238,robot_0,robot_4,sent,,LEFT,0.922515,,global_pose,"bearing_deg=91.508,zone_reason=side_sector"
1783526598.027249,robot_0,robot_4,sent,,LEFT,0.914939,,global_pose,"bearing_deg=89.615,zone_reason=side_sector"
1783526598.127303,robot_0,robot_4,sent,,LEFT,0.907057,,global_pose,"bearing_deg=87.763,zone_reason=side_sector"
1783526598.227232,robot_0,robot_4,sent,,LEFT,0.898517,,global_pose,"bearing_deg=85.917,zone_reason=side_sector"
1783526598.327308,robot_0,robot_4,sent,,LEFT,0.889319,,global_pose,"bearing_deg=84.077,zone_reason=side_sector"
1783526598.427316,robot_0,robot_4,sent,,LEFT,0.874669,,global_pose,"bearing_deg=81.131,zone_reason=side_sector"
1783526598.527282,robot_0,robot_4,sent,,LEFT,0.857256,,global_pose,"bearing_deg=77.510,zone_reason=side_sector"
1783526598.627238,robot_0,robot_4,sent,,LEFT,0.837335,,global_pose,"bearing_deg=74.763,zone_reason=side_sector"
