wall_time,source,target,decision,skip_reason,warning_zone,distance_m,confidence,raw_detection,raw_message
1783526679.409588,robot_3,robot_2,skipped,distance_above_warning_threshold,CORNER,1.244718,,global_pose,"bearing_deg=9.169,zone_reason=front_sector"
1783526679.508235,robot_3,robot_2,skipped,distance_above_warning_threshold,CORNER,1.214187,,global_pose,"bearing_deg=7.080,zone_reason=front_sector"
1783526679.609356,robot_3,robot_2,skipped,distance_above_warning_threshold,CORNER,1.170283,,global_pose,"bearing_deg=3.983,zone_reason=front_sector"
1783526679.709681,robot_3,robot_0,skipped,distance_above_warning_threshold,CORNER,1.222151,,global_pose,"bearing_deg=49.637,zone_reason=front_sector"
1783526679.709746,robot_3,robot_2,skipped,distance_above_warning_threshold,CORNER,1.135476,,global_pose,"bearing_deg=1.446,zone_reason=front_sector"
1783526679.809264,robot_3,robot_0,skipped,distance_above_warning_threshold,LEFT,1.180847,,global_pose,"bearing_deg=50.222,zone_reason=side_sector"
1783526679.809308,robot_3,robot_2,skipped,distance_above_warning_threshold,CORNER,1.097209,,global_pose,"bearing_deg=-0.080,zone_reason=front_sector"
1783526679.908098,robot_3,robot_0,skipped,distance_above_warning_threshold,LEFT,1.147199,,global_pose,"bearing_deg=50.792,zone_reason=side_sector"
1783526679.908196,robot_3,robot_2,skipped,distance_above_warning_threshold,CORNER,1.065025,,global_pose,"bearing_deg=-0.316,zone_reason=front_sector"
1783526680.008096,robot_3,robot_0,skipped,distance_above_warning_threshold,LEFT,1.104930,,global_pose,"bearing_deg=51.625,zone_reason=side_sector"
1783526680.008169,robot_3,robot_2,skipped,distance_above_warning_threshold,CORNER,1.026409,,global_pose,"bearing_deg=0.788,zone_reason=front_sector"
1783526680.109714,robot_3,robot_0,skipped,distance_above_warning_threshold,LEFT,1.054154,,global_pose,"bearing_deg=52.824,zone_reason=side_sector"
1783526680.109855,robot_3,robot_2,sent,,CORNER,0.983184,,global_pose,"bearing_deg=4.222,zone_reason=front_sector"
1783526680.208139,robot_3,robot_0,skipped,distance_above_warning_threshold,LEFT,1.020268,,global_pose,"bearing_deg=53.907,zone_reason=side_sector"
1783526680.208344,robot_3,robot_2,sent,,CORNER,0.957958,,global_pose,"bearing_deg=7.283,zone_reason=front_sector"
1783526680.309911,robot_3,robot_0,sent,,LEFT,0.970212,,global_pose,"bearing_deg=55.821,zone_reason=side_sector"
1783526680.310000,robot_3,robot_2,sent,,CORNER,0.925405,,global_pose,"bearing_deg=12.794,zone_reason=front_sector"
1783526680.409853,robot_3,robot_0,sent,,LEFT,0.929477,,global_pose,"bearing_deg=57.629,zone_reason=side_sector"
1783526680.409952,robot_3,robot_2,sent,,CORNER,0.900743,,global_pose,"bearing_deg=17.685,zone_reason=front_sector"
1783526680.509398,robot_3,robot_0,sent,,LEFT,0.889798,,global_pose,"bearing_deg=59.620,zone_reason=side_sector"
1783526680.509547,robot_3,robot_2,sent,,CORNER,0.878526,,global_pose,"bearing_deg=22.980,zone_reason=front_sector"
1783526680.609793,robot_3,robot_0,sent,,LEFT,0.859929,,global_pose,"bearing_deg=61.121,zone_reason=side_sector"
1783526680.609963,robot_3,robot_2,sent,,CORNER,0.857536,,global_pose,"bearing_deg=28.257,zone_reason=front_sector"
1783526680.709620,robot_3,robot_0,sent,,LEFT,0.835075,,global_pose,"bearing_deg=62.218,zone_reason=side_sector"
1783526680.709759,robot_3,robot_2,sent,,CORNER,0.838152,,global_pose,"bearing_deg=33.680,zone_reason=front_sector"
1783526680.809456,robot_3,robot_0,sent,,LEFT,0.810545,,global_pose,"bearing_deg=63.380,zone_reason=side_sector"
1783526680.809540,robot_3,robot_2,sent,,CORNER,0.820733,,global_pose,"bearing_deg=39.285,zone_reason=front_sector"
1783526680.909789,robot_3,robot_0,sent,,LEFT,0.786371,,global_pose,"bearing_deg=64.615,zone_reason=side_sector"
