wall_time,source,target,decision,skip_reason,source_zone,source_zone_active,source_zone_age_s,target_zone,target_zone_active,target_zone_age_s,distance_m,warning_distance_m,source_pose_fresh,target_pose_fresh,source_pose_age_s,target_pose_age_s,warning_zone,bearing_deg,zone_reason
1783526536.389036,robot_2,robot_4,skipped,source_zone_inactive,CLEAR,false,,CLEAR,false,,0.000750,1.000000,true,true,0.030614,0.031103,CORNER,179.985676,critical_distance
1783526536.389036,robot_2,robot_0,skipped,source_zone_inactive,CLEAR,false,,CORNER,true,0.055403,0.000750,1.000000,true,true,0.030614,0.030788,CORNER,179.977082,critical_distance
1783526536.389036,robot_2,robot_1,skipped,source_zone_inactive,CLEAR,false,,CORNER,true,0.107734,0.000250,1.000000,true,true,0.030614,0.030698,CORNER,179.991406,critical_distance
1783526536.389036,robot_2,robot_3,skipped,source_zone_inactive,CLEAR,false,,LEFT,true,0.081557,0.000750,1.000000,true,true,0.030614,0.030534,CORNER,179.979946,critical_distance
1783526536.489057,robot_2,robot_4,skipped,target_zone_active,CORNER,true,0.038993,CORNER,true,0.091171,0.002295,1.000000,true,true,0.030437,0.029648,CORNER,179.137842,critical_distance
1783526536.489057,robot_2,robot_0,skipped,target_zone_active,CORNER,true,0.038993,CORNER,true,0.155423,0.008949,1.000000,true,true,0.030437,0.029977,CORNER,1.154007,critical_distance
1783526536.489057,robot_2,robot_1,skipped,target_zone_active,CORNER,true,0.038993,CORNER,true,0.207755,0.017257,1.000000,true,true,0.030437,0.029857,CORNER,1.603985,critical_distance
1783526536.489057,robot_2,robot_3,skipped,target_zone_active,CORNER,true,0.038993,LEFT,true,0.181577,0.000417,1.000000,true,true,0.030437,0.029750,CORNER,23.232145,critical_distance
1783526536.589056,robot_2,robot_4,skipped,target_zone_active,CORNER,true,0.138993,CORNER,true,0.191171,0.012305,1.000000,true,true,0.030815,0.029724,CORNER,-0.491669,critical_distance
1783526536.589056,robot_2,robot_0,skipped,target_zone_active,CORNER,true,0.138993,CORNER,true,0.255423,0.032545,1.000000,true,true,0.030815,0.030198,CORNER,1.898441,critical_distance
1783526536.589056,robot_2,robot_1,skipped,target_zone_active,CORNER,true,0.138993,CORNER,true,0.307755,0.040850,1.000000,true,true,0.030815,0.030041,CORNER,4.930281,critical_distance
1783526536.589056,robot_2,robot_3,skipped,target_zone_active,CORNER,true,0.138993,LEFT,true,0.281577,0.005755,1.000000,true,true,0.030815,0.029857,CORNER,10.421815,critical_distance
