wall_time,source,target,decision,skip_reason,source_zone,source_zone_active,source_zone_age_s,target_zone,target_zone_active,target_zone_age_s,distance_m,warning_distance_m,source_pose_fresh,target_pose_fresh,source_pose_age_s,target_pose_age_s,warning_zone,bearing_deg,zone_reason
1783526536.396323,robot_4,robot_0,skipped,source_zone_inactive,CLEAR,false,,CORNER,true,0.062776,0.000001,1.000000,true,true,0.038334,0.037839,CORNER,90.045316,critical_distance
1783526536.396323,robot_4,robot_1,skipped,source_zone_inactive,CLEAR,false,,CORNER,true,0.114979,0.000500,1.000000,true,true,0.038334,0.037685,CORNER,0.034377,critical_distance
1783526536.396323,robot_4,robot_2,skipped,source_zone_inactive,CLEAR,false,,CLEAR,false,,0.000750,1.000000,true,true,0.038334,0.037537,CORNER,-0.014324,critical_distance
1783526536.396323,robot_4,robot_3,skipped,source_zone_inactive,CLEAR,false,,LEFT,true,0.088725,0.000001,1.000000,true,true,0.038334,0.037397,CORNER,90.011868,critical_distance
1783526536.496421,robot_4,robot_0,skipped,target_zone_active,CORNER,true,0.098674,CORNER,true,0.162874,0.011244,1.000000,true,true,0.036324,0.036930,CORNER,0.949589,critical_distance
1783526536.496421,robot_4,robot_1,skipped,target_zone_active,CORNER,true,0.098674,CORNER,true,0.215077,0.019553,1.000000,true,true,0.036324,0.036710,CORNER,1.551149,critical_distance
1783526536.496421,robot_4,robot_2,skipped,target_zone_active,CORNER,true,0.098674,CORNER,true,0.046432,0.002295,1.000000,true,true,0.036324,0.037651,CORNER,-0.861601,critical_distance
1783526536.496421,robot_4,robot_3,skipped,target_zone_active,CORNER,true,0.098674,LEFT,true,0.188823,0.002684,1.000000,true,true,0.036324,0.036506,CORNER,3.597600,critical_distance
1783526536.596330,robot_4,robot_0,skipped,target_zone_active,CORNER,true,0.198583,CORNER,true,0.262783,0.020243,1.000000,true,true,0.037011,0.037443,CORNER,1.265862,critical_distance
1783526536.596330,robot_4,robot_1,skipped,target_zone_active,CORNER,true,0.198583,CORNER,true,0.314986,0.028551,1.000000,true,true,0.037011,0.037284,CORNER,4.316193,critical_distance
1783526536.596330,robot_4,robot_2,skipped,target_zone_active,CORNER,true,0.198583,CORNER,true,0.146342,0.012305,1.000000,true,true,0.037011,0.038052,CORNER,179.088837,critical_distance
1783526536.596330,robot_4,robot_3,skipped,target_zone_active,CORNER,true,0.198583,LEFT,true,0.288732,0.006642,1.000000,true,true,0.037011,0.037145,CORNER,176.364723,critical_distance
1783526536.696392,robot_4,robot_0,skipped,target_zone_active,CORNER,true,0.298645,CORNER,true,0.362845,0.020243,1.000000,true,true,0.037139,0.037618,CORNER,1.265862,critical_distance
1783526536.696392,robot_4,robot_1,skipped,target_zone_active,CORNER,true,0.298645,CORNER,true,0.415048,0.028551,1.000000,true,true,0.037139,0.038274,CORNER,6.808262,critical_distance
1783526536.696392,robot_4,robot_2,skipped,target_zone_active,CORNER,true,0.298645,CORNER,true,0.246403,0.016712,1.000000,true,true,0.037139,0.037446,CORNER,175.006357,critical_distance
1783526536.696392,robot_4,robot_3,skipped,target_zone_active,CORNER,true,0.298645,LEFT,true,0.388793,0.024936,1.000000,true,true,0.037139,0.037285,CORNER,179.032250,critical_distance
1783526536.796409,robot_4,robot_0,skipped,target_zone_active,CORNER,true,0.398662,CORNER,true,0.462862,0.020243,1.000000,true,true,0.036645,0.037812,CORNER,1.265862,critical_distance
1783526536.796409,robot_4,robot_1,skipped,target_zone_active,CORNER,true,0.398662,CORNER,true,0.515065,0.028551,1.000000,true,true,0.036645,0.037133,CORNER,9.300331,critical_distance
1783526536.796409,robot_4,robot_2,skipped,target_zone_active,CORNER,true,0.398662,CORNER,true,0.346421,0.016712,1.000000,true,true,0.036645,0.036965,CORNER,169.875591,critical_distance
1783526536.796409,robot_4,robot_3,skipped,target_zone_active,CORNER,true,0.398662,LEFT,true,0.488811,0.040738,1.000000,true,true,0.036645,0.036804,CORNER,179.407652,critical_distance
1783526536.896349,robot_4,robot_0,skipped,target_zone_active,CORNER,true,0.498602,CORNER,true,0.562802,0.020243,1.000000,true,true,0.037269,0.038046,CORNER,1.265862,critical_distance
1783526536.896349,robot_4,robot_1,skipped,target_zone_active,CORNER,true,0.498602,CORNER,true,0.615005,0.028551,1.000000,true,true,0.037269,0.037618,CORNER,11.740833,critical_distance
1783526536.896349,robot_4,robot_2,skipped,target_zone_active,CORNER,true,0.498602,CORNER,true,0.446361,0.016712,1.000000,true,true,0.037269,0.037494,CORNER,164.916712,critical_distance
1783526536.896349,robot_4,robot_3,skipped,target_zone_active,CORNER,true,0.498602,LEFT,true,0.588751,0.041729,1.000000,true,true,0.037269,0.037382,CORNER,179.421719,critical_distance
1783526536.996364,robot_4,robot_0,skipped,source_zone_inactive,CLEAR,false,0.054312,CLEAR,false,0.024653,0.020243,1.000000,true,true,0.036550,0.037074,CORNER,1.265862,critical_distance
1783526536.996364,robot_4,robot_1,skipped,source_zone_inactive,CLEAR,false,0.054312,CLEAR,false,0.067385,0.027821,1.000000,true,true,0.036550,0.037732,CORNER,13.288716,critical_distance
1783526536.996364,robot_4,robot_2,skipped,source_zone_inactive,CLEAR,false,0.054312,CORNER,true,0.000567,0.016712,1.000000,true,true,0.036550,0.036888,CORNER,161.418876,critical_distance
