time_s,collisions_total,collisions_robot,collisions_obstacle
0.000,0,0,0
32.181,1,1,0
32.182,2,2,0
33.970,3,3,0
33.970,4,4,0
38.934,5,5,0
38.934,6,6,0
39.951,7,7,0
39.951,8,8,0
40.440,9,8,1
42.004,10,8,2
44.711,11,8,3
45.435,12,8,4
101.055,13,8,5
106.457,14,8,6
114.432,15,8,7
115.459,16,8,8
115.622,17,8,9
116.942,18,8,10
120.465,19,8,11
124.979,20,9,11
124.980,21,10,11
139.567,22,11,11
149.093,23,11,12
150.007,24,11,13
152.618,25,11,14
156.986,26,11,15
157.578,27,11,16
159.999,28,11,17
164.160,29,11,18
165.152,30,12,18
165.153,31,13,18
169.484,32,14,18
169.484,33,15,18
170.668,34,15,19
174.020,35,16,19
174.021,36,17,19
175.540,37,18,19
175.540,38,19,19
231.597,39,20,19
231.597,40,21,19
238.189,41,22,19
238.189,42,23,19
242.425,43,24,19
242.425,44,25,19
247.610,45,26,19
247.610,46,27,19
262.522,47,28,19
262.522,48,29,19
266.075,49,30,19
266.075,50,31,19
267.568,51,32,19
267.569,52,33,19
271.567,53,34,19
271.567,54,35,19
272.556,55,36,19
272.556,56,37,19
275.563,57,38,19
275.564,58,39,19
279.040,59,40,19
279.040,60,41,19
316.690,61,42,19
316.691,62,43,19
320.050,63,43,20
321.009,64,43,21
370.044,65,44,21
370.044,66,45,21
385.053,67,46,21
385.053,68,47,21
390.046,69,48,21
390.046,70,49,21
392.562,71,50,21
392.562,72,51,21
424.564,73,52,21
424.564,74,53,21
426.052,75,54,21
426.052,76,55,21
427.617,77,56,21
427.617,78,57,21
429.622,79,58,21
429.623,80,59,21
431.558,81,60,21
431.558,82,61,21
433.140,83,62,21
433.140,84,63,21
434.161,85,64,21
434.161,86,65,21
436.664,87,66,21
436.670,88,67,21
437.518,89,68,21
437.524,90,69,21
438.189,91,70,21
438.189,92,71,21
439.128,93,72,21
439.129,94,73,21
440.124,95,74,21
440.125,96,75,21
444.048,97,76,21
444.048,98,77,21
446.566,99,78,21
446.567,100,79,21
446.679,101,80,21
446.680,102,81,21
449.525,103,82,21
449.525,104,83,21
455.658,105,84,21
455.666,106,85,21
498.571,107,86,21
498.571,108,87,21
