wall_time,source,target,decision,skip_reason,source_zone,source_zone_active,source_zone_age_s,target_zone,target_zone_active,target_zone_age_s,distance_m,warning_distance_m,source_pose_fresh,target_pose_fresh,source_pose_age_s,target_pose_age_s,warning_zone,bearing_deg,zone_reason
1783521775.118791,robot_2,robot_0,skipped,source_zone_inactive,CLEAR,false,,CLEAR,false,,0.000000,1.000000,true,true,0.029692,0.030089,CORNER,90.005730,critical_distance
1783521775.118791,robot_2,robot_1,skipped,source_zone_inactive,CLEAR,false,,CLEAR,false,,0.000750,1.000000,true,true,0.029692,0.029777,CORNER,0.103132,critical_distance
1783521775.218852,robot_2,robot_0,skipped,target_zone_active,CORNER,true,0.059112,CORNER,true,0.047692,0.005350,1.000000,true,true,0.029490,0.030180,CORNER,178.291190,critical_distance
1783521775.218852,robot_2,robot_1,skipped,target_zone_active,CORNER,true,0.059112,CORNER,true,0.039087,0.000840,1.000000,true,true,0.029490,0.029658,CORNER,167.754272,critical_distance
1783521775.318818,robot_2,robot_0,skipped,target_zone_active,CORNER,true,0.159078,CORNER,true,0.147658,0.011519,1.000000,true,true,0.029121,0.029345,CORNER,177.975158,critical_distance
1783521775.318818,robot_2,robot_1,skipped,target_zone_active,CORNER,true,0.159078,CORNER,true,0.139053,0.011744,1.000000,true,true,0.029121,0.030060,CORNER,177.878121,critical_distance
1783521775.418751,robot_2,robot_0,skipped,target_zone_active,CORNER,true,0.259012,CORNER,true,0.247592,0.015789,1.000000,true,true,0.029270,0.029433,CORNER,-178.056977,critical_distance
1783521775.418751,robot_2,robot_1,skipped,target_zone_active,CORNER,true,0.259012,CORNER,true,0.238987,0.025758,1.000000,true,true,0.029270,0.030149,CORNER,-178.830288,critical_distance
1783521775.518748,robot_2,robot_0,skipped,target_zone_active,CORNER,true,0.359009,CORNER,true,0.347589,0.015841,1.000000,true,true,0.029725,0.029913,CORNER,-173.537056,critical_distance
1783521775.518748,robot_2,robot_1,skipped,target_zone_active,CORNER,true,0.359009,CORNER,true,0.338984,0.026523,1.000000,true,true,0.029725,0.030409,CORNER,-176.113904,critical_distance
1783521775.618809,robot_2,robot_0,sent,,CORNER,true,0.459069,CLEAR,false,0.050859,0.016237,1.000000,true,true,0.029997,0.029502,CORNER,-169.241788,critical_distance
1783521775.618809,robot_2,robot_1,sent,,CORNER,true,0.459069,CLEAR,false,0.041792,0.026599,1.000000,true,true,0.029997,0.029340,CORNER,-173.373893,critical_distance
1783521775.718820,robot_2,robot_0,sent,,CORNER,true,0.062827,CLEAR,false,0.150870,0.021997,1.000000,true,true,0.028964,0.029149,CORNER,-170.253819,critical_distance
1783521775.718820,robot_2,robot_1,sent,,CORNER,true,0.062827,CLEAR,false,0.141802,0.019271,1.000000,true,true,0.028964,0.029736,CORNER,-168.722504,critical_distance
1783521775.818809,robot_2,robot_0,sent,,CORNER,true,0.162816,CLEAR,false,0.250859,0.021997,1.000000,true,true,0.028886,0.029649,CORNER,-169.136552,critical_distance
1783521775.818809,robot_2,robot_1,sent,,CORNER,true,0.162816,CLEAR,false,0.241791,0.016827,1.000000,true,true,0.028886,0.029073,CORNER,-166.954402,critical_distance
1783521775.918823,robot_2,robot_0,sent,,CORNER,true,0.262830,CLEAR,false,0.350873,0.021997,1.000000,true,true,0.030523,0.029951,CORNER,-166.300410,critical_distance
1783521775.918823,robot_2,robot_1,sent,,CORNER,true,0.262830,CLEAR,false,0.341805,0.016827,1.000000,true,true,0.030523,0.029767,CORNER,-165.493360,critical_distance
1783521776.018760,robot_2,robot_0,sent,,CORNER,true,0.362767,CLEAR,false,0.450810,0.021997,1.000000,true,true,0.029798,0.029995,CORNER,-161.745396,critical_distance
1783521776.018760,robot_2,robot_1,sent,,CORNER,true,0.362767,CLEAR,false,0.441743,0.016827,1.000000,true,true,0.029798,0.030482,CORNER,-162.313444,critical_distance
1783521776.118801,robot_2,robot_0,sent,,CORNER,true,0.060545,CLEAR,false,0.042596,0.021997,1.000000,true,true,0.029549,0.029726,CORNER,-156.044466,critical_distance
1783521776.118801,robot_2,robot_1,sent,,CORNER,true,0.060545,CLEAR,false,0.032220,0.016827,1.000000,true,true,0.029549,0.030227,CORNER,-157.414655,critical_distance
1783521776.218799,robot_2,robot_0,sent,,CORNER,true,0.160543,CLEAR,false,0.142595,0.021997,1.000000,true,true,0.028584,0.029615,CORNER,-150.314888,critical_distance
1783521776.218799,robot_2,robot_1,sent,,CORNER,true,0.160543,CLEAR,false,0.132218,0.016827,1.000000,true,true,0.028584,0.028773,CORNER,-151.685077,critical_distance
1783521776.318815,robot_2,robot_0,sent,,CORNER,true,0.260559,CLEAR,false,0.242610,0.021997,1.000000,true,true,0.030048,0.030690,CORNER,-144.585310,critical_distance
1783521776.318815,robot_2,robot_1,sent,,CORNER,true,0.260559,CLEAR,false,0.232234,0.016827,1.000000,true,true,0.030048,0.030238,CORNER,-145.955499,critical_distance
1783521776.418842,robot_2,robot_0,sent,,CORNER,true,0.360585,CLEAR,false,0.342637,0.021997,1.000000,true,true,0.029781,0.029947,CORNER,-138.855732,critical_distance
1783521776.418842,robot_2,robot_1,sent,,CORNER,true,0.360585,CLEAR,false,0.332260,0.016827,1.000000,true,true,0.029781,0.030376,CORNER,-140.225921,critical_distance
1783521776.518762,robot_2,robot_0,sent,,CORNER,true,0.460506,CLEAR,false,0.442557,0.021997,1.000000,true,true,0.029629,0.029816,CORNER,-133.126154,critical_distance
1783521776.518762,robot_2,robot_1,sent,,CORNER,true,0.460506,CLEAR,false,0.432181,0.016827,1.000000,true,true,0.029629,0.030290,CORNER,-134.496343,critical_distance
1783521776.618830,robot_2,robot_0,sent,,CORNER,true,0.560574,CLEAR,false,0.049373,0.021997,1.000000,true,true,0.028814,0.029131,CORNER,-127.396576,critical_distance
1783521776.618830,robot_2,robot_1,sent,,CORNER,true,0.560574,CLEAR,false,0.040898,0.016827,1.000000,true,true,0.028814,0.029898,CORNER,-128.766765,critical_distance
1783521776.718761,robot_2,robot_0,sent,,LEFT,true,0.065281,CLEAR,false,0.149304,0.021997,1.000000,true,true,0.029833,0.029439,CORNER,-121.666998,critical_distance
1783521776.718761,robot_2,robot_1,sent,,LEFT,true,0.065281,CLEAR,false,0.140829,0.016827,1.000000,true,true,0.029833,0.029290,CORNER,-123.037187,critical_distance
1783521776.818809,robot_2,robot_0,sent,,LEFT,true,0.165329,CLEAR,false,0.249352,0.021997,1.000000,true,true,0.029142,0.029452,CORNER,-115.937420,critical_distance
1783521776.818809,robot_2,robot_1,sent,,LEFT,true,0.165329,CLEAR,false,0.240877,0.016827,1.000000,true,true,0.029142,0.030227,CORNER,-117.307609,critical_distance
1783521776.918804,robot_2,robot_0,sent,,LEFT,true,0.265324,CLEAR,false,0.349347,0.021997,1.000000,true,true,0.029258,0.029436,CORNER,-110.207841,critical_distance
1783521776.918804,robot_2,robot_1,sent,,LEFT,true,0.265324,CLEAR,false,0.340872,0.016827,1.000000,true,true,0.029258,0.029981,CORNER,-111.578031,critical_distance
1783521777.018753,robot_2,robot_0,sent,,LEFT,true,0.365273,CLEAR,false,0.449296,0.021997,1.000000,true,true,0.029656,0.030473,CORNER,-104.478263,critical_distance
1783521777.018753,robot_2,robot_1,sent,,LEFT,true,0.365273,CLEAR,false,0.440820,0.016827,1.000000,true,true,0.029656,0.030250,CORNER,-105.848453,critical_distance
1783521777.118853,robot_2,robot_0,sent,,LEFT,true,0.062301,CLEAR,false,0.047419,0.021997,1.000000,true,true,0.030322,0.029776,CORNER,-98.748685,critical_distance
1783521777.118853,robot_2,robot_1,sent,,LEFT,true,0.062301,CLEAR,false,0.037230,0.016827,1.000000,true,true,0.030322,0.029608,CORNER,-100.118875,critical_distance
1783521777.218775,robot_2,robot_0,sent,,LEFT,true,0.162223,CLEAR,false,0.147341,0.021997,1.000000,true,true,0.030563,0.030015,CORNER,-93.019107,critical_distance
1783521777.218775,robot_2,robot_1,sent,,LEFT,true,0.162223,CLEAR,false,0.137152,0.016827,1.000000,true,true,0.030563,0.029839,CORNER,-94.389297,critical_distance
1783521777.318766,robot_2,robot_0,sent,,LEFT,true,0.262214,CLEAR,false,0.247332,0.021997,1.000000,true,true,0.029149,0.029752,CORNER,-87.289529,critical_distance
