wall_time,source,target,decision,skip_reason,warning_zone,distance_m,confidence,raw_detection,raw_message
1783521775.154938,robot_2,robot_0,sent,,CORNER,0.000434,,global_pose,"bearing_deg=175.364,zone_reason=critical_distance"
1783521775.155098,robot_2,robot_1,sent,,CORNER,0.001568,,global_pose,"bearing_deg=1.632,zone_reason=critical_distance"
1783521775.254866,robot_2,robot_0,sent,,CORNER,0.008564,,global_pose,"bearing_deg=177.497,zone_reason=critical_distance"
1783521775.254990,robot_2,robot_1,sent,,CORNER,0.004050,,global_pose,"bearing_deg=174.319,zone_reason=critical_distance"
1783521775.354746,robot_2,robot_0,sent,,CORNER,0.014458,,global_pose,"bearing_deg=179.689,zone_reason=critical_distance"
1783521775.354839,robot_2,robot_1,sent,,CORNER,0.019682,,global_pose,"bearing_deg=179.710,zone_reason=critical_distance"
1783521775.454744,robot_2,robot_0,sent,,CORNER,0.015803,,global_pose,"bearing_deg=-175.793,zone_reason=critical_distance"
1783521775.454835,robot_2,robot_1,sent,,CORNER,0.026508,,global_pose,"bearing_deg=-177.488,zone_reason=critical_distance"
1783521775.554894,robot_2,robot_0,sent,,CORNER,0.015904,,global_pose,"bearing_deg=-171.295,zone_reason=critical_distance"
1783521775.555066,robot_2,robot_1,sent,,CORNER,0.026553,,global_pose,"bearing_deg=-174.742,zone_reason=critical_distance"
1783521775.654855,robot_2,robot_0,sent,,CORNER,0.019759,,global_pose,"bearing_deg=-169.617,zone_reason=critical_distance"
1783521775.654993,robot_2,robot_1,sent,,CORNER,0.025165,,global_pose,"bearing_deg=-171.753,zone_reason=critical_distance"
1783521775.754792,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-169.910,zone_reason=critical_distance"
1783521775.754864,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-167.058,zone_reason=critical_distance"
1783521775.854827,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-167.933,zone_reason=critical_distance"
1783521775.854941,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-166.439,zone_reason=critical_distance"
1783521775.954828,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-164.238,zone_reason=critical_distance"
1783521775.954940,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-164.118,zone_reason=critical_distance"
1783521776.054813,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-158.909,zone_reason=critical_distance"
1783521776.054900,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-160.079,zone_reason=critical_distance"
1783521776.154942,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-153.180,zone_reason=critical_distance"
1783521776.155121,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-154.550,zone_reason=critical_distance"
1783521776.254783,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-147.450,zone_reason=critical_distance"
1783521776.254890,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-148.820,zone_reason=critical_distance"
1783521776.354793,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-141.721,zone_reason=critical_distance"
1783521776.354889,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-143.091,zone_reason=critical_distance"
1783521776.454810,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-135.991,zone_reason=critical_distance"
1783521776.454954,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-137.361,zone_reason=critical_distance"
1783521776.554826,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-130.261,zone_reason=critical_distance"
1783521776.554905,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-131.632,zone_reason=critical_distance"
1783521776.654813,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-124.532,zone_reason=critical_distance"
1783521776.654917,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-125.902,zone_reason=critical_distance"
1783521776.754775,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-118.802,zone_reason=critical_distance"
1783521776.754859,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-120.172,zone_reason=critical_distance"
1783521776.854810,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-113.073,zone_reason=critical_distance"
1783521776.854937,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-114.443,zone_reason=critical_distance"
1783521776.954815,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-107.343,zone_reason=critical_distance"
1783521776.954942,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-108.713,zone_reason=critical_distance"
1783521777.054832,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-101.613,zone_reason=critical_distance"
1783521777.054920,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-102.984,zone_reason=critical_distance"
1783521777.154812,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-95.884,zone_reason=critical_distance"
1783521777.154937,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-97.254,zone_reason=critical_distance"
1783521777.254775,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-90.154,zone_reason=critical_distance"
1783521777.254895,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-91.525,zone_reason=critical_distance"
1783521777.354823,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-84.425,zone_reason=critical_distance"
1783521777.354980,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-85.795,zone_reason=critical_distance"
1783521777.454827,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-78.695,zone_reason=critical_distance"
1783521777.454977,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-80.065,zone_reason=critical_distance"
1783521777.554820,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-73.327,zone_reason=critical_distance"
1783521777.554894,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-74.336,zone_reason=critical_distance"
1783521777.654794,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-69.574,zone_reason=critical_distance"
1783521777.654891,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-69.225,zone_reason=critical_distance"
1783521777.754991,robot_2,robot_0,sent,,CORNER,0.021997,,global_pose,"bearing_deg=-67.540,zone_reason=critical_distance"
1783521777.755312,robot_2,robot_1,sent,,CORNER,0.016827,,global_pose,"bearing_deg=-65.816,zone_reason=critical_distance"
1783521777.854911,robot_2,robot_0,sent,,CORNER,0.023788,,global_pose,"bearing_deg=-58.868,zone_reason=critical_distance"
1783521777.855035,robot_2,robot_1,sent,,CORNER,0.016314,,global_pose,"bearing_deg=-69.002,zone_reason=critical_distance"
1783521777.954772,robot_2,robot_0,sent,,CORNER,0.025941,,global_pose,"bearing_deg=-55.795,zone_reason=critical_distance"
1783521777.954844,robot_2,robot_1,sent,,CORNER,0.016523,,global_pose,"bearing_deg=-98.932,zone_reason=critical_distance"
1783521778.054945,robot_2,robot_0,sent,,CORNER,0.027003,,global_pose,"bearing_deg=-57.215,zone_reason=critical_distance"
1783521778.055116,robot_2,robot_1,sent,,CORNER,0.017774,,global_pose,"bearing_deg=-98.167,zone_reason=critical_distance"
1783521778.155015,robot_2,robot_0,sent,,CORNER,0.028081,,global_pose,"bearing_deg=-58.527,zone_reason=critical_distance"
1783521778.155176,robot_2,robot_1,sent,,CORNER,0.019029,,global_pose,"bearing_deg=-97.502,zone_reason=critical_distance"
1783521778.254792,robot_2,robot_0,sent,,CORNER,0.027379,,global_pose,"bearing_deg=-66.794,zone_reason=critical_distance"
1783521778.254866,robot_2,robot_1,sent,,CORNER,0.020067,,global_pose,"bearing_deg=-92.704,zone_reason=critical_distance"
1783521778.354871,robot_2,robot_0,sent,,CORNER,0.026717,,global_pose,"bearing_deg=-73.328,zone_reason=critical_distance"
