bump_total,stamp_sec,stamp_nsec,bump_type,key,entity_a,entity_b,robot,frame_index_oldest_first,frame_wall_time,frame_stamp_sec,frame_stamp_nsec,encoding,height,width,npy_path,pgm_path
4,261,130000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,3,1783680828.654169,260,500000000,32FC1,360,640,collision_depth_frames/bump_0004_robot_3_robot_4/robot_3/frame_03_260_500000000.npy,collision_depth_frames/bump_0004_robot_3_robot_4/robot_3/frame_03_260_500000000.pgm
4,261,130000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,4,1783680829.163081,261,0,32FC1,360,640,collision_depth_frames/bump_0004_robot_3_robot_4/robot_3/frame_04_261_0.npy,collision_depth_frames/bump_0004_robot_3_robot_4/robot_3/frame_04_261_0.pgm
4,261,130000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,0,1783680827.143792,259,0,32FC1,360,640,collision_depth_frames/bump_0004_robot_3_robot_4/robot_4/frame_00_259_0.npy,collision_depth_frames/bump_0004_robot_3_robot_4/robot_4/frame_00_259_0.pgm
4,261,130000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,1,1783680827.645089,259,500000000,32FC1,360,640,collision_depth_frames/bump_0004_robot_3_robot_4/robot_4/frame_01_259_500000000.npy,collision_depth_frames/bump_0004_robot_3_robot_4/robot_4/frame_01_259_500000000.pgm
4,261,130000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,2,1783680828.137369,260,0,32FC1,360,640,collision_depth_frames/bump_0004_robot_3_robot_4/robot_4/frame_02_260_0.npy,collision_depth_frames/bump_0004_robot_3_robot_4/robot_4/frame_02_260_0.pgm
4,261,130000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,3,1783680828.644592,260,500000000,32FC1,360,640,collision_depth_frames/bump_0004_robot_3_robot_4/robot_4/frame_03_260_500000000.npy,collision_depth_frames/bump_0004_robot_3_robot_4/robot_4/frame_03_260_500000000.pgm
4,261,130000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,4,1783680829.146970,261,0,32FC1,360,640,collision_depth_frames/bump_0004_robot_3_robot_4/robot_4/frame_04_261_0.npy,collision_depth_frames/bump_0004_robot_3_robot_4/robot_4/frame_04_261_0.pgm
5,277,60000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,0,1783680843.154126,275,0,32FC1,360,640,collision_depth_frames/bump_0005_robot_3_robot_4/robot_3/frame_00_275_0.npy,collision_depth_frames/bump_0005_robot_3_robot_4/robot_3/frame_00_275_0.pgm
5,277,60000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,1,1783680843.660621,275,500000000,32FC1,360,640,collision_depth_frames/bump_0005_robot_3_robot_4/robot_3/frame_01_275_500000000.npy,collision_depth_frames/bump_0005_robot_3_robot_4/robot_3/frame_01_275_500000000.pgm
5,277,60000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,2,1783680844.153963,276,0,32FC1,360,640,collision_depth_frames/bump_0005_robot_3_robot_4/robot_3/frame_02_276_0.npy,collision_depth_frames/bump_0005_robot_3_robot_4/robot_3/frame_02_276_0.pgm
5,277,60000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,3,1783680844.656845,276,500000000,32FC1,360,640,collision_depth_frames/bump_0005_robot_3_robot_4/robot_3/frame_03_276_500000000.npy,collision_depth_frames/bump_0005_robot_3_robot_4/robot_3/frame_03_276_500000000.pgm
5,277,60000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,4,1783680845.148092,277,0,32FC1,360,640,collision_depth_frames/bump_0005_robot_3_robot_4/robot_3/frame_04_277_0.npy,collision_depth_frames/bump_0005_robot_3_robot_4/robot_3/frame_04_277_0.pgm
5,277,60000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,0,1783680843.143879,275,0,32FC1,360,640,collision_depth_frames/bump_0005_robot_3_robot_4/robot_4/frame_00_275_0.npy,collision_depth_frames/bump_0005_robot_3_robot_4/robot_4/frame_00_275_0.pgm
5,277,60000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,1,1783680843.645888,275,500000000,32FC1,360,640,collision_depth_frames/bump_0005_robot_3_robot_4/robot_4/frame_01_275_500000000.npy,collision_depth_frames/bump_0005_robot_3_robot_4/robot_4/frame_01_275_500000000.pgm
5,277,60000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,2,1783680844.141383,276,0,32FC1,360,640,collision_depth_frames/bump_0005_robot_3_robot_4/robot_4/frame_02_276_0.npy,collision_depth_frames/bump_0005_robot_3_robot_4/robot_4/frame_02_276_0.pgm
5,277,60000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,3,1783680844.638557,276,500000000,32FC1,360,640,collision_depth_frames/bump_0005_robot_3_robot_4/robot_4/frame_03_276_500000000.npy,collision_depth_frames/bump_0005_robot_3_robot_4/robot_4/frame_03_276_500000000.pgm
5,277,60000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,4,1783680845.137651,277,0,32FC1,360,640,collision_depth_frames/bump_0005_robot_3_robot_4/robot_4/frame_04_277_0.npy,collision_depth_frames/bump_0005_robot_3_robot_4/robot_4/frame_04_277_0.pgm
6,281,160000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,0,1783680847.155818,279,0,32FC1,360,640,collision_depth_frames/bump_0006_robot_3_robot_4/robot_3/frame_00_279_0.npy,collision_depth_frames/bump_0006_robot_3_robot_4/robot_3/frame_00_279_0.pgm
6,281,160000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,1,1783680847.646385,279,500000000,32FC1,360,640,collision_depth_frames/bump_0006_robot_3_robot_4/robot_3/frame_01_279_500000000.npy,collision_depth_frames/bump_0006_robot_3_robot_4/robot_3/frame_01_279_500000000.pgm
6,281,160000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,2,1783680848.156750,280,0,32FC1,360,640,collision_depth_frames/bump_0006_robot_3_robot_4/robot_3/frame_02_280_0.npy,collision_depth_frames/bump_0006_robot_3_robot_4/robot_3/frame_02_280_0.pgm
6,281,160000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,3,1783680848.645435,280,500000000,32FC1,360,640,collision_depth_frames/bump_0006_robot_3_robot_4/robot_3/frame_03_280_500000000.npy,collision_depth_frames/bump_0006_robot_3_robot_4/robot_3/frame_03_280_500000000.pgm
6,281,160000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_3,4,1783680849.153172,281,0,32FC1,360,640,collision_depth_frames/bump_0006_robot_3_robot_4/robot_3/frame_04_281_0.npy,collision_depth_frames/bump_0006_robot_3_robot_4/robot_3/frame_04_281_0.pgm
6,281,160000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,0,1783680847.139688,279,0,32FC1,360,640,collision_depth_frames/bump_0006_robot_3_robot_4/robot_4/frame_00_279_0.npy,collision_depth_frames/bump_0006_robot_3_robot_4/robot_4/frame_00_279_0.pgm
6,281,160000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,1,1783680847.634789,279,500000000,32FC1,360,640,collision_depth_frames/bump_0006_robot_3_robot_4/robot_4/frame_01_279_500000000.npy,collision_depth_frames/bump_0006_robot_3_robot_4/robot_4/frame_01_279_500000000.pgm
6,281,160000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,2,1783680848.143410,280,0,32FC1,360,640,collision_depth_frames/bump_0006_robot_3_robot_4/robot_4/frame_02_280_0.npy,collision_depth_frames/bump_0006_robot_3_robot_4/robot_4/frame_02_280_0.pgm
6,281,160000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,3,1783680848.634620,280,500000000,32FC1,360,640,collision_depth_frames/bump_0006_robot_3_robot_4/robot_4/frame_03_280_500000000.npy,collision_depth_frames/bump_0006_robot_3_robot_4/robot_4/frame_03_280_500000000.pgm
6,281,160000000,robot,"('robot_3', 'robot_4')",robot_3,robot_4,robot_4,4,1783680849.137260,281,0,32FC1,360,640,collision_depth_frames/bump_0006_robot_3_robot_4/robot_4/frame_04_281_0.npy,collision_depth_frames/bump_0006_robot_3_robot_4/robot_4/frame_04_281_0.pgm
