stamp_sec,stamp_nsec,label,total_index,robot_index,obstacle_index,bump_type,key,entity_a,entity_b,avg_contact_x,avg_contact_y,avg_contact_z,source_topic
5,230000000,global,1,0,1,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,5.000364,-3.094413,0.024288,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
7,550000000,global,2,0,2,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,5.000100,-3.224484,0.272522,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
9,360000000,global,3,0,3,obstacle,"('robot_2', 'cylinder1::link::collision')",robot_2,cylinder1::link::collision,-1.337533,-1.972854,0.148610,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact
11,940000000,global,4,0,4,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,5.000570,-3.408500,0.148072,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
13,630000000,global,5,0,5,obstacle,"('robot_2', 'cylinder1::link::collision')",robot_2,cylinder1::link::collision,-1.355943,-1.993578,0.147748,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact
17,520000000,global,6,0,6,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,5.000045,-3.517236,0.272566,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
25,40000000,global,7,0,7,obstacle,"('robot_1', 'box3::link::collision')",robot_1,box3::link::collision,2.407412,1.002384,0.024153,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
26,860000000,global,8,0,8,obstacle,"('robot_1', 'box3::link::collision')",robot_1,box3::link::collision,2.394239,0.980933,0.147704,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
29,470000000,global,9,0,9,obstacle,"('robot_1', 'box3::link::collision')",robot_1,box3::link::collision,2.492522,1.140810,0.147781,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
37,440000000,global,10,1,9,robot,"('robot_1', 'robot_4')",robot_1,robot_4,0.819314,1.436993,0.148200,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
40,790000000,global,11,2,9,robot,"('robot_1', 'robot_4')",robot_1,robot_4,0.530753,1.052201,0.147728,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
49,510000000,global,12,2,10,obstacle,"('robot_3', 'cylinder1::link::collision')",robot_3,cylinder1::link::collision,-0.872245,-2.960825,0.109528,/world/random_world/model/robot_3/link/robot_3/base_footprint/sensor/contact_sensor/contact
50,470000000,global,13,2,11,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,5.000053,-3.508543,0.272566,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
51,370000000,global,14,2,12,obstacle,"('robot_3', 'cylinder1::link::collision')",robot_3,cylinder1::link::collision,-0.599045,-2.874703,0.119206,/world/random_world/model/robot_3/link/robot_3/base_footprint/sensor/contact_sensor/contact
53,970000000,global,15,2,13,obstacle,"('robot_3', 'cylinder1::link::collision')",robot_3,cylinder1::link::collision,-0.727086,-2.933620,0.243029,/world/random_world/model/robot_3/link/robot_3/base_footprint/sensor/contact_sensor/contact
56,30000000,global,16,3,13,robot,"('robot_1', 'robot_4')",robot_1,robot_4,-0.468581,-1.600019,0.023432,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
58,10000000,global,17,3,14,obstacle,"('robot_2', 'north_wall::link::collision')",robot_2,north_wall::link::collision,0.508037,5.000103,0.148108,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact
58,450000000,global,18,4,14,robot,"('robot_1', 'robot_4')",robot_1,robot_4,-0.554336,-1.587096,0.147824,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
59,160000000,global,19,4,15,obstacle,"('robot_1', 'cylinder1::link::collision')",robot_1,cylinder1::link::collision,-0.613543,-1.864091,0.255175,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
60,320000000,global,20,4,16,obstacle,"('robot_2', 'north_wall::link::collision')",robot_2,north_wall::link::collision,0.659154,5.000731,0.147557,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact
61,280000000,global,21,4,17,obstacle,"('robot_1', 'cylinder1::link::collision')",robot_1,cylinder1::link::collision,-0.516199,-1.934307,0.215332,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact
61,970000000,global,22,4,18,obstacle,"('robot_2', 'north_wall::link::collision')",robot_2,north_wall::link::collision,0.659508,5.000266,0.147846,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact
81,10000000,global,23,5,18,robot,"('robot_2', 'robot_4')",robot_2,robot_4,0.430869,2.616963,0.147834,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact
149,510000000,global,24,5,19,obstacle,"('robot_2', 'cylinder0::link::collision')",robot_2,cylinder0::link::collision,3.049228,3.166888,0.147893,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact
152,620000000,global,25,5,20,obstacle,"('robot_2', 'cylinder0::link::collision')",robot_2,cylinder0::link::collision,3.012406,3.281186,0.213521,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact
159,270000000,global,26,5,21,obstacle,"('robot_0', 'box0::link::collision')",robot_0,box0::link::collision,2.353121,-3.077704,0.148087,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
163,60000000,global,27,5,22,obstacle,"('robot_0', 'box0::link::collision')",robot_0,box0::link::collision,2.496571,-3.200067,0.147843,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
