wall_time,robot,reasons,raw_zone,effective_zone,peer_warning_zone,peer_warning_age_s,front_distance_m,distance_age_s,cbf_safety_distance_m,cbf_alpha,requested_linear_x,requested_angular_z,filtered_linear_x,filtered_angular_z
1783690823.768615,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,2.771268,0.456968,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690831.768581,robot_0,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.944154,0.437579,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783690832.268569,robot_0,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.923486,0.437588,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783690832.768603,robot_0,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.962581,0.437671,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783690833.268515,robot_0,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.015874,0.436440,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783690833.768568,robot_0,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.960677,0.439924,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783690833.868486,robot_0,turn_right_blocked,RIGHT,RIGHT,CLEAR,inf,0.939149,0.036618,0.600000,1.200000,0.160000,-0.250000,0.160000,0.000000
1783690834.268649,robot_0,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.939149,0.436764,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783690834.368493,robot_0,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.876446,0.037412,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783690834.768638,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.876446,0.437528,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690835.268641,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.791539,0.439481,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690835.768566,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.761704,0.436602,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690836.268613,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.790450,0.423920,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783690836.768593,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.837070,0.433778,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783690837.268706,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.874544,0.440904,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783690837.768748,robot_0,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.902063,0.437724,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783690837.868623,robot_0,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.876493,0.028105,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783690838.268625,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.876493,0.428128,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690838.768666,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.890271,0.432021,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690838.868524,robot_0,turn_left_blocked,LEFT,LEFT,CLEAR,inf,0.913849,0.042343,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690839.268710,robot_0,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.913849,0.442502,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783690839.368615,robot_0,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.891394,0.048536,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783690839.768610,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.891394,0.448545,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783690840.268599,robot_0,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.914534,0.436889,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783690840.768764,robot_0,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.931180,0.443671,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783690840.868655,robot_0,turn_right_blocked,RIGHT,RIGHT,CLEAR,inf,0.920143,0.037807,0.600000,1.200000,0.160000,-0.250000,0.160000,0.000000
1783690841.268511,robot_0,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.920143,0.437724,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783690841.768664,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.859880,0.441134,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783690841.868659,robot_0,turn_right_blocked,RIGHT,RIGHT,CLEAR,inf,0.924181,0.030988,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783690842.268561,robot_0,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.924181,0.430947,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783690842.768530,robot_0,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.905129,0.430573,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783690843.268542,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.810387,0.433109,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690843.768519,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.785640,0.434615,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783690844.268567,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.819872,0.433034,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783690844.768516,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.854153,0.444473,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690845.268478,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.895123,0.433280,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690845.368533,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.895123,0.533311,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690846.268615,robot_0,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.902415,0.438477,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783690846.368495,robot_0,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.830609,0.033098,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783690846.768814,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.830609,0.433381,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690847.268615,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.847542,0.422245,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783690847.768641,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.897510,0.429434,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783690848.268795,robot_0,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.930561,0.436245,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783690848.368638,robot_0,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.877740,0.029346,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783690848.768656,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.877740,0.429370,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690849.268519,robot_0,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,0.896655,0.423439,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690850.368655,robot_0,distance_cbf_cap,RIGHT,RIGHT,CLEAR,inf,0.731601,0.040100,0.600000,1.200000,0.280000,0.000000,0.157921,0.000000
1783690850.468629,robot_0,distance_cbf_cap,RIGHT,RIGHT,CLEAR,inf,0.731601,0.140076,0.600000,1.200000,0.160000,0.250000,0.157921,0.250000
