wall_time,robot,reasons,raw_zone,effective_zone,peer_warning_zone,peer_warning_age_s,front_distance_m,distance_age_s,cbf_safety_distance_m,cbf_alpha,requested_linear_x,requested_angular_z,filtered_linear_x,filtered_angular_z
1783690823.308280,robot_4,zone_stop_forward,CORNER,CORNER,CLEAR,inf,2.523203,0.011679,0.600000,1.200000,0.280000,0.000000,0.000000,0.000000
1783690823.708299,robot_4,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,2.523203,0.411744,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690823.808334,robot_4,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,inf,2.523203,0.511782,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690832.308319,robot_4,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,2.789363,0.490121,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783690832.808421,robot_4,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,2.688384,0.487675,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783690833.308280,robot_4,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,2.378798,0.488896,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783690839.208409,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075532,1.382263,0.393970,0.600000,1.200000,0.280000,0.000000,0.126000,0.650000
1783690839.308539,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075601,1.382263,0.494055,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783690839.408419,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075580,1.293106,0.096565,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783690839.508425,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075511,1.293106,0.196569,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783690839.608330,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075460,1.293106,0.296502,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783690839.708394,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075523,1.293106,0.396548,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783690839.808470,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075806,1.293106,0.496595,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783690839.908486,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075710,0.921299,0.088194,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783690840.008538,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075838,0.921299,0.188247,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783690840.108613,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075843,0.921299,0.288298,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783690840.208473,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075654,0.921299,0.388260,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783690840.308378,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075695,0.921299,0.488145,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783690840.408332,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075573,0.880545,0.094120,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783690840.508513,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075698,0.880545,0.194239,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783690840.608470,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075701,0.880545,0.294197,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783690840.708294,robot_4,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.075573,0.880545,0.394082,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783690841.408444,robot_4,distance_cbf_cap,RIGHT,RIGHT,BACK,0.375311,0.716423,0.088596,0.600000,1.200000,0.160000,0.250000,0.139707,0.250000
1783690841.508394,robot_4,distance_cbf_cap,RIGHT,RIGHT,BACK,0.475260,0.716423,0.188542,0.600000,1.200000,0.160000,0.250000,0.139707,0.250000
1783690841.608603,robot_4,distance_cbf_cap,RIGHT,RIGHT,BACK,0.575457,0.716423,0.288690,0.600000,1.200000,0.160000,0.250000,0.139707,0.250000
1783690841.708387,robot_4,distance_cbf_cap,RIGHT,RIGHT,CLEAR,0.675252,0.716423,0.388581,0.600000,1.200000,0.160000,0.250000,0.139707,0.250000
1783690841.808391,robot_4,stale_distance_stop,RIGHT,RIGHT,CLEAR,0.775254,0.716423,0.488587,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783690842.308497,robot_4,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,1.275335,0.633730,0.482993,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783690842.808378,robot_4,corner_turn_blocked_stale,CORNER,CORNER,CLEAR,1.775237,0.711222,0.488420,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783690843.308533,robot_4,stale_distance_stop,RIGHT,RIGHT,CLEAR,2.275355,2.082183,0.486928,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
