wall_time,source,target,decision,skip_reason,warning_zone,distance_m,confidence,raw_detection,raw_message
1783690836.356799,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.221835,,global_pose,"bearing_deg=178.312,zone_reason=rear_sector"
1783690836.456717,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.193870,,global_pose,"bearing_deg=174.986,zone_reason=rear_sector"
1783690836.556705,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.166276,,global_pose,"bearing_deg=171.182,zone_reason=rear_sector"
1783690836.656721,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.139128,,global_pose,"bearing_deg=166.752,zone_reason=rear_sector"
1783690836.756788,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.112514,,global_pose,"bearing_deg=162.247,zone_reason=rear_sector"
1783690836.856822,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.086519,,global_pose,"bearing_deg=157.677,zone_reason=rear_sector"
1783690836.956764,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.061401,,global_pose,"bearing_deg=153.999,zone_reason=rear_sector"
1783690837.056684,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.050951,,global_pose,"bearing_deg=152.122,zone_reason=rear_sector"
1783690837.156672,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.057500,,global_pose,"bearing_deg=151.611,zone_reason=rear_sector"
1783690837.256746,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.065032,,global_pose,"bearing_deg=151.136,zone_reason=rear_sector"
1783690837.356752,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.072634,,global_pose,"bearing_deg=150.667,zone_reason=rear_sector"
1783690837.456725,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.080307,,global_pose,"bearing_deg=150.206,zone_reason=rear_sector"
1783690837.556744,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.088048,,global_pose,"bearing_deg=149.751,zone_reason=rear_sector"
1783690837.656872,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.095857,,global_pose,"bearing_deg=149.302,zone_reason=rear_sector"
1783690837.756713,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.103732,,global_pose,"bearing_deg=148.860,zone_reason=rear_sector"
1783690837.856842,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.111672,,global_pose,"bearing_deg=148.424,zone_reason=rear_sector"
1783690837.956716,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.119464,,global_pose,"bearing_deg=147.987,zone_reason=rear_sector"
1783690838.056772,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.118171,,global_pose,"bearing_deg=147.243,zone_reason=rear_sector"
1783690838.156670,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.115719,,global_pose,"bearing_deg=145.542,zone_reason=rear_sector"
1783690838.256691,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.113368,,global_pose,"bearing_deg=143.485,zone_reason=rear_sector"
1783690838.356688,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.110876,,global_pose,"bearing_deg=141.417,zone_reason=rear_sector"
1783690838.456674,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.099022,,global_pose,"bearing_deg=138.891,zone_reason=rear_sector"
1783690838.556682,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.085224,,global_pose,"bearing_deg=136.282,zone_reason=rear_sector"
1783690838.656681,robot_4,robot_3,skipped,distance_above_warning_threshold,BACK,1.066855,,global_pose,"bearing_deg=132.347,zone_reason=rear_sector"
1783690838.756687,robot_4,robot_3,skipped,distance_above_warning_threshold,LEFT,1.049267,,global_pose,"bearing_deg=127.334,zone_reason=side_sector"
1783690838.856672,robot_4,robot_3,skipped,distance_above_warning_threshold,LEFT,1.033000,,global_pose,"bearing_deg=122.238,zone_reason=side_sector"
1783690838.956698,robot_4,robot_3,skipped,distance_above_warning_threshold,LEFT,1.018135,,global_pose,"bearing_deg=118.034,zone_reason=side_sector"
1783690839.056864,robot_4,robot_3,skipped,distance_above_warning_threshold,LEFT,1.004597,,global_pose,"bearing_deg=113.352,zone_reason=side_sector"
1783690839.156863,robot_4,robot_3,sent,,LEFT,0.992572,,global_pose,"bearing_deg=108.054,zone_reason=side_sector"
1783690839.256911,robot_4,robot_3,sent,,LEFT,0.982579,,global_pose,"bearing_deg=102.801,zone_reason=side_sector"
1783690839.356789,robot_4,robot_3,sent,,LEFT,0.977722,,global_pose,"bearing_deg=99.299,zone_reason=side_sector"
1783690839.456840,robot_4,robot_3,sent,,LEFT,0.974887,,global_pose,"bearing_deg=97.624,zone_reason=side_sector"
1783690839.556745,robot_4,robot_3,sent,,LEFT,0.972619,,global_pose,"bearing_deg=97.487,zone_reason=side_sector"
1783690839.656846,robot_4,robot_3,sent,,LEFT,0.970816,,global_pose,"bearing_deg=98.890,zone_reason=side_sector"
1783690839.756869,robot_4,robot_3,sent,,LEFT,0.969285,,global_pose,"bearing_deg=101.323,zone_reason=side_sector"
1783690839.856773,robot_4,robot_3,sent,,LEFT,0.967937,,global_pose,"bearing_deg=103.769,zone_reason=side_sector"
