wall_time,source,target,decision,skip_reason,warning_zone,distance_m,confidence,raw_detection,raw_message
1783691028.105949,robot_1,robot_0,skipped,distance_above_warning_threshold,CORNER,1.227666,,global_pose,"bearing_deg=31.264,zone_reason=front_sector"
1783691028.205912,robot_1,robot_0,skipped,distance_above_warning_threshold,CORNER,1.203873,,global_pose,"bearing_deg=31.832,zone_reason=front_sector"
1783691028.305897,robot_1,robot_0,skipped,distance_above_warning_threshold,CORNER,1.180388,,global_pose,"bearing_deg=32.526,zone_reason=front_sector"
1783691028.405934,robot_1,robot_0,skipped,distance_above_warning_threshold,CORNER,1.157065,,global_pose,"bearing_deg=33.430,zone_reason=front_sector"
1783691028.505951,robot_1,robot_0,skipped,distance_above_warning_threshold,CORNER,1.133744,,global_pose,"bearing_deg=34.208,zone_reason=front_sector"
1783691028.605894,robot_1,robot_0,skipped,distance_above_warning_threshold,CORNER,1.110600,,global_pose,"bearing_deg=34.888,zone_reason=front_sector"
1783691028.706113,robot_1,robot_0,skipped,distance_above_warning_threshold,CORNER,1.087922,,global_pose,"bearing_deg=35.706,zone_reason=front_sector"
1783691028.805869,robot_1,robot_0,skipped,distance_above_warning_threshold,CORNER,1.065665,,global_pose,"bearing_deg=36.755,zone_reason=front_sector"
1783691028.905886,robot_1,robot_0,skipped,distance_above_warning_threshold,CORNER,1.043280,,global_pose,"bearing_deg=37.673,zone_reason=front_sector"
1783691029.005948,robot_1,robot_0,skipped,distance_above_warning_threshold,CORNER,1.020988,,global_pose,"bearing_deg=38.491,zone_reason=front_sector"
1783691029.105965,robot_1,robot_0,sent,,CORNER,0.999353,,global_pose,"bearing_deg=39.461,zone_reason=front_sector"
1783691029.206041,robot_1,robot_0,sent,,CORNER,0.978642,,global_pose,"bearing_deg=40.661,zone_reason=front_sector"
1783691029.306042,robot_1,robot_0,sent,,CORNER,0.969360,,global_pose,"bearing_deg=40.009,zone_reason=front_sector"
1783691029.405991,robot_1,robot_0,sent,,CORNER,0.969067,,global_pose,"bearing_deg=37.356,zone_reason=front_sector"
1783691029.506040,robot_1,robot_0,sent,,CORNER,0.968258,,global_pose,"bearing_deg=33.721,zone_reason=front_sector"
1783691029.605983,robot_1,robot_0,sent,,CORNER,0.967062,,global_pose,"bearing_deg=30.042,zone_reason=front_sector"
1783691029.705952,robot_1,robot_0,sent,,CORNER,0.965971,,global_pose,"bearing_deg=26.759,zone_reason=front_sector"
1783691029.806116,robot_1,robot_0,sent,,CORNER,0.964467,,global_pose,"bearing_deg=23.126,zone_reason=front_sector"
1783691029.906000,robot_1,robot_0,sent,,CORNER,0.962462,,global_pose,"bearing_deg=19.442,zone_reason=front_sector"
1783691030.006035,robot_1,robot_0,sent,,CORNER,0.950584,,global_pose,"bearing_deg=16.839,zone_reason=front_sector"
1783691030.105923,robot_1,robot_0,sent,,CORNER,0.936100,,global_pose,"bearing_deg=16.322,zone_reason=front_sector"
1783691030.205976,robot_1,robot_0,sent,,CORNER,0.921682,,global_pose,"bearing_deg=17.000,zone_reason=front_sector"
1783691030.305939,robot_1,robot_0,sent,,CORNER,0.907258,,global_pose,"bearing_deg=19.176,zone_reason=front_sector"
1783691030.406147,robot_1,robot_0,sent,,CORNER,0.901764,,global_pose,"bearing_deg=22.274,zone_reason=front_sector"
1783691030.506049,robot_1,robot_0,sent,,CORNER,0.886863,,global_pose,"bearing_deg=26.042,zone_reason=front_sector"
1783691030.606140,robot_1,robot_0,sent,,CORNER,0.871206,,global_pose,"bearing_deg=29.447,zone_reason=front_sector"
1783691030.706060,robot_1,robot_0,sent,,CORNER,0.855630,,global_pose,"bearing_deg=32.846,zone_reason=front_sector"
1783691030.805912,robot_1,robot_0,sent,,CORNER,0.839724,,global_pose,"bearing_deg=36.314,zone_reason=front_sector"
1783691030.905969,robot_1,robot_0,sent,,CORNER,0.829241,,global_pose,"bearing_deg=39.885,zone_reason=front_sector"
1783691031.005981,robot_1,robot_0,sent,,CORNER,0.821419,,global_pose,"bearing_deg=42.953,zone_reason=front_sector"
1783691031.105929,robot_1,robot_0,sent,,CORNER,0.813354,,global_pose,"bearing_deg=45.956,zone_reason=front_sector"
1783691031.206005,robot_1,robot_0,sent,,CORNER,0.804446,,global_pose,"bearing_deg=48.982,zone_reason=front_sector"
1783691031.305929,robot_1,robot_0,sent,,LEFT,0.790035,,global_pose,"bearing_deg=52.331,zone_reason=side_sector"
1783691031.405967,robot_1,robot_0,sent,,LEFT,0.772906,,global_pose,"bearing_deg=55.726,zone_reason=side_sector"
1783691031.505947,robot_1,robot_0,sent,,LEFT,0.758135,,global_pose,"bearing_deg=59.637,zone_reason=side_sector"
1783691031.605908,robot_1,robot_0,sent,,LEFT,0.753902,,global_pose,"bearing_deg=62.929,zone_reason=side_sector"
1783691031.705922,robot_1,robot_0,sent,,LEFT,0.740839,,global_pose,"bearing_deg=65.804,zone_reason=side_sector"
1783691031.805930,robot_1,robot_0,sent,,LEFT,0.721495,,global_pose,"bearing_deg=68.694,zone_reason=side_sector"
1783691031.905952,robot_1,robot_0,sent,,LEFT,0.718778,,global_pose,"bearing_deg=70.374,zone_reason=side_sector"
