bump_total,stamp_sec,stamp_nsec,bump_type,key,entity_a,entity_b,robot,frame_index_oldest_first,frame_wall_time,frame_stamp_sec,frame_stamp_nsec,encoding,height,width,npy_path,pgm_path
1,22,100000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,0,1783612099.923505,20,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_00_20_0.npy,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_00_20_0.pgm
1,22,100000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,1,1783612100.429360,20,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_01_20_500000000.npy,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_01_20_500000000.pgm
1,22,100000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,2,1783612100.927497,21,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_02_21_0.npy,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_02_21_0.pgm
1,22,100000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,3,1783612101.426353,21,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_03_21_500000000.npy,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_03_21_500000000.pgm
1,22,100000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,4,1783612101.956877,22,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_04_22_0.npy,collision_depth_frames/bump_0001_robot_1_box4_link_collision/robot_1/frame_04_22_0.pgm
2,24,710000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,0,1783612102.438498,22,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_1_box4_link_collision/robot_1/frame_00_22_500000000.npy,collision_depth_frames/bump_0002_robot_1_box4_link_collision/robot_1/frame_00_22_500000000.pgm
2,24,710000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,1,1783612102.923635,23,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_1_box4_link_collision/robot_1/frame_01_23_0.npy,collision_depth_frames/bump_0002_robot_1_box4_link_collision/robot_1/frame_01_23_0.pgm
2,24,710000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,2,1783612103.433339,23,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_1_box4_link_collision/robot_1/frame_02_23_500000000.npy,collision_depth_frames/bump_0002_robot_1_box4_link_collision/robot_1/frame_02_23_500000000.pgm
2,24,710000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,3,1783612103.925271,24,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_1_box4_link_collision/robot_1/frame_03_24_0.npy,collision_depth_frames/bump_0002_robot_1_box4_link_collision/robot_1/frame_03_24_0.pgm
2,24,710000000,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,robot_1,4,1783612104.427859,24,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_1_box4_link_collision/robot_1/frame_04_24_500000000.npy,collision_depth_frames/bump_0002_robot_1_box4_link_collision/robot_1/frame_04_24_500000000.pgm
3,69,20000000,obstacle,"('robot_0', 'box1::link::collision')",robot_0,box1::link::collision,robot_0,0,1783612146.907548,67,0,32FC1,360,640,collision_depth_frames/bump_0003_robot_0_box1_link_collision/robot_0/frame_00_67_0.npy,collision_depth_frames/bump_0003_robot_0_box1_link_collision/robot_0/frame_00_67_0.pgm
3,69,20000000,obstacle,"('robot_0', 'box1::link::collision')",robot_0,box1::link::collision,robot_0,1,1783612147.406603,67,500000000,32FC1,360,640,collision_depth_frames/bump_0003_robot_0_box1_link_collision/robot_0/frame_01_67_500000000.npy,collision_depth_frames/bump_0003_robot_0_box1_link_collision/robot_0/frame_01_67_500000000.pgm
3,69,20000000,obstacle,"('robot_0', 'box1::link::collision')",robot_0,box1::link::collision,robot_0,2,1783612147.910637,68,0,32FC1,360,640,collision_depth_frames/bump_0003_robot_0_box1_link_collision/robot_0/frame_02_68_0.npy,collision_depth_frames/bump_0003_robot_0_box1_link_collision/robot_0/frame_02_68_0.pgm
3,69,20000000,obstacle,"('robot_0', 'box1::link::collision')",robot_0,box1::link::collision,robot_0,3,1783612148.407462,68,500000000,32FC1,360,640,collision_depth_frames/bump_0003_robot_0_box1_link_collision/robot_0/frame_03_68_500000000.npy,collision_depth_frames/bump_0003_robot_0_box1_link_collision/robot_0/frame_03_68_500000000.pgm
3,69,20000000,obstacle,"('robot_0', 'box1::link::collision')",robot_0,box1::link::collision,robot_0,4,1783612148.909783,69,0,32FC1,360,640,collision_depth_frames/bump_0003_robot_0_box1_link_collision/robot_0/frame_04_69_0.npy,collision_depth_frames/bump_0003_robot_0_box1_link_collision/robot_0/frame_04_69_0.pgm
4,94,980000000,obstacle,"('robot_2', 'box2::link::collision')",robot_2,box2::link::collision,robot_2,0,1783612172.445906,92,500000000,32FC1,360,640,collision_depth_frames/bump_0004_robot_2_box2_link_collision/robot_2/frame_00_92_500000000.npy,collision_depth_frames/bump_0004_robot_2_box2_link_collision/robot_2/frame_00_92_500000000.pgm
4,94,980000000,obstacle,"('robot_2', 'box2::link::collision')",robot_2,box2::link::collision,robot_2,1,1783612172.942024,93,0,32FC1,360,640,collision_depth_frames/bump_0004_robot_2_box2_link_collision/robot_2/frame_01_93_0.npy,collision_depth_frames/bump_0004_robot_2_box2_link_collision/robot_2/frame_01_93_0.pgm
4,94,980000000,obstacle,"('robot_2', 'box2::link::collision')",robot_2,box2::link::collision,robot_2,2,1783612173.446690,93,500000000,32FC1,360,640,collision_depth_frames/bump_0004_robot_2_box2_link_collision/robot_2/frame_02_93_500000000.npy,collision_depth_frames/bump_0004_robot_2_box2_link_collision/robot_2/frame_02_93_500000000.pgm
4,94,980000000,obstacle,"('robot_2', 'box2::link::collision')",robot_2,box2::link::collision,robot_2,3,1783612173.951076,94,0,32FC1,360,640,collision_depth_frames/bump_0004_robot_2_box2_link_collision/robot_2/frame_03_94_0.npy,collision_depth_frames/bump_0004_robot_2_box2_link_collision/robot_2/frame_03_94_0.pgm
4,94,980000000,obstacle,"('robot_2', 'box2::link::collision')",robot_2,box2::link::collision,robot_2,4,1783612174.454185,94,500000000,32FC1,360,640,collision_depth_frames/bump_0004_robot_2_box2_link_collision/robot_2/frame_04_94_500000000.npy,collision_depth_frames/bump_0004_robot_2_box2_link_collision/robot_2/frame_04_94_500000000.pgm
5,270,100000000,obstacle,"('robot_0', 'cylinder0::link::collision')",robot_0,cylinder0::link::collision,robot_0,0,1783612347.902388,268,0,32FC1,360,640,collision_depth_frames/bump_0005_robot_0_cylinder0_link_collision/robot_0/frame_00_268_0.npy,collision_depth_frames/bump_0005_robot_0_cylinder0_link_collision/robot_0/frame_00_268_0.pgm
5,270,100000000,obstacle,"('robot_0', 'cylinder0::link::collision')",robot_0,cylinder0::link::collision,robot_0,1,1783612348.403154,268,500000000,32FC1,360,640,collision_depth_frames/bump_0005_robot_0_cylinder0_link_collision/robot_0/frame_01_268_500000000.npy,collision_depth_frames/bump_0005_robot_0_cylinder0_link_collision/robot_0/frame_01_268_500000000.pgm
5,270,100000000,obstacle,"('robot_0', 'cylinder0::link::collision')",robot_0,cylinder0::link::collision,robot_0,2,1783612348.903535,269,0,32FC1,360,640,collision_depth_frames/bump_0005_robot_0_cylinder0_link_collision/robot_0/frame_02_269_0.npy,collision_depth_frames/bump_0005_robot_0_cylinder0_link_collision/robot_0/frame_02_269_0.pgm
5,270,100000000,obstacle,"('robot_0', 'cylinder0::link::collision')",robot_0,cylinder0::link::collision,robot_0,3,1783612349.403817,269,500000000,32FC1,360,640,collision_depth_frames/bump_0005_robot_0_cylinder0_link_collision/robot_0/frame_03_269_500000000.npy,collision_depth_frames/bump_0005_robot_0_cylinder0_link_collision/robot_0/frame_03_269_500000000.pgm
5,270,100000000,obstacle,"('robot_0', 'cylinder0::link::collision')",robot_0,cylinder0::link::collision,robot_0,4,1783612349.903450,270,0,32FC1,360,640,collision_depth_frames/bump_0005_robot_0_cylinder0_link_collision/robot_0/frame_04_270_0.npy,collision_depth_frames/bump_0005_robot_0_cylinder0_link_collision/robot_0/frame_04_270_0.pgm
