bump_total,stamp_sec,stamp_nsec,bump_type,key,entity_a,entity_b,robot,frame_index_oldest_first,frame_wall_time,frame_stamp_sec,frame_stamp_nsec,encoding,height,width,npy_path,pgm_path
1,95,710000000,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,robot_3,0,1783687791.690770,93,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_box0_link_collision/robot_3/frame_00_93_500000000.npy,collision_depth_frames/bump_0001_robot_3_box0_link_collision/robot_3/frame_00_93_500000000.pgm
1,95,710000000,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,robot_3,1,1783687792.164195,94,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_box0_link_collision/robot_3/frame_01_94_0.npy,collision_depth_frames/bump_0001_robot_3_box0_link_collision/robot_3/frame_01_94_0.pgm
1,95,710000000,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,robot_3,2,1783687792.698694,94,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_box0_link_collision/robot_3/frame_02_94_500000000.npy,collision_depth_frames/bump_0001_robot_3_box0_link_collision/robot_3/frame_02_94_500000000.pgm
1,95,710000000,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,robot_3,3,1783687793.212924,95,0,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_box0_link_collision/robot_3/frame_03_95_0.npy,collision_depth_frames/bump_0001_robot_3_box0_link_collision/robot_3/frame_03_95_0.pgm
1,95,710000000,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,robot_3,4,1783687793.662174,95,500000000,32FC1,360,640,collision_depth_frames/bump_0001_robot_3_box0_link_collision/robot_3/frame_04_95_500000000.npy,collision_depth_frames/bump_0001_robot_3_box0_link_collision/robot_3/frame_04_95_500000000.pgm
2,185,100000000,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,robot_3,0,1783687880.719047,182,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_box0_link_collision/robot_3/frame_00_182_500000000.npy,collision_depth_frames/bump_0002_robot_3_box0_link_collision/robot_3/frame_00_182_500000000.pgm
2,185,100000000,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,robot_3,1,1783687881.246073,183,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_box0_link_collision/robot_3/frame_01_183_0.npy,collision_depth_frames/bump_0002_robot_3_box0_link_collision/robot_3/frame_01_183_0.pgm
2,185,100000000,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,robot_3,2,1783687881.759629,183,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_box0_link_collision/robot_3/frame_02_183_500000000.npy,collision_depth_frames/bump_0002_robot_3_box0_link_collision/robot_3/frame_02_183_500000000.pgm
2,185,100000000,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,robot_3,3,1783687882.253160,184,0,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_box0_link_collision/robot_3/frame_03_184_0.npy,collision_depth_frames/bump_0002_robot_3_box0_link_collision/robot_3/frame_03_184_0.pgm
2,185,100000000,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,robot_3,4,1783687882.757228,184,500000000,32FC1,360,640,collision_depth_frames/bump_0002_robot_3_box0_link_collision/robot_3/frame_04_184_500000000.npy,collision_depth_frames/bump_0002_robot_3_box0_link_collision/robot_3/frame_04_184_500000000.pgm
3,189,10000000,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,robot_3,0,1783687884.854108,186,500000000,32FC1,360,640,collision_depth_frames/bump_0003_robot_3_box0_link_collision/robot_3/frame_00_186_500000000.npy,collision_depth_frames/bump_0003_robot_3_box0_link_collision/robot_3/frame_00_186_500000000.pgm
3,189,10000000,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,robot_3,1,1783687885.489577,187,0,32FC1,360,640,collision_depth_frames/bump_0003_robot_3_box0_link_collision/robot_3/frame_01_187_0.npy,collision_depth_frames/bump_0003_robot_3_box0_link_collision/robot_3/frame_01_187_0.pgm
3,189,10000000,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,robot_3,2,1783687885.910318,187,500000000,32FC1,360,640,collision_depth_frames/bump_0003_robot_3_box0_link_collision/robot_3/frame_02_187_500000000.npy,collision_depth_frames/bump_0003_robot_3_box0_link_collision/robot_3/frame_02_187_500000000.pgm
3,189,10000000,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,robot_3,3,1783687886.295754,188,0,32FC1,360,640,collision_depth_frames/bump_0003_robot_3_box0_link_collision/robot_3/frame_03_188_0.npy,collision_depth_frames/bump_0003_robot_3_box0_link_collision/robot_3/frame_03_188_0.pgm
3,189,10000000,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,robot_3,4,1783687886.806095,188,500000000,32FC1,360,640,collision_depth_frames/bump_0003_robot_3_box0_link_collision/robot_3/frame_04_188_500000000.npy,collision_depth_frames/bump_0003_robot_3_box0_link_collision/robot_3/frame_04_188_500000000.pgm
