stamp_sec,stamp_nsec,robot,cell_index,cell_min_x,cell_min_y,cell_center_x,cell_center_y
1777621190,513295992,robot_1,48,-1.000,3.000,-0.500,3.500
1777621191,122010116,robot_4,36,-2.000,1.000,-1.500,1.500
1777621191,122045349,robot_0,81,3.000,-4.000,3.500,-3.500
1777621191,122070801,robot_2,13,-4.000,-2.000,-3.500,-1.500
1777621191,122098032,robot_3,3,-5.000,-2.000,-4.500,-1.500
1777621191,122122893,robot_1,24,-3.000,-1.000,-2.500,-0.500
