stamp_sec,stamp_nsec,label,total_index,robot_index,obstacle_index,bump_type,key,entity_a,entity_b,avg_contact_x,avg_contact_y,avg_contact_z,source_topic,entity_a_bump_direction,entity_b_bump_direction,pair_detection_summary
34,800000000,global,1,0,1,obstacle,"('robot_1', 'box3::link::collision')",robot_1,box3::link::collision,0.383778,2.880661,0.147100,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,front,,robot_obstacle_not_detecting
127,40000000,global,2,0,2,obstacle,"('robot_4', 'box4::link::collision')",robot_4,box4::link::collision,3.719315,-1.010729,0.148764,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact,left,,robot_obstacle_not_detecting
