time_s,collisions_total,collisions_robot,collisions_obstacle
0.000,0,0,0
12.473,1,1,0
12.474,2,2,0
29.428,3,3,0
29.428,4,4,0
36.966,5,5,0
36.967,6,6,0
40.929,7,6,1
44.947,8,7,1
44.948,9,8,1
48.641,10,9,1
48.642,11,10,1
57.463,12,11,1
57.463,13,12,1
59.046,14,13,1
59.047,15,14,1
63.169,16,14,2
63.646,17,14,3
63.937,18,14,4
65.026,19,14,5
71.006,20,14,6
73.131,21,15,6
73.131,22,16,6
81.464,23,16,7
85.645,24,17,7
85.646,25,18,7
88.695,26,19,7
88.695,27,20,7
93.462,28,21,7
93.462,29,22,7
93.463,30,22,8
94.460,31,23,8
94.460,32,24,8
96.526,33,25,8
96.526,34,26,8
96.967,35,27,8
96.968,36,28,8
96.968,37,28,9
99.132,38,29,9
99.140,39,30,9
100.983,40,31,9
100.983,41,32,9
102.549,42,33,9
102.549,43,34,9
105.048,44,35,9
105.048,45,36,9
105.048,46,36,10
106.062,47,37,10
106.062,48,38,10
106.494,49,38,11
176.060,50,39,11
176.060,51,40,11
178.126,52,41,11
178.128,53,42,11
178.512,54,43,11
178.512,55,44,11
179.018,56,45,11
179.018,57,46,11
179.961,58,47,11
179.961,59,48,11
181.675,60,49,11
181.687,61,50,11
185.104,62,51,11
185.105,63,52,11
185.544,64,53,11
185.544,65,54,11
187.533,66,55,11
187.533,67,56,11
189.660,68,57,11
189.666,69,58,11
197.040,70,59,11
197.040,71,60,11
202.976,72,61,11
202.976,73,62,11
205.028,74,62,12
206.574,75,63,12
206.574,76,64,12
209.527,77,65,12
209.528,78,66,12
210.543,79,67,12
210.543,80,68,12
211.522,81,69,12
211.522,82,70,12
212.073,83,71,12
212.073,84,72,12
214.048,85,73,12
214.048,86,74,12
214.195,87,75,12
214.195,88,76,12
217.554,89,76,13
221.470,90,76,14
223.023,91,76,15
226.047,92,76,16
230.606,93,76,17
232.998,94,76,18
234.057,95,76,19
239.522,96,76,20
241.029,97,76,21
246.994,98,76,22
250.050,99,77,22
250.050,100,78,22
250.115,101,78,23
252.110,102,79,23
252.111,103,80,23
254.584,104,81,23
254.584,105,82,23
256.643,106,83,23
256.643,107,84,23
258.573,108,85,23
258.574,109,86,23
261.036,110,87,23
261.036,111,88,23
264.556,112,88,24
265.154,113,89,24
265.154,114,90,24
270.621,115,91,24
270.622,116,92,24
271.136,117,93,24
271.137,118,94,24
271.614,119,94,25
272.541,120,95,25
272.542,121,96,25
274.654,122,96,26
276.603,123,96,27
277.558,124,96,28
280.637,125,97,28
280.638,126,98,28
281.048,127,99,28
281.049,128,100,28
290.067,129,101,28
290.067,130,102,28
296.053,131,103,28
296.053,132,104,28
302.579,133,104,29
305.146,134,104,30
307.078,135,104,31
309.558,136,104,32
318.640,137,105,32
318.640,138,106,32
321.080,139,106,33
338.102,140,106,34
364.617,141,107,34
364.618,142,108,34
369.073,143,108,35
381.110,144,108,36
388.082,145,109,36
388.082,146,110,36
388.082,147,111,36
388.082,148,111,37
388.082,149,112,37
388.083,150,113,37
388.083,151,114,37
388.560,152,114,38
389.161,153,115,38
389.161,154,116,38
389.162,155,117,38
389.162,156,117,39
389.162,157,118,39
389.162,158,119,39
389.163,159,120,39
389.164,160,120,40
411.642,161,120,41
417.667,162,120,42
481.087,163,120,43
