stamp_sec,stamp_nsec,label,total_index,robot_index,obstacle_index,bump_type,key,entity_a,entity_b,avg_contact_x,avg_contact_y,avg_contact_z,source_topic,entity_a_bump_direction,entity_b_bump_direction,pair_detection_summary,depth_snapshot_dir
276,810000000,global,1,0,1,obstacle,"('robot_3', 'cylinder0::link::collision')",robot_3,cylinder0::link::collision,-4.069524,4.247279,0.030554,/world/random_world/model/robot_3/link/robot_3/base_footprint/sensor/contact_sensor/contact,back,,robot_obstacle_detecting_CORNER,collision_depth_frames/bump_0001_robot_3_cylinder0_link_collision
299,910000000,global,2,0,2,obstacle,"('robot_2', 'box4::link::collision')",robot_2,box4::link::collision,2.663935,1.255919,0.022959,/world/random_world/model/robot_2/link/robot_2/base_footprint/sensor/contact_sensor/contact,right,,robot_obstacle_detecting_RIGHT,collision_depth_frames/bump_0002_robot_2_box4_link_collision
369,150000000,global,3,0,3,obstacle,"('robot_4', 'box3::link::collision')",robot_4,box3::link::collision,1.176885,4.161551,0.023761,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact,left,,robot_obstacle_not_detecting,collision_depth_frames/bump_0003_robot_4_box3_link_collision
485,700000000,global,4,0,4,obstacle,"('robot_0', 'cylinder0::link::collision')",robot_0,cylinder0::link::collision,-4.256258,3.938929,0.130269,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact,left,,robot_obstacle_detecting_CORNER,collision_depth_frames/bump_0004_robot_0_cylinder0_link_collision
