time_s,collisions_total,collisions_robot,collisions_obstacle
218.197,104,72,32
218.560,105,73,32
218.560,106,74,32
220.081,107,74,33
220.150,108,75,33
220.150,109,76,33
221.576,110,77,33
221.577,111,78,33
225.124,112,78,34
225.642,113,79,34
225.643,114,80,34
228.069,115,80,35
228.079,116,80,36
229.059,117,80,37
229.065,118,80,38
232.596,119,80,39
240.668,120,80,40
242.560,121,80,41
246.617,122,80,42
248.631,123,80,43
249.037,124,80,44
249.508,125,80,45
261.037,126,80,46
264.054,127,80,47
265.067,128,80,48
266.037,129,80,49
267.041,130,80,50
268.577,131,80,51
270.588,132,80,52
271.070,133,80,53
272.665,134,80,54
273.623,135,80,55
274.569,136,80,56
280.069,137,81,56
280.069,138,82,56
281.586,139,83,56
281.586,140,84,56
285.084,141,85,56
285.084,142,86,56
286.055,143,86,57
286.608,144,87,57
286.608,145,88,57
288.060,146,88,58
288.067,147,88,59
288.117,148,89,59
288.118,149,90,59
289.569,150,91,59
289.569,151,92,59
289.575,152,92,60
292.699,153,92,61
294.045,154,92,62
295.584,155,92,63
296.103,156,92,64
297.077,157,92,65
297.115,158,92,66
297.206,159,92,67
306.053,160,93,67
306.053,161,94,67
309.683,162,94,68
310.070,163,94,69
312.662,164,94,70
319.585,165,94,71
320.599,166,94,72
320.599,167,95,72
320.599,168,96,72
321.099,169,96,73
322.130,170,96,74
323.180,171,96,75
324.073,172,97,75
324.073,173,98,75
324.082,174,99,75
324.083,175,100,75
325.069,176,100,76
329.598,177,101,76
329.599,178,102,76
331.042,179,103,76
331.042,180,104,76
331.588,181,105,76
331.589,182,106,76
331.657,183,107,76
331.667,184,108,76
335.548,185,108,77
336.078,186,108,78
338.112,187,109,78
338.113,188,110,78
338.691,189,111,78
338.693,190,112,78
340.573,191,112,79
342.186,192,113,79
342.187,193,114,79
342.570,194,115,79
342.570,195,116,79
343.108,196,117,79
343.563,197,118,79
343.563,198,119,79
346.089,199,120,79
346.089,200,121,79
347.596,201,122,79
347.597,202,123,79
347.662,203,124,79
347.662,204,125,79
348.167,205,126,79
348.167,206,127,79
349.062,207,127,80
350.039,208,128,80
350.039,209,129,80
351.565,210,130,80
351.565,211,131,80
352.075,212,132,80
353.043,213,133,80
353.043,214,134,80
355.571,215,135,80
356.558,216,135,81
357.061,217,136,81
357.061,218,137,81
357.586,219,138,81
357.587,220,139,81
358.663,221,140,81
358.663,222,141,81
359.086,223,141,82
359.555,224,142,82
359.555,225,143,82
360.083,226,144,82
360.083,227,145,82
360.696,228,146,82
360.696,229,147,82
362.570,230,148,82
362.570,231,148,83
362.570,232,149,83
364.077,233,149,84
365.102,234,150,84
365.103,235,151,84
365.621,236,152,84
365.622,237,153,84
366.590,238,154,84
366.590,239,154,85
366.590,240,155,85
367.046,241,155,86
367.158,242,156,86
368.567,243,157,86
368.567,244,158,86
369.092,245,159,86
371.043,246,159,87
371.043,247,160,87
371.043,248,161,87
371.044,249,162,87
371.052,250,163,87
372.539,251,163,88
373.055,252,164,88
373.055,253,165,88
377.055,254,166,88
377.056,255,166,89
377.056,256,167,89
380.129,257,167,90
381.603,258,168,90
381.603,259,169,90
385.588,260,170,90
385.588,261,171,90
387.590,262,172,90
387.591,263,172,91
387.591,264,173,91
389.674,265,173,92
393.074,266,173,93
395.186,267,173,94
396.046,268,174,94
396.046,269,175,94
399.166,270,175,95
404.091,271,175,96
404.091,272,175,97
406.617,273,176,97
406.618,274,177,97
409.045,275,178,97
409.045,276,179,97
412.013,277,179,98
416.062,278,179,99
418.118,279,179,100
420.550,280,179,101
420.556,281,179,102
422.083,282,179,103
422.580,283,180,103
422.580,284,181,103
434.598,285,181,104
435.636,286,181,105
436.089,287,181,106
436.663,288,182,106
436.663,289,183,106
437.543,290,183,107
443.684,291,183,108
444.624,292,184,108
444.624,293,185,108
448.602,294,185,109
448.620,295,186,109
448.621,296,187,109
449.608,297,188,109
449.608,298,189,109
449.608,299,189,110
450.155,300,190,110
450.155,301,191,110
451.071,302,191,111
452.081,303,192,111
452.573,304,192,112
453.614,305,193,112
453.615,306,194,112
454.024,307,195,112
454.025,308,196,112
455.103,309,196,113
455.109,310,196,114
455.123,311,197,114
455.124,312,198,114
455.124,313,199,114
455.125,314,200,114
457.052,315,200,115
457.061,316,200,116
458.584,317,200,117
458.593,318,200,118
460.132,319,200,119
460.637,320,201,119
460.637,321,202,119
461.072,322,202,120
463.125,323,203,120
463.125,324,204,120
464.060,325,205,120
464.060,326,206,120
466.589,327,206,121
466.647,328,206,122
468.162,329,206,123
470.588,330,206,124
472.548,331,206,125
473.097,332,206,126
474.104,333,206,127
480.630,334,206,128
489.111,335,207,128
489.112,336,208,128
491.105,337,209,128
491.105,338,210,128
492.078,339,211,128
492.078,340,212,128
493.125,341,213,128
493.125,342,214,128
496.137,343,215,128
496.137,344,216,128
498.630,345,217,128
